gene_id,lfc_10cGy,padj_10cGy,deg_10cGy,dir_10cGy,lfc_100cGy,padj_100cGy,deg_100cGy,dir_100cGy,dose_category
AT1G03070,-0.243421432803416,0.396486275331318,no,none,-0.272357746999704,0.356882563099045,no,none,neither
AT1G03080,0.0930346744626062,0.167395249137723,no,none,0.0941714524833115,0.175961197289032,no,none,neither
AT1G03090,0.188437469866437,0.0242655497166227,no,none,0.188537602581461,0.0272582591588404,no,none,neither
AT1G03100,0.0139951896851718,0.933436664647884,no,none,-0.0584318564962886,0.711734124098467,no,none,neither
AT1G03106,0.9506766791464,,no,none,1.81231193428572,,no,none,neither
AT1G03110,-0.171007309212311,0.0249015345424564,no,none,-0.141127576077172,0.0765613381552539,no,none,neither
AT1G03120,0.308108184383839,,no,none,0.217793511534235,0.74158490844018,no,none,neither
AT1G03130,0.0478954674842223,0.457932903694369,no,none,-0.0257935646940555,0.738560153298005,no,none,neither
AT1G03140,0.0225372809549333,0.639781460273476,no,none,0.0123779015586854,0.826915510213021,no,none,neither
AT1G03150,-0.0228453856632148,0.728112748911881,no,none,-0.0436139635625875,0.478007745051166,no,none,neither
AT1G03160,-0.0746986158940426,0.0843590208266169,no,none,-0.124565267030845,0.00278199521469153,no,none,neither
AT1G03165,-1.35004464917565,,no,none,0.13255046374724,,no,none,neither
AT1G03170,-0.477410257102146,,no,none,-0.337387268974818,0.487406816393614,no,none,neither
AT1G03180,-0.131730455718647,0.266952432187894,no,none,-0.0601590733392886,0.677988224342389,no,none,neither
