gene_id,baseMean_old,log2FC_old,padj_old,deg_flag_old,baseMean_new,log2FC_new,padj_new,deg_flag_new,status,direction_change
AT1G01010,167.1481036,0.716972361,5.55e-08,yes,136.099201783224,0.724985389749138,5.89330902008271e-08,no,lost_DEG,
AT1G01020,118.6532108,-0.003394222,0.97604027,no,96.3733846500207,0.00873517313711633,0.93714222874899,no,both_non_DEG,
AT1G01030,73.72569735,-0.227971894,0.020257907,yes,59.5772964444831,-0.23115142846163,0.0245316862577984,no,lost_DEG,
AT1G01040,551.9292686,0.075621096,0.232511395,no,451.183859929386,0.0780002542538148,0.221339547544729,no,both_non_DEG,
AT1G01046,5.13437379,0.384292487,0.139804063,no,3.43951902546373,0.499458798855619,0.112718030138697,no,both_non_DEG,
AT1G01050,1018.190237,0.029298286,0.625320149,no,833.135211553818,0.0323993287303306,0.591853053403672,no,both_non_DEG,
AT1G01060,1627.941239,0.078500331,0.717859468,no,1332.07306660326,0.0825791242112482,0.707756379142071,no,both_non_DEG,
AT1G01070,105.277176,-0.260076634,0.015216656,yes,85.5659936050214,-0.263079969158789,0.0164526993295983,no,lost_DEG,
AT1G01080,1401.18185,-0.103735679,0.003558509,yes,1146.31290440354,-0.100024879989565,0.00457586270153674,no,lost_DEG,
AT1G01090,3202.082485,-0.063765015,0.053764568,no,2620.66391986264,-0.0596772338361956,0.069286695371248,no,both_non_DEG,
AT1G01100,3548.183554,-0.19892115,1.62e-05,yes,2904.8066386744,-0.194435479252284,2.35135399686429e-05,no,lost_DEG,
AT1G01110,56.7658119,-0.257627733,0.048380936,yes,45.6641729796581,-0.258392691806702,0.0535486290041491,no,lost_DEG,
AT1G01120,1109.178072,0.019783883,0.90574786,no,907.012732105316,0.0240784930853616,0.887262805941364,no,both_non_DEG,
AT1G01130,16.76529026,-0.077194127,0.708011609,no,12.8905011925772,-0.077059971271151,0.735141646450045,no,both_non_DEG,
AT1G01140,607.6129561,0.305454399,0.005696459,yes,496.616385285479,0.31213579038168,0.00467095291161164,no,lost_DEG,
AT1G01150,2.997535827,-0.693293268,0.020257907,yes,1.64539102624123,-1.07364985280134,0.0151050046604446,yes,both_DEG,same_direction
AT1G01160,312.2561463,-0.035116695,0.617962313,no,255.453150879392,-0.0280631376258106,0.705629785306359,no,both_non_DEG,
AT1G01170,364.9029714,0.053873652,0.42594891,no,298.493417623801,0.0650712747809046,0.327521645570803,no,both_non_DEG,
AT1G01180,131.9740908,0.247656515,0.057137497,no,107.237974047415,0.260146781170773,0.046151351500142,no,both_non_DEG,
AT1G01190,35.58023739,-0.072136134,0.770415263,no,28.296109229921,-0.0669892309012333,0.798902605201059,no,both_non_DEG,
AT1G01200,30.14713767,-0.23806795,0.112600812,no,23.932497094204,-0.250651963893486,0.109431327442161,no,both_non_DEG,
AT1G01210,157.3916172,-0.042060429,0.713393545,no,128.54228265476,-0.0434119497914778,0.702985460933352,no,both_non_DEG,
AT1G01220,582.8094696,0.532529871,1.06e-06,yes,477.108379798093,0.53600995320176,1.08835700960807e-06,no,lost_DEG,
AT1G01225,48.87260656,-0.104102326,0.281062251,no,39.2508015083298,-0.110012148465414,0.273507334141422,no,both_non_DEG,
AT1G01230,256.3427105,0.003155819,0.971020593,no,209.012401645478,0.0153952428765092,0.839866424946273,no,both_non_DEG,
AT1G01240,105.5060172,-0.088608077,0.76879332,no,85.5037305243895,-0.076135307836536,0.808081231676165,no,both_non_DEG,
AT1G01250,19.17684554,0.06720093,0.85757156,no,14.8929840723181,0.0572407529000336,0.891801294716823,no,both_non_DEG,
AT1G01260,247.928545,-0.053198726,0.514744573,no,202.162572900306,-0.0475741016286757,0.581363414382767,no,both_non_DEG,
AT1G01290,150.556776,0.042561336,0.560876617,no,122.458260812685,0.0437869270870832,0.557996644306098,no,both_non_DEG,
AT1G01300,1217.424402,-0.069705171,0.361538519,no,996.125179124885,-0.0670176602208484,0.391284563870275,no,both_non_DEG,
AT1G01310,,,,,0.880319486571105,0.218845584493294,0.759393529076115,no,,
AT1G01320,7304.835543,-0.110003485,0.214021391,no,5980.7315416877,-0.106564734005759,0.238141705723637,no,both_non_DEG,
AT1G01340,138.2257804,0.705660563,1.11e-09,yes,112.414142411496,0.716628760251012,8.67589429539391e-10,no,lost_DEG,
AT1G01350,280.72336,0.07964598,0.116195489,no,229.499024418792,0.0841729903227035,0.0855731918641377,no,both_non_DEG,
AT1G01355,1.18503763,0.080315675,0.897424856,no,0.164626850067396,0.0529491711581391,,no,both_non_DEG,
AT1G01360,128.6284076,-0.007295016,0.947640896,no,104.534084598996,0.00584733081077541,0.961469684326216,no,both_non_DEG,
AT1G01370,70.51080321,-0.487607451,8.4e-06,yes,56.9610872291419,-0.486499864258292,1.53753145987068e-05,no,lost_DEG,
AT1G01380,10.91795396,-0.129197738,0.585070005,no,8.17275960742913,-0.156768817377009,0.540380369613973,no,both_non_DEG,
AT1G01390,94.34999924,-0.254158776,0.152522896,no,76.4083826181556,-0.258895948407032,0.151825236896225,no,both_non_DEG,
AT1G01420,239.4199841,-0.070258283,0.666911151,no,195.251455409339,-0.0705491033838499,0.674471952196669,no,both_non_DEG,
AT1G01430,752.987659,-0.148540704,0.012274877,yes,615.531084440991,-0.143644757518964,0.0166784862863098,no,lost_DEG,
AT1G01440,233.4168587,0.068999581,0.381307571,no,190.313606801999,0.076583816459797,0.324941009075584,no,both_non_DEG,
AT1G01448,121.1768373,-0.014423539,0.936763619,no,98.8526473460606,-0.00191428735522987,0.99285946646831,no,both_non_DEG,
AT1G01450,6.712747167,0.126675344,0.756437727,no,5.00851406091629,0.18647270283672,0.711146107305206,no,both_non_DEG,
AT1G01453,13.92502167,-0.273574648,0.211365346,no,10.5657068948033,-0.294613894102151,0.239344928781205,no,both_non_DEG,
AT1G01470,614.4091263,0.399528983,2.85e-06,yes,502.367558011558,0.404132791521313,2.53933581324397e-06,no,lost_DEG,
AT1G01480,17.93051505,0.179382723,0.413858672,no,13.8560081267657,0.200186036327016,0.387277201974218,no,both_non_DEG,
AT1G01490,773.1392361,0.046614398,0.615178601,no,632.187801832732,0.0521110437839146,0.572004228123925,no,both_non_DEG,
AT1G01500,181.8669805,0.037225277,0.756202347,no,148.160672417092,0.0388627309654522,0.751461883204652,no,both_non_DEG,
AT1G01510,536.6175332,-0.050215355,0.446167865,no,438.538265254597,-0.043907895916772,0.519110317141439,no,both_non_DEG,
AT1G01520,52.45489365,0.386261406,0.36171111,no,42.2086327456664,0.393561055496787,0.379625877607695,no,both_non_DEG,
AT1G01530,,,,,0.180463862283219,0.323454805521806,,no,,
AT1G01540,926.9544171,-0.099806381,0.273021974,no,757.93117460501,-0.0943405195578504,0.3113276914424,no,both_non_DEG,
AT1G01550,1487.544678,0.226122222,8.56e-06,yes,1217.2055682424,0.231183489967647,5.12352702146204e-06,no,lost_DEG,
AT1G01560,14.31331391,2.805848032,1.9e-16,yes,10.9110832526831,3.28450892657035,2.75494918196264e-16,yes,both_DEG,same_direction
AT1G01570,40.69185358,0.263804699,0.162865306,no,32.5255591676304,0.282224585711306,0.152166267354143,no,both_non_DEG,
AT1G01580,1690.617783,-0.02983413,0.937476574,no,1383.72408744509,-0.0245711295615741,0.950512182578563,no,both_non_DEG,
AT1G01590,2.299652841,0.139214653,0.768244047,no,1.12527929114482,0.209081481454235,0.804834943055157,no,both_non_DEG,
AT1G01600,146.2867984,0.175602315,0.323102524,no,119.052554828135,0.17903502546729,0.324354820905282,no,both_non_DEG,
AT1G01610,1010.624454,0.012502679,0.903572538,no,826.663530193025,0.0157566910921286,0.880075431160718,no,both_non_DEG,
AT1G01620,3518.255175,-0.601257739,0.000102515,yes,2877.67590883635,-0.596808961625665,0.000116541263328232,no,lost_DEG,
AT1G01630,836.4375241,-0.010205374,0.909110576,no,684.15100009112,-0.00584607178128515,0.952448478230548,no,both_non_DEG,
AT1G01640,45.84265879,0.087514156,0.441115194,no,36.68373420462,0.104557283515243,0.360801021103778,no,both_non_DEG,
AT1G01650,351.2599156,0.217775852,6.52e-05,yes,286.853416228919,0.221095065325748,6.0181995579411e-05,no,lost_DEG,
AT1G01660,17.18435026,-0.162209464,0.347384515,no,13.2680666438685,-0.15774137663293,0.411449576091865,no,both_non_DEG,
AT1G01670,9.213709938,0.106410977,0.668295136,no,6.6951422588948,0.0668188851352238,0.832057008614174,no,both_non_DEG,
AT1G01680,7.813719593,2.320756798,1.17e-07,yes,5.61955281859932,3.03236411579899,3.01660742711623e-07,yes,both_DEG,same_direction
AT1G01690,94.5689936,-0.440643574,0.000520839,yes,76.6176378318812,-0.435721426901068,0.000860028085437038,no,lost_DEG,
AT1G01695,3.569278849,0.119578024,0.755433249,no,2.15737077307698,0.138541993073097,0.791214090019733,no,both_non_DEG,
AT1G01700,23.64973563,-0.144950089,0.374176811,no,18.4987523276782,-0.150026850237847,0.393515856131341,no,both_non_DEG,
AT1G01710,299.4049667,-0.01829604,0.7850821,no,244.341487971434,-0.00692914066543604,0.925192454984897,no,both_non_DEG,
AT1G01715,21.67516338,-0.039488938,0.83120278,no,16.8494348160126,-0.0200776094787834,0.924936074450125,no,both_non_DEG,
AT1G01720,450.0195394,0.264415296,0.000194359,yes,367.740117514753,0.271885334570052,0.00013988575238946,no,lost_DEG,
AT1G01725,33.81824171,0.100398214,0.426212991,no,26.8637048376045,0.108829467096491,0.41785595079438,no,both_non_DEG,
AT1G01730,204.066233,0.110715462,0.084191469,no,166.943629032163,0.113989290070207,0.0722543067967701,no,both_non_DEG,
AT1G01740,89.61983173,0.112734359,0.171604104,no,72.696410055398,0.10613372968506,0.21456467000561,no,both_non_DEG,
AT1G01750,115.8114713,-0.343709807,0.001693132,yes,94.4535344172448,-0.33531222490744,0.00247598673162733,no,lost_DEG,
AT1G01760,50.21623272,-0.073764233,0.520796819,no,40.4737127161535,-0.0580119786763899,0.645575366351268,no,both_non_DEG,
AT1G01770,245.5328091,-0.050754187,0.727698587,no,200.192337251968,-0.0421803099839751,0.779927541968672,no,both_non_DEG,
AT1G01780,147.8382095,-0.058889727,0.5655041,no,120.224908143576,-0.049429897925009,0.644541521118602,no,both_non_DEG,
AT1G01790,2446.670479,-0.168618538,0.000151931,yes,2002.51631977097,-0.16449358395196,0.000225730697162615,no,lost_DEG,
AT1G01800,852.216176,0.092838471,0.005990327,yes,697.135424575359,0.0995078127738452,0.00314594193334023,no,lost_DEG,
AT1G01810,10.34081257,0.253229673,0.203296163,no,7.65371594087496,0.218362877584061,0.336885609117444,no,both_non_DEG,
AT1G01820,531.1494214,0.023510442,0.691554893,no,434.082663304869,0.027570903446694,0.636398074223964,no,both_non_DEG,
AT1G01830,233.1809285,-0.137177103,0.06646453,no,190.080161215292,-0.132884977042165,0.0815766418196539,no,both_non_DEG,
AT1G01840,18.78190961,-0.315567486,0.177470565,no,15.1639932739748,-0.340863718467411,0.154484751498293,no,both_non_DEG,
AT1G01860,158.6333876,-0.200249981,0.001807003,yes,129.386622216646,-0.19653208345509,0.00170884519430274,no,lost_DEG,
AT1G01880,32.43376379,-0.23298183,0.062170576,no,25.7336730977712,-0.238332588435334,0.0760893068361058,no,both_non_DEG,
AT1G01900,98.67509491,0.087974979,0.569147066,no,80.5317201126927,0.0838487859558416,0.603737778813774,no,both_non_DEG,
AT1G01910,795.1505181,-0.008623029,0.851581614,no,650.107165402889,-0.00409063459274835,0.933667376636682,no,both_non_DEG,
AT1G01920,206.8582064,0.020703967,0.768244047,no,168.535822192532,0.0274705897831506,0.696542541074255,no,both_non_DEG,
AT1G01930,215.2977243,0.014477642,0.846865593,no,175.389971539399,0.0277237416898782,0.686467523400273,no,both_non_DEG,
AT1G01940,182.3268928,0.040372926,0.624754869,no,148.481503914077,0.0420898234307802,0.61131293033221,no,both_non_DEG,
AT1G01950,345.1797054,0.030043351,0.732342299,no,281.73110274992,0.0362765911839524,0.678272414191763,no,both_non_DEG,
AT1G01960,1672.683372,0.000395468,0.995428047,no,1368.71296585032,0.00579383039326454,0.935501329238744,no,both_non_DEG,
AT1G01970,473.4632924,-0.067379621,0.570101903,no,386.900201534923,-0.0660376920265755,0.589366300826235,no,both_non_DEG,
AT1G01980,,,,,0.842505203249515,-0.498671931773606,0.452624794860579,no,,
AT1G01990,253.7026743,0.069767089,0.303823611,no,206.981232592663,0.0763555309874932,0.262791461228455,no,both_non_DEG,
AT1G02000,172.7930201,-0.019907764,0.768944787,no,140.649596659994,-0.0178440517853386,0.802902480926201,no,both_non_DEG,
AT1G02010,131.6450894,0.017167509,0.898470661,no,106.96876508734,0.0158020934043855,0.909033855360824,no,both_non_DEG,
AT1G02020,229.8852318,-0.081286822,0.095110203,no,187.444433033364,-0.0810933226784536,0.096238360392545,no,both_non_DEG,
AT1G02030,12.59759881,0.08716896,0.736774083,no,9.49594062631666,0.0697282246918924,0.819900688389878,no,both_non_DEG,
AT1G02040,,,,,0.352663304198872,-0.545967069326663,0.656551613702441,no,,
AT1G02050,84.5529027,-0.063521406,0.521321628,no,68.377583712129,-0.048039688621429,0.661532503817177,no,both_non_DEG,
AT1G02060,93.56920054,0.02606976,0.841752194,no,75.8155995020522,0.0419259608835593,0.746251308665786,no,both_non_DEG,
AT1G02065,19.64915529,-0.074813467,0.736677489,no,15.5384204265126,-0.0867445026479127,0.701509083292547,no,both_non_DEG,
AT1G02067,,,,,0.805280120971986,-0.0460108943988003,0.968752829913536,no,,
AT1G02070,3.12254265,-0.005853339,0.99109773,no,1.76245649279839,-0.0550908910290036,0.928997287029555,no,both_non_DEG,
AT1G02080,1629.883704,0.058282086,0.179202265,no,1333.82883305492,0.0619784763795376,0.150109541808689,no,both_non_DEG,
AT1G02090,550.7197029,0.054464108,0.266847898,no,450.193076921433,0.0570877737610583,0.243407535562254,no,both_non_DEG,
AT1G02100,355.508611,0.074762982,0.128392616,no,290.282415047778,0.0831350712940376,0.0819612067569883,no,both_non_DEG,
AT1G02110,386.8463292,-0.152265546,0.032085389,yes,315.985227448799,-0.147602318864073,0.0382051419633713,no,lost_DEG,
AT1G02120,706.6702215,0.148751857,0.00074127,yes,577.869604391568,0.152342066792972,0.000538761931644652,no,lost_DEG,
AT1G02130,529.0481376,-0.082018723,0.032787226,yes,432.291623402412,-0.0716177131089039,0.0610172935923355,no,lost_DEG,
AT1G02140,1470.516943,-0.060347362,0.048025288,yes,1203.28481441782,-0.0572790419825908,0.0610263010741994,no,lost_DEG,
AT1G02145,228.1793923,-0.100330735,0.039001134,yes,185.971001036989,-0.0903792049833701,0.0666594767657309,no,lost_DEG,
AT1G02150,1790.719941,-0.124965422,0.001856701,yes,1465.21625305038,-0.120566881584074,0.00258003333270322,no,lost_DEG,
AT1G02160,153.5071027,-0.010512185,0.902439932,no,124.849172094594,0.00160077270379163,0.98667049495476,no,both_non_DEG,
AT1G02170,374.1400766,0.272595121,0.000155017,yes,305.618147231059,0.280522539339334,8.19794880677448e-05,no,lost_DEG,
AT1G02180,64.78971473,-0.294747312,0.001827834,yes,52.2701153475112,-0.302827160866042,0.00141752440499947,no,lost_DEG,
AT1G02190,7.212220468,-0.22671867,0.335533646,no,5.09318679208145,-0.317590858365382,0.242965114877169,no,both_non_DEG,
AT1G02205,382.7394982,-0.050825709,0.759715221,no,312.706941511228,-0.0473433279878268,0.782560615642507,no,both_non_DEG,
AT1G02220,123.6949312,0.258816446,0.036688441,yes,100.772752681413,0.260529192514099,0.039444854056517,no,lost_DEG,
AT1G02230,17.04341214,0.363769835,0.074537354,no,13.1536422358279,0.393723970745003,0.0728756148866733,no,both_non_DEG,
AT1G02250,,,,,0.687623552352004,0.0996450378101893,0.911895909784055,no,,
AT1G02260,204.9705279,-0.050728346,0.550439643,no,166.970462765992,-0.0361641831960822,0.690312213777892,no,both_non_DEG,
AT1G02270,239.7700821,0.136957996,0.003886552,yes,195.57680274187,0.142387338407941,0.00239914676427078,no,lost_DEG,
AT1G02280,1241.772919,-0.125592532,0.069680067,no,1015.74583265236,-0.120642645402962,0.0834283182967622,no,both_non_DEG,
AT1G02290,135.6338475,0.004765673,0.957965217,no,110.21782619816,0.00489933068240512,0.962123921848208,no,both_non_DEG,
AT1G02300,194.2373106,0.027625087,0.869122822,no,158.660996037451,0.0336838638448044,0.841091941055007,no,both_non_DEG,
AT1G02305,787.9987422,0.102621873,0.100929453,no,644.99555872187,0.10849074067039,0.0771034288122498,no,both_non_DEG,
AT1G02310,7.884567128,0.118765046,0.766413636,no,5.77515914548445,0.145708134520169,0.752350416954757,no,both_non_DEG,
AT1G02330,326.5328448,-0.074382539,0.18992053,no,266.460848982815,-0.063302993371276,0.275532898379932,no,both_non_DEG,
AT1G02335,141.4863364,-0.008194934,0.951559943,no,114.99595923558,-0.00707972921297079,0.962123921848208,no,both_non_DEG,
AT1G02340,29.84889092,-0.199736976,0.299545418,no,23.605669487277,-0.201446320020898,0.327218863719658,no,both_non_DEG,
AT1G02350,9.60029258,-0.242519839,0.263022451,no,7.11986334531627,-0.244363566310225,0.324264859264455,no,both_non_DEG,
AT1G02360,364.2570623,0.346012042,0.003076541,yes,297.435621253608,0.352657625207656,0.00265271943614102,no,lost_DEG,
AT1G02370,152.7982406,-0.049468199,0.662646342,no,124.229609685818,-0.0548662214507234,0.632009790058019,no,both_non_DEG,
AT1G02380,38.10592933,0.396671709,0.008721318,yes,30.3653945428334,0.410556024440715,0.0093763366981288,no,lost_DEG,
AT1G02390,24.29507966,0.775657283,0.003484859,yes,19.0509940161882,0.815016224007511,0.00377424259753108,no,lost_DEG,
AT1G02400,101.9333354,0.279496297,0.070552454,no,82.6857722758646,0.285726340706052,0.0696234726535678,no,both_non_DEG,
AT1G02405,2.278892535,0.244665669,0.536375346,no,1.02138237172696,0.36993139864087,0.57892075387924,no,both_non_DEG,
AT1G02410,257.3742481,0.114535473,0.012635239,yes,209.981445725364,0.116516953870817,0.0109750304021773,no,lost_DEG,
AT1G02420,31.8382183,0.070118972,0.665257041,no,25.7877364487915,0.0803803664463814,0.60090378794257,no,both_non_DEG,
AT1G02430,9.948141563,0.26531137,0.213928405,no,7.81375936701504,0.277781271568536,0.21823242802569,no,both_non_DEG,
AT1G02440,3.085610574,0.231695149,0.477236159,no,1.71637030955481,0.296523632893152,0.520616212869309,no,both_non_DEG,
AT1G02450,8.482239965,2.699864577,1.13e-08,yes,6.22122161029736,3.64038271561468,2.47684789038613e-08,yes,both_DEG,same_direction
AT1G02460,32.98353339,0.274969413,0.094053532,no,26.1864788574803,0.278462462807063,0.11336469738786,no,both_non_DEG,
AT1G02470,8.428377939,0.500950511,0.019247566,yes,6.0758472316297,0.550537666548286,0.0214090104682757,no,lost_DEG,
AT1G02475,604.1626417,0.058243632,0.402892071,no,493.909495424927,0.0623391183801081,0.37015665113872,no,both_non_DEG,
AT1G02490,2.61876364,-0.384319059,0.300099465,no,1.34248384376085,-0.68085975196895,0.263228511265795,no,both_non_DEG,
AT1G02500,5190.74017,0.013975059,0.870328449,no,4249.95028669207,0.0184871047658928,0.826942895648604,no,both_non_DEG,
AT1G02520,322.1763027,1.015418215,2.07e-10,yes,263.976671841213,1.02044702994805,2.09210607952739e-10,yes,both_DEG,same_direction
AT1G02530,5.42536229,0.101061574,0.752793876,no,3.71703220072067,0.0222479108715643,0.963887013526645,no,both_non_DEG,
AT1G02560,3951.805356,-0.057143316,0.026248803,yes,3234.68584758844,-0.0526732413558013,0.0429862651131553,no,lost_DEG,
AT1G02570,9.475807296,-0.405477869,0.024128093,yes,6.94125476673324,-0.452304394551576,0.0340888904066125,no,lost_DEG,
AT1G02575,3.46679975,-0.45633403,0.164701769,no,2.02711111516535,-0.6150590494656,0.211303858391413,no,both_non_DEG,
AT1G02580,4.040237879,0.099613138,0.77167522,no,2.46903983450592,0.120012665970196,0.794681919999171,no,both_non_DEG,
AT1G02610,34.72260227,-0.315754541,0.42339195,no,27.5891822466888,-0.299053642380265,0.478587580738902,no,both_non_DEG,
AT1G02620,6.527884105,-0.46256327,0.370873498,no,4.62165370693794,-0.515060602025833,0.46885537307423,no,both_non_DEG,
AT1G02630,1.832055703,0.025643446,0.963778744,no,0.689857474010123,0.0717177210011748,0.948666371833622,no,both_non_DEG,
AT1G02640,522.3054322,-0.265604749,0.559985505,no,426.160930896905,-0.259450881291525,0.580625975179963,no,both_non_DEG,
AT1G02650,39.38910617,1.199737024,8.4e-06,yes,31.4376697092079,1.2526926301547,6.86215641228834e-06,yes,both_DEG,same_direction
AT1G02660,299.3843869,0.571508523,0.268443343,no,244.041522598494,0.581089923833803,0.268621864825788,no,both_non_DEG,
AT1G02670,42.99345137,0.865083848,8.19e-07,yes,34.4496359896537,0.904613900621068,4.3728822640175e-07,no,lost_DEG,
AT1G02680,102.1925505,-0.036807351,0.643489077,no,82.8303937259629,-0.0233399405595469,0.793496512837642,no,both_non_DEG,
AT1G02690,387.0726923,-0.429195392,0.000935957,yes,316.11104369315,-0.425600909391115,0.00117167245769917,no,lost_DEG,
AT1G02700,24.61909734,0.192068695,0.328137936,no,19.3532159604793,0.206099947230633,0.311002063636465,no,both_non_DEG,
AT1G02705,23.79860421,0.158289852,0.426438904,no,19.1610115023394,0.165120432851869,0.414798529328909,no,both_non_DEG,
AT1G02710,12.72685751,0.256821644,0.515709307,no,10.0190233790426,0.280611984982284,0.557189320347868,no,both_non_DEG,
AT1G02720,244.3793795,0.039791613,0.556178364,no,199.853149203861,0.0427352267041069,0.532090350283409,no,both_non_DEG,
AT1G02730,1039.881828,-1.0626433,0.000497147,yes,850.548233382698,-1.05971707608562,0.000564017101535012,yes,both_DEG,same_direction
AT1G02740,106.9388215,0.254159661,0.000146307,yes,86.7616684806912,0.2609358130261,0.000114973183152145,no,lost_DEG,
AT1G02750,118.9260651,0.226235138,0.000302458,yes,96.5842073312226,0.236726286900886,0.000178421038262683,no,lost_DEG,
AT1G02770,38.58141327,0.240292346,0.028926079,yes,30.7758187799898,0.227928088136233,0.0699336382659146,no,lost_DEG,
AT1G02780,10765.43519,-0.209734556,5.24e-06,yes,8812.74779829099,-0.205743345388061,7.47931708583909e-06,no,lost_DEG,
AT1G02800,58.19694521,-0.550338211,0.067403271,no,46.7904792148835,-0.558065025070932,0.0781919858724322,no,both_non_DEG,
AT1G02810,221.6149998,-0.190312621,0.242904221,no,180.586987946908,-0.185994922704539,0.268798319258576,no,both_non_DEG,
AT1G02813,,,,,1.05087263684018,-0.306603533378039,0.638721746784456,no,,
AT1G02816,211.888208,-0.06171742,0.621762992,no,172.597605998514,-0.0515297524379525,0.695271416553065,no,both_non_DEG,
AT1G02820,87.93211274,0.108036122,0.771462732,no,71.1263300850346,0.110077118813835,0.776088922726463,no,both_non_DEG,
AT1G02830,,,,,0.543471373496199,1.05819640791191,0.218743413551974,no,,
AT1G02840,1348.447844,-0.053983854,0.242016653,no,1103.1735115697,-0.049199865534308,0.285106486289088,no,both_non_DEG,
AT1G02850,201.8501696,0.788525607,1.82e-05,yes,164.55204348951,0.79647172436072,1.9056119265006e-05,no,lost_DEG,
AT1G02860,143.8264298,0.037984735,0.819909355,no,116.890695730578,0.0488750336958726,0.768001457893895,no,both_non_DEG,
AT1G02870,321.7307122,-0.076109599,0.312788411,no,262.605867396807,-0.0757013667127812,0.325136904364853,no,both_non_DEG,
AT1G02880,233.3939632,0.243721883,0.000417169,yes,190.774928242131,0.241959865983258,0.000438803179360115,no,lost_DEG,
AT1G02890,1147.979532,0.098984136,0.080933555,no,939.135802987464,0.104322808551534,0.0631443551551313,no,both_non_DEG,
AT1G02900,284.3789277,0.035003186,0.761025073,no,231.892960391846,0.0420465916701178,0.712721206669425,no,both_non_DEG,
AT1G02910,795.1916434,-0.068327055,0.123049167,no,650.237510345655,-0.0639191523637305,0.148823574239835,no,both_non_DEG,
AT1G02920,503.6746731,1.945008267,1.03e-18,yes,412.786086020931,1.95240010791416,1.30135952263746e-18,yes,both_DEG,same_direction
AT1G02930,1917.821998,0.917609006,0.00010644,yes,1572.21708336781,0.922441024987482,0.000108561798613127,no,lost_DEG,
AT1G02940,9.531367889,0.318080504,0.382551114,no,6.96039982659013,0.387793511718514,0.379337301545092,no,both_non_DEG,
AT1G02950,80.12364049,0.19996672,0.050034798,no,64.8506346617245,0.203920658678998,0.049806987573681,no,both_non_DEG,
AT1G02952,,,,,0.256423580262677,-0.21821964796575,,no,,
AT1G02960,147.5588962,0.106078175,0.328105868,no,119.955874955316,0.119156484019135,0.268540769696085,no,both_non_DEG,
AT1G02970,104.2686019,0.549880069,0.000214188,yes,84.6454060998685,0.555703509954221,0.00024977085148312,no,lost_DEG,
AT1G02980,3.211955961,0.410645939,0.19599591,no,1.83758485186755,0.564659334117393,0.193349652289018,no,both_non_DEG,
AT1G02990,282.6558426,0.14611175,0.006684252,yes,230.593571685949,0.150731973351871,0.00650664142059197,no,lost_DEG,
AT1G03000,340.2613297,0.002292455,0.982979408,no,277.732712916091,0.0113601979111042,0.90861367023634,no,both_non_DEG,
AT1G03010,11.78649569,-0.298130009,0.076213156,no,8.81736614257494,-0.3264349745057,0.0772571296463148,no,both_non_DEG,
AT1G03020,6.89980786,0.033659945,0.916713894,no,4.84957642389104,0.0355871373026318,0.928457282320162,no,both_non_DEG,
AT1G03030,206.592721,0.034943765,0.542621514,no,168.352807653492,0.0436131602857191,0.428778644919332,no,both_non_DEG,
AT1G03040,465.2251204,0.007826428,0.892382076,no,380.185829116814,0.0061128793406961,0.919221725461371,no,both_non_DEG,
AT1G03050,,,,,0.71432500873061,0.415491731005716,0.580955601355254,no,,
AT1G03055,72.47537252,-0.040630528,0.814472203,no,58.58999803612,-0.0501292873339132,0.769800271551565,no,both_non_DEG,
AT1G03060,1048.670013,0.096921404,0.011883783,yes,857.99253462221,0.100608269234334,0.0090817546055335,no,lost_DEG,
AT1G03070,18.87719112,0.197729763,0.210838255,no,14.6383992283842,0.204600027397198,0.250625532509823,no,both_non_DEG,
AT1G03080,1357.118889,0.13462787,0.001565128,yes,1110.47269955209,0.13982295743343,0.000932806363440593,no,lost_DEG,
AT1G03090,548.0201127,-0.157296683,0.719686339,no,447.916807172308,-0.150895763947797,0.737679812048267,no,both_non_DEG,
AT1G03100,79.57201657,0.179205285,0.094473105,no,64.7507001210681,0.16995302022966,0.124228333581561,no,both_non_DEG,
AT1G03106,11.28279567,0.279959842,0.453936999,no,8.49237833475383,0.342307075933371,0.458661272667914,no,both_non_DEG,
AT1G03110,294.6640509,-0.06464815,0.511912345,no,240.511563226695,-0.0646380402749608,0.517707371602085,no,both_non_DEG,
AT1G03120,4.697565149,-0.384471124,0.104639693,no,3.0839895311926,-0.459327921036429,0.120545931215408,no,both_non_DEG,
AT1G03130,6431.284982,-0.300470242,0.015106933,yes,5262.33220139891,-0.296161055200128,0.017136325951082,no,lost_DEG,
AT1G03140,619.3348137,0.023488809,0.813240157,no,506.266069587861,0.0315288682000633,0.743932901248036,no,both_non_DEG,
AT1G03150,181.4710252,-0.090673856,0.062501136,no,147.748485904437,-0.0836618706692088,0.0918838123292107,no,both_non_DEG,
AT1G03160,815.6797619,-0.034978175,0.678109736,no,667.092665127069,-0.0324495805903596,0.711033276601179,no,both_non_DEG,
AT1G03165,3.196648052,-0.239109449,0.460111543,no,1.79218283337835,-0.389468327367429,0.384144657743895,no,both_non_DEG,
AT1G03170,5.450970192,0.277760965,0.307743359,no,3.66681415204342,0.292754342624271,0.392765503747353,no,both_non_DEG,
AT1G03180,41.71868652,-0.319451933,0.010789515,yes,33.3562251475133,-0.318265096345692,0.0161892443259322,no,lost_DEG,
AT1G03190,151.1376343,-0.103512871,0.0396315,yes,122.915019099378,-0.103345833922777,0.0446651616313014,no,lost_DEG,
AT1G03200,15.29182807,0.210664932,0.290468449,no,12.0179065590758,0.211927758416675,0.322852211404176,no,both_non_DEG,
