gene_id,lfc_40cGy,padj_40cGy,deg_40cGy,dir_40cGy,lfc_80cGy,padj_80cGy,deg_80cGy,dir_80cGy,dose_category
AT1G03470,0.145636762602955,0.999808032263671,no,none,0.319128021157837,1,no,none,neither
AT1G03475,0.00844487814463772,0.999808032263671,no,none,-0.0640673693450063,1,no,none,neither
AT1G03502,0.714228051034253,,no,none,-1.31108001084219,1,no,none,neither
AT1G03510,-0.208122452805572,,no,none,0.0669214144037687,1,no,none,neither
AT1G03520,0.177865809429534,0.999808032263671,no,none,0.125067915230065,1,no,none,neither
AT1G03530,0.1152793386171,0.999808032263671,no,none,0.12092503963092,1,no,none,neither
AT1G03540,0.423071227632136,,no,none,0.101927422477925,1,no,none,neither
AT1G03545,-0.521725841063296,,no,none,-0.234397126330092,1,no,none,neither
AT1G03550,0.177754111690366,0.999808032263671,no,none,-0.0554618260667643,1,no,none,neither
AT1G03560,0.165872228741548,0.999808032263671,no,none,0.100606879935458,1,no,none,neither
AT1G03590,0.141492738977406,0.999808032263671,no,none,0.0708932383435803,1,no,none,neither
AT1G03600,0.14857595093602,0.999808032263671,no,none,0.0826933787557663,1,no,none,neither
AT1G03610,0.0367933634959359,0.999808032263671,no,none,0.191615345645759,1,no,none,neither
AT1G03620,-0.173820650850207,0.999808032263671,no,none,-0.0162617452498757,1,no,none,neither
AT1G03630,-0.291890209696633,0.999808032263671,no,none,-0.486989627097476,1,no,none,neither
AT1G03650,-0.117503006519615,,no,none,-0.0393093663994102,1,no,none,neither
AT1G03660,0.496876931656084,,no,none,0.585224543465192,1,no,none,neither
AT1G03670,0.612261457490325,,no,none,0.685300093766539,1,no,none,neither
AT1G03680,0.115040595971243,0.999808032263671,no,none,0.0859752674910974,1,no,none,neither
AT1G03687,-0.185574506744312,0.999808032263671,no,none,-0.115975796573769,1,no,none,neither
AT1G03700,0.260123153165099,,no,none,-2.66763140432993,1,no,none,neither
AT1G03730,-0.0125015107865972,0.999808032263671,no,none,-0.0652448998928658,1,no,none,neither
AT1G03740,-0.0357390705370565,0.999808032263671,no,none,0.0534255363145414,1,no,none,neither
AT1G03750,0.103769198550578,0.999808032263671,no,none,0.0463581728707035,1,no,none,neither
AT1G03760,-0.210184016029609,0.999808032263671,no,none,0.181531202860994,1,no,none,neither
AT1G03770,-0.263192536662575,0.999808032263671,no,none,-0.0888338294228765,1,no,none,neither
AT1G03780,-0.772336793621077,0.675098753643717,no,none,-0.575636297787008,1,no,none,neither
AT1G03790,0.102324664400625,0.999808032263671,no,none,0.264477549952702,1,no,none,neither
AT1G03800,0.632015858662571,,no,none,0.259379343005253,1,no,none,neither
AT1G03820,-0.30894456835535,0.999808032263671,no,none,-0.442798947808511,1,no,none,neither
AT1G03830,-0.0887119257941939,0.999808032263671,no,none,0.0612144729254842,1,no,none,neither
AT1G03840,-0.800542164864034,,no,none,-0.416756172043479,1,no,none,neither
AT1G03850,-0.157873971416992,0.999808032263671,no,none,0.0128384523095422,1,no,none,neither
AT1G03860,0.0508614736344645,0.999808032263671,no,none,0.103246948447099,1,no,none,neither
AT1G03870,0.196518867347348,0.999808032263671,no,none,-0.0620796762520943,1,no,none,neither
AT1G03880,0.637803578692023,,no,none,2.36246311119605,1,no,none,neither
AT1G03900,0.06586304076687,0.999808032263671,no,none,-0.00689237475625467,1,no,none,neither
AT1G03905,0.0486407619994414,0.999808032263671,no,none,-0.0105204172052621,1,no,none,neither
AT1G03910,0.0323303978018139,0.999808032263671,no,none,-0.0284995941103978,1,no,none,neither
AT1G03920,0.0729099759315428,,no,none,0.366135590926231,1,no,none,neither
AT1G03930,0.160396680864174,0.999808032263671,no,none,0.108696322129404,1,no,none,neither
AT1G03940,0.153008266614571,,no,none,1.0141584784194,1,no,none,neither
AT1G03950,0.0796901895307768,0.999808032263671,no,none,-0.0890274522092014,1,no,none,neither
AT1G03960,0.0464991854308917,0.999808032263671,no,none,0.0112126986944367,1,no,none,neither
AT1G03970,0.0512451105952221,0.999808032263671,no,none,0.133733059170123,1,no,none,neither
AT1G03980,-1.06978691464944,,no,none,-1.40018278706626,1,no,none,neither
AT1G03982,2.05679467417979,,no,none,2.13570903421386,1,no,none,neither
AT1G04000,0.181350465085296,0.999808032263671,no,none,0.0588591949736938,1,no,none,neither
AT1G04007,-0.0877566325384602,,no,none,-0.10942982734287,1,no,none,neither
AT1G04010,-0.0641613068940441,0.999808032263671,no,none,-0.0186409334378691,1,no,none,neither
AT1G04020,-0.0238513727949784,0.999808032263671,no,none,-0.184251416717653,1,no,none,neither
AT1G04030,-0.337517145500024,0.999808032263671,no,none,-0.272118728042387,1,no,none,neither
AT1G04040,-0.0504966301183682,0.999808032263671,no,none,-0.263679439281181,1,no,none,neither
AT1G04047,-0.496283146599503,,no,none,-0.0100194109442829,1,no,none,neither
AT1G04050,0.136032182652933,0.999808032263671,no,none,-0.0625602717802917,1,no,none,neither
AT1G04053,-0.457086539284052,,no,none,-0.281024697071725,1,no,none,neither
AT1G04067,-0.458690164468403,,no,none,-0.580061330494962,1,no,none,neither
AT1G04070,-0.295636408492576,,no,none,0.0288416136340271,1,no,none,neither
AT1G04077,-0.117742325860904,,no,none,-0.612493166092796,1,no,none,neither
AT1G04080,0.0639965044355278,0.999808032263671,no,none,0.116448805082021,1,no,none,neither
AT1G04090,0.109599471341999,,no,none,0.213705274663978,1,no,none,neither
AT1G04100,-0.128568915607065,,no,none,0.557992986197709,1,no,none,neither
AT1G04103,0.991137457877441,,no,none,1.41130375288149,1,no,none,neither
AT1G04110,-0.14652041209614,,no,none,-1.4669882349212,1,no,none,neither
AT1G04120,-0.113196514951999,0.999808032263671,no,none,-0.0645588135821181,1,no,none,neither
AT1G04123,0.247051428684646,,no,none,0.078377427582915,1,no,none,neither
AT1G04130,0.163518636971105,0.999808032263671,no,none,0.153984196633275,1,no,none,neither
AT1G04133,0.27164528636985,,no,none,-0.390258795140812,1,no,none,neither
AT1G04140,-0.0196738181466752,0.999808032263671,no,none,-0.0106003950336992,1,no,none,neither
AT1G04160,0.186319629388867,0.999808032263671,no,none,0.0300705947042101,1,no,none,neither
AT1G04163,0.544858030662447,0.999808032263671,no,none,0.615502563978086,1,no,none,neither
AT1G04170,0.0169219409586304,0.999808032263671,no,none,-0.0733852869521675,1,no,none,neither
AT1G04180,0.326676073948708,,no,none,0.0965863831084311,1,no,none,neither
