gene_id,radiation_effect,genotype_interaction,Cs137_100cGy,Cs137_10cGy,GCR80,GCR40
AT4G25580,1.27666863598667,-3.2383487880324,2.11719043209285,1.90458477316321,0.478950447604021,0.210636562400467
AT4G27654,1.60398158069873,1.12542361551582,1.69008807774456,2.09732898224356,0.513009030081732,-0.233415265308918
AT4G27980,1.90346015795382,-1.94148881527433,-0.273741699271211,-1.00711198704924,0.582213095958859,-1.25877582225303
AT4G28085,0.64841774528749,-0.00812984095523516,1.0929256205328,1.03429583751167,-0.00653963377433311,-0.0877343989784469
AT4G28460,2.55990932864167,-0.27509187525787,4.02005371150181,2.89858806129361,-1.14976647630912,0.649138227004392
AT4G28950,1.54791698210321,-2.28273749926784,-0.178965729427492,-0.201898661925833,-0.616181213257034,-0.544366645968673
AT4G29170,1.63850168333187,-2.72683436355513,-0.0139145500228107,-0.183736257937465,0.655384975530073,0.439851244626395
AT4G30280,0.513796465158734,0.0625805727140652,1.72590782518605,1.68990793725145,0.159139368868368,0.479097155636362
AT4G33020,-0.24724120220243,-0.133311390585269,2.12253478494766,4.03185708756272,-0.197532395017625,-0.423435316128323
AT4G34320,1.56154405367487,-1.44213656510182,0.026647860845535,-0.192284806708771,-0.763905215576301,-0.413966533871541
