"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046417","chorismate metabolic process","1/7","15/17269",0.0666666666666667,164.466666666667,12.754235253133,0.00606548929013484,0.0121309785802697,NA,"AT1G23160",1
"GO:0043648","dicarboxylic acid metabolic process","1/7","90/17269",0.0111111111111111,27.4111111111111,5.05863647356235,0.0359222413757966,0.0359222413757966,NA,"AT1G23160",1
