gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,deg_flag,direction,tau_subtissue,tau_broad,predominant_subtissue,predominant_broad_organ,tissue_class
AT1G02400,112.595383091133,1.08802804282964,0.383716884853569,2.83549691394177,0.00457544571213922,0.0340069988646988,yes,up,0.698971237312155,0.622915555371569,seedling_green_parts,Root,tissue_specific
AT1G05575,13.5827794120692,1.14721545329793,0.370620518329446,3.09539109833677,0.00196553536285993,0.0193324023267713,yes,up,0.896649052572263,0.677454564816525,cotyledon,Root,tissue_specific
AT1G14780,33.0069858624925,1.0765009958413,0.228026016081639,4.72095690807438,2.34737671083179e-06,0.00023545400669916,yes,up,0.789389136512539,0.784088880974934,root,Root,tissue_specific
AT1G15010,33.3580080833627,1.56301132115482,0.401780354616219,3.89021340440552,0.00010015610302011,0.0026581802994095,yes,up,0.715441650763529,0.387121223614791,silique_stage_4,Root,tissue_specific
AT1G15040,33.7789851187247,1.83034452168554,0.567945392763336,3.22274737150345,0.00126967480111149,0.0146948007181728,yes,up,0.942751969675493,0.904915403593266,root,Root,tissue_specific
AT1G18980,5.24056215735078,1.32953518342676,0.499561371611673,2.66140510251512,0.00778152724664127,0.0481611615366427,yes,up,0.991841463034044,0.992809059992159,root,Root,tissue_specific
AT1G28480,100.631023969066,1.04663765609307,0.380261929335619,2.75241241720337,0.00591579679429896,0.0403289720836622,yes,up,0.827835930683896,0.602022529970122,sepal,Root,tissue_specific
AT1G30700,363.960684997398,1.78163388004877,0.619561257235677,2.87563797645767,0.00403211876246385,0.0311779351581173,yes,up,0.917941442641589,0.90662265117944,root,Root,tissue_specific
AT1G30720,80.5901267049617,1.12823791560381,0.407498813941902,2.76869005995356,0.00562821480433851,0.0390411718489261,yes,up,0.961745161201933,0.891531964956035,root,Root,tissue_specific
AT1G51800,242.71119564949,1.41739695564202,0.377488082863829,3.75481245630029,0.000173471319900213,0.00380733341122332,yes,up,0.874951520737112,0.705416360573399,seedling_green_parts,Root,tissue_specific
AT1G52200,163.174090680092,1.2909550114061,0.283981922466632,4.54590559917697,5.46995503104313e-06,0.000394816179858907,yes,up,0.904674117048366,0.814753327893174,root,Root,tissue_specific
AT1G62440,17.4684540917322,1.18563532589881,0.309441059036063,3.83153848294138,0.000127344450758368,0.00307078351066877,yes,up,0.866255316137229,0.861033524201481,root,Root,tissue_specific
AT1G65610,30.7668579683979,1.36891832806976,0.504612098501741,2.71281313336374,0.00667147161185936,0.0435623444337944,yes,up,0.849332396892094,0.847013297018596,root,Root,tissue_specific
AT1G68450,9.22496303133292,2.65372152021032,0.663807249614066,3.99772904220793,6.3953097890095e-05,0.00198935759244768,yes,up,0.851737252607314,0.690269833813738,seed_stage_9,Root,tissue_specific
AT1G70170,8.76721992582225,2.84928442796285,0.705079219569943,4.04108410640827,5.32046708756966e-05,0.00175524725408101,yes,up,0.971245526979754,0.805345621330836,mature_pollen,Root,tissue_specific
AT2G15490,18.0213443595159,1.54892331860276,0.569374511775377,2.72039454975431,0.00652040648753531,0.0430609170451775,yes,up,0.971362861102488,0.9543841844908,root,Root,tissue_specific
AT2G18690,327.98253957982,1.09352060066515,0.232199778740014,4.70939553258371,2.48452515932657e-06,0.000241281272859146,yes,up,0.884489675719297,0.615669584480835,senescing_leaf,Root,tissue_specific
AT2G19800,58.4526822662346,1.97350867152005,0.446290331252737,4.42202874075361,9.77784461260785e-06,0.000578643097434813,yes,up,0.94185308138077,0.54674696642577,mature_pollen,Root,tissue_specific
