,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,
AT1G16000,229.6509538,-0.141751264,0.052181697,-2.716493924,0.006597741,0.026222988,yes
AT1G02560,3951.805356,-0.057143316,0.021038642,-2.71611238,0.006605349,0.026248803,yes
AT3G28460,440.1938132,-0.114973892,0.042336506,-2.715715204,0.006613278,0.026275881,yes
AT4G19810,216.575042,0.221062886,0.081418618,2.715139272,0.00662479,0.026317186,yes
AT2G47510,2381.610703,-0.064918114,0.023914382,-2.714605519,0.006635476,0.026355193,yes
AT1G65845,170.7179445,0.321296912,0.118395725,2.713754336,0.006652548,0.02641855,yes
AT4G26900,940.640984,-0.080254953,0.02958104,-2.713053805,0.006666628,0.026470006,yes
AT3G10750,2.276368806,0.729111079,0.268762976,2.712840478,0.006670921,0.026482591,yes
AT3G28560,7.989684445,0.716668185,0.264186381,2.71273706,0.006673003,0.026486396,yes
AT4G21190,264.6618573,-0.104930775,0.038682377,-2.712624813,0.006675264,0.026490908,yes
AT5G03420,532.8957638,-0.096117784,0.035435256,-2.712490206,0.006677975,0.026497208,yes
AT1G12064,5.140428528,-0.583347837,0.215081569,-2.712216757,0.006683487,0.026514616,yes
AT1G14810,2035.833906,-0.107236483,0.039546999,-2.711621275,0.006695504,0.02655782,yes
AT2G47540,102.8114228,-0.249831175,0.092163167,-2.710748576,0.006713151,0.026623335,yes
AT3G54625,69.69572963,-0.377938399,0.139474828,-2.709724789,0.006733906,0.026696663,yes
AT5G63660,59.0332565,-0.308656118,0.113906579,-2.70973038,0.006733792,0.026696663,yes
AT1G06870,345.382516,0.113655059,0.041950825,2.709244926,0.006743654,0.026730813,yes
AT1G47600,394.0154491,-0.376590981,0.139009436,-2.70910373,0.006746524,0.026737696,yes
AT5G42890,555.4291606,0.097906469,0.036142666,2.708888967,0.006750893,0.026750512,yes
AT4G16015,13.94094241,0.338224007,0.124873964,2.708523028,0.006758342,0.02677103,yes
AT5G49560,90.95704999,-0.237786114,0.087790634,-2.70855901,0.006757609,0.02677103,yes
AT2G42365,71.71913133,0.238289113,0.087988236,2.708192856,0.00676507,0.026788676,yes
AT5G16810,263.590047,-0.126596731,0.046745581,-2.708207431,0.006764773,0.026788676,yes
AT2G04280,730.7155573,-0.12632673,0.046655877,-2.70762741,0.006776605,0.026824014,yes
AT5G01810,1104.846042,-0.20041406,0.074017495,-2.707657956,0.006775982,0.026824014,yes
AT5G26040,66.13972619,0.184751936,0.068234875,2.707588118,0.006777408,0.026824014,yes
AT1G04550,289.824578,-0.159550727,0.05893492,-2.707235833,0.006784604,0.02684799,yes
AT5G04060,263.5756512,-0.12181934,0.04501528,-2.70617755,0.006806265,0.026929183,yes
AT5G45730,27.67104034,-0.270529938,0.099972041,-2.706055955,0.006808757,0.026934525,yes
AT3G15536,1.961192952,0.988947157,0.365499581,2.705740878,0.00681522,0.026955568,yes
AT3G10330,302.2487381,0.0838963,0.031011407,2.705336787,0.006823517,0.026983856,yes
AT5G50530,369.6766803,0.136007375,0.050274845,2.705276887,0.006824748,0.026984196,yes
AT5G39380,85.52884668,0.154327761,0.057051301,2.705069983,0.006829,0.026996481,yes
AT4G07390,422.6939257,0.078972568,0.029201575,2.704394156,0.006842907,0.027046921,yes
AT1G66230,60.25408049,-0.314840185,0.116424946,-2.704233037,0.006846226,0.027050722,yes
AT2G32000,258.5317803,-0.102293011,0.037827732,-2.704180378,0.006847311,0.027050722,yes
AT5G49410,49.3430172,0.192223335,0.071082694,2.704221287,0.006846468,0.027050722,yes
AT1G33270,219.8248113,0.121912332,0.045084542,2.704082725,0.006849323,0.027053932,yes
AT5G04970,123.9925332,-0.336795298,0.124553111,-2.704029593,0.006850419,0.027053932,yes
AT1G14120,167.823848,0.282829333,0.104604445,2.703798423,0.006855186,0.027068225,yes
AT3G07273,27.13744159,0.273535654,0.101173579,2.703627342,0.006858716,0.027075196,yes
AT5G37350,393.7306853,0.1007941,0.037281418,2.703601541,0.006859249,0.027075196,yes
AT5G06660,361.3434772,-0.081578403,0.030175206,-2.703491138,0.006861528,0.027079657,yes
AT1G50560,104.5836748,-0.158406902,0.058611751,-2.702647479,0.006878966,0.027141818,yes
AT1G50890,125.1477273,-0.175041167,0.064767267,-2.702617767,0.006879581,0.027141818,yes
AT3G43230,398.7265874,0.155712148,0.057626014,2.702115552,0.006889981,0.027178301,yes
AT1G60970,4.07096997,0.58165081,0.215270078,2.701958464,0.006893237,0.027186596,yes
AT1G52310,384.4316683,0.141980015,0.052548294,2.701895788,0.006894537,0.027187172,yes
AT3G05920,60.7681515,-0.214972777,0.079567613,-2.701762289,0.006897305,0.027193541,yes
AT3G10380,1181.587555,0.076068859,0.028159903,2.701318206,0.006906523,0.027225327,yes
AT1G62770,125.649378,-0.28835965,0.106751557,-2.701221955,0.006908522,0.027228655,yes
AT2G27285,265.51408,0.104080387,0.038534958,2.700934267,0.0069145,0.027247662,yes
AT2G44830,319.4497282,-0.144958697,0.053677674,-2.700539825,0.006922705,0.027275434,yes
AT5G40700,70.42211395,-0.25330604,0.093819051,-2.69994246,0.006935147,0.027319889,yes
AT3G14290,674.4892098,0.126771228,0.046954703,2.699862223,0.00693682,0.027321913,yes
AT1G22590,288.0014744,-0.153375682,0.056821184,-2.699269391,0.00694919,0.027366063,yes
AT1G48490,475.253794,0.135001012,0.050023719,2.698739991,0.006960253,0.027403877,yes
AT3G16770,558.0454474,0.375579468,0.13917906,2.698534312,0.006964556,0.027403877,yes
AT3G43610,549.3435397,-0.086086462,0.03190122,-2.698531974,0.006964605,0.027403877,yes
AT4G15396,22.80961431,0.442537821,0.163991587,2.698539782,0.006964441,0.027403877,yes
AT5G07030,1521.70623,-0.281517091,0.104322222,-2.69853428,0.006964556,0.027403877,yes
AT2G17820,501.5659341,0.158787945,0.058847234,2.698307715,0.006969299,0.027415181,yes
AT2G28605,357.6122706,-0.109437706,0.040558267,-2.698283596,0.006969804,0.027415181,yes
AT3G14880,3.037343314,-0.667140418,0.247286474,-2.697844352,0.006979006,0.027446799,yes
AT3G16470,1292.7282,0.227431243,0.0843365,2.696711895,0.007002783,0.027535713,yes
AT1G15690,14377.56973,-0.144505472,0.053588618,-2.696570213,0.007005763,0.027542836,yes
AT2G15630,38.89163552,0.233847119,0.086734704,2.696119423,0.007015251,0.027566347,yes
AT4G12700,221.6396399,-0.107929714,0.040031222,-2.696138395,0.007014852,0.027566347,yes
AT5G06370,281.4296813,0.168327885,0.062432481,2.696158844,0.007014421,0.027566347,yes
AT1G21580,1002.792544,0.121293496,0.044993586,2.695795262,0.007022081,0.027588587,yes
AT1G77370,216.4579724,0.110185116,0.040877904,2.695468811,0.007028966,0.027611033,yes
AT1G48100,53.82609775,-0.476186191,0.176689908,-2.695038992,0.007038039,0.02764207,yes
AT3G47620,668.0825216,-0.229224502,0.085067335,-2.694624227,0.007046805,0.027671888,yes
AT2G42600,5934.834339,-0.18384984,0.068265155,-2.693172518,0.007077564,0.027788043,yes
AT3G16260,633.7887417,-0.105045732,0.039007784,-2.692942778,0.007082442,0.027802567,yes
AT3G54090,888.5444709,-0.176640863,0.06561486,-2.692086244,0.007100658,0.027869433,yes
AT1G03870,2644.166027,-0.337603615,0.125431473,-2.691538317,0.007112333,0.027910608,yes
AT5G59500,552.2759878,-0.135936796,0.050506736,-2.691458738,0.00711403,0.027912621,yes
AT2G29500,65.70585667,0.227744855,0.084621685,2.691329722,0.007116782,0.027918772,yes
AT4G14300,809.9194049,-0.076307465,0.028358456,-2.690818726,0.007127691,0.027956916,yes
AT2G27660,168.6749089,0.226673669,0.084242681,2.69072241,0.007129749,0.027960336,yes
AT1G22260,17.97294986,0.312400192,0.116145642,2.689728051,0.007151027,0.028039114,yes
AT5G60870,89.79823098,-0.15331677,0.057008258,-2.689378276,0.007158525,0.028063846,yes
AT1G13609,153.2470851,0.918202145,0.341560736,2.68825438,0.007182666,0.028153804,yes
AT1G10020,349.8842703,-0.339473604,0.126307008,-2.687686216,0.007194897,0.028197059,yes
AT2G36970,196.3635809,0.38344658,0.142692284,2.687227153,0.007204794,0.028226459,yes
AT3G07170,500.6747451,-0.081273902,0.030243939,-2.687278958,0.007203676,0.028226459,yes
AT2G19170,262.3603997,-0.150493819,0.056006558,-2.687074975,0.007208077,0.02823463,yes
AT1G23440,513.6108601,0.152843275,0.056882293,2.687009731,0.007209485,0.028235454,yes
AT4G30020,901.6554196,0.233514005,0.086911257,2.686809664,0.007213805,0.028247677,yes
AT4G20400,625.3052432,0.091398534,0.034021344,2.686505664,0.007220372,0.028264336,yes
AT5G04810,1167.509611,-0.163592943,0.060894411,-2.686501756,0.007220457,0.028264336,yes
AT4G23270,497.8896099,0.27159117,0.101103197,2.686276774,0.007225321,0.02827868,yes
AT1G52450,38.49381512,0.322396419,0.120024001,2.686099583,0.007229154,0.028288985,yes
AT1G29500,48.05354755,-0.536019067,0.199561001,-2.685991067,0.007231502,0.028293477,yes
AT5G27450,402.3477897,-0.108635338,0.040449958,-2.685672423,0.007238402,0.028315772,yes
AT1G25490,1536.722907,-0.070974222,0.026427563,-2.685613565,0.007239677,0.028316061,yes
AT5G15260,133.0346765,0.199653679,0.074343632,2.685551871,0.007241013,0.028316591,yes
AT1G24625,177.7522546,-0.247890803,0.092308429,-2.685462254,0.007242956,0.028319488,yes
AT4G38600,2309.658626,0.100758944,0.03752127,2.685382024,0.007244695,0.02832159,yes
AT4G20010,406.1984022,0.101572799,0.037830957,2.684912224,0.007254886,0.028356727,yes
AT1G74840,775.594285,-0.280492978,0.104479099,-2.6846803,0.007259921,0.028362301,yes
AT5G27200,5.141536838,-0.510202669,0.190042156,-2.684681547,0.007259894,0.028362301,yes
AT5G45680,1229.843314,-0.137149266,0.05108446,-2.68475511,0.007258297,0.028362301,yes
AT1G66410,1662.500788,0.08416558,0.03135304,2.684447235,0.007264985,0.028377381,yes
AT3G57400,603.2162568,0.233203977,0.086923386,2.682868062,0.007299378,0.028506998,yes
AT5G49120,7.030044856,-0.466478373,0.173925186,-2.682063392,0.007316959,0.028570926,yes
AT1G61800,58.55391232,0.762346662,0.28425101,2.681948824,0.007319466,0.028575979,yes
AT2G12550,113.2935104,0.260087222,0.096989851,2.681592145,0.007327273,0.028592255,yes
AT5G02200,10.6548332,0.489082546,0.182379552,2.681674241,0.007325475,0.028592255,yes
AT5G14220,458.5317123,0.098682919,0.036800003,2.681600844,0.007327083,0.028592255,yes
AT2G27402,1121.890321,0.245670819,0.091622097,2.681348996,0.0073326,0.028603571,yes
AT5G28640,322.3376649,-0.163108218,0.060830238,-2.681367402,0.007332197,0.028603571,yes
AT1G30610,435.5153601,-0.131784958,0.049155497,-2.68098111,0.007340666,0.028627385,yes
AT5G38640,383.9342354,0.132096017,0.049271913,2.680959797,0.007341134,0.028627385,yes
AT2G20260,3916.839387,-0.112459717,0.041951161,-2.680729525,0.007346187,0.028642352,yes
AT4G24040,50.64766854,0.254273369,0.09485603,2.680624185,0.007348499,0.02864663,yes
AT1G11300,50.96149574,0.219974838,0.082074197,2.680194829,0.007357932,0.02867866,yes
AT1G13160,710.4722652,-0.19493631,0.072734178,-2.680119805,0.007359581,0.028680346,yes
AT2G14610,6.436946813,1.297118018,0.484006864,2.679957899,0.007363142,0.028689479,yes
AT3G05570,99.34775388,-0.128614758,0.047995263,-2.679738556,0.007367968,0.028703539,yes
AT1G44608,33.94908534,-0.304929222,0.11380809,-2.679328171,0.007377005,0.02872925,yes
AT2G43080,219.7446472,0.14029694,0.052362664,2.679331586,0.00737693,0.02872925,yes
AT5G46160,346.9341364,-0.092432701,0.03450993,-2.678437772,0.007396647,0.028800986,yes
AT5G54020,43.43745925,-0.273438485,0.102098806,-2.678175146,0.00740245,0.028818819,yes
AT2G29670,599.1421194,0.339747189,0.126862184,2.67808088,0.007404534,0.028822171,yes
AT5G59350,206.8532019,-0.292308289,0.109159183,-2.677816756,0.007410375,0.028840146,yes
AT1G10670,3041.246879,0.06130689,0.022896556,2.677559431,0.007416069,0.028857545,yes
AT1G08600,583.5127847,0.139065711,0.05194805,2.677015032,0.00742813,0.028899705,yes
AT1G02770,38.58141327,0.240292346,0.089773403,2.676654091,0.007436136,0.028926079,yes
AT3G57120,115.7468315,0.291778178,0.109017541,2.676433297,0.007441038,0.028940369,yes
AT1G69230,21.23415377,-0.420021828,0.156946011,-2.67621857,0.007445807,0.028954142,yes
AT3G01820,418.4473937,0.24743809,0.092481973,2.675527803,0.007461168,0.029007478,yes
AT5G20650,814.6855266,0.091928031,0.03435931,2.675491174,0.007461984,0.029007478,yes
AT5G01017,9.839360218,-0.998337126,0.373167574,-2.675305132,0.007466126,0.029018796,yes
AT5G60230,48.39549258,0.201042508,0.075155103,2.675034687,0.007472152,0.029037428,yes
AT5G45150,9.414431382,0.519027773,0.194060536,2.674566315,0.007482598,0.0290718,yes
AT5G48220,676.7109882,-0.113513356,0.042442396,-2.674527521,0.007483463,0.0290718,yes
AT4G22340,119.3044177,-0.117202554,0.043824049,-2.674388971,0.007486556,0.029079023,yes
AT1G21840,48.51533427,-0.220952253,0.082631355,-2.673951727,0.007496324,0.029112166,yes
AT1G56340,3750.204281,-0.155968732,0.058342836,-2.673314209,0.007510587,0.029162751,yes
AT1G04500,4.335163315,0.589042805,0.220397539,2.672637855,0.007525745,0.029213707,yes
AT1G55675,76.66988834,0.197637071,0.073948879,2.672617534,0.0075262,0.029213707,yes
AT5G67050,13.20693918,0.308152437,0.115302224,2.672562819,0.007527428,0.029213707,yes
AT3G45290,48.38456365,0.307258141,0.114974199,2.672409503,0.007530868,0.029222249,yes
AT1G61370,72.97113741,0.282324065,0.1056562,2.672101267,0.00753779,0.029232083,yes
AT3G02200,1288.541868,-0.073235846,0.027407848,-2.67207574,0.007538363,0.029232083,yes
AT5G19980,390.9802552,0.166230004,0.062208807,2.672129736,0.00753715,0.029232083,yes
AT5G41370,454.6724978,0.118563883,0.044369424,2.672197948,0.007535618,0.029232083,yes
AT1G21010,111.0945403,0.286584412,0.107267695,2.67167494,0.007547372,0.029254662,yes
AT3G53490,62.95073058,0.15904429,0.059530338,2.671651074,0.007547909,0.029254662,yes
AT5G19430,143.8730539,-0.161289718,0.060369976,-2.671687611,0.007547087,0.029254662,yes
AT1G07610,1574.736441,-0.140296046,0.052513999,-2.671593286,0.007549209,0.02925489,yes
AT2G07180,423.4208206,0.265602711,0.099430871,2.671229857,0.007557388,0.029281772,yes
AT3G11950,134.5193016,0.180838513,0.06770955,2.670797734,0.007567123,0.029314674,yes
AT3G48740,1873.494072,-0.089137556,0.03337817,-2.670534523,0.007573058,0.029332847,yes
AT5G24000,179.1543982,-0.13739842,0.051451614,-2.670439442,0.007575203,0.029336335,yes
AT1G24996,156.3154027,-0.399980421,0.149794522,-2.670193919,0.007580745,0.029352974,yes
AT2G28050,56.39113156,-0.200654774,0.075170501,-2.669328674,0.007600304,0.029421157,yes
AT4G39900,474.0433855,0.204946075,0.076778829,2.66930451,0.007600851,0.029421157,yes
AT2G29290,415.288565,-0.383758679,0.143808252,-2.668544214,0.007618075,0.029482989,yes
AT5G09595,298.9588438,-0.307536291,0.115254152,-2.668331549,0.007622899,0.029496816,yes
AT1G75080,374.2940218,0.168096659,0.063001163,2.668151681,0.007626982,0.029507769,yes
AT1G11720,927.3184896,-0.144511344,0.054163664,-2.668049624,0.007629299,0.029511891,yes
AT5G16890,133.7352285,-0.11356925,0.04257842,-2.667295987,0.00764643,0.029573304,yes
AT5G26280,4353.153326,-0.218232015,0.081848819,-2.666281777,0.007669538,0.029657812,yes
AT1G05210,106.1666249,-0.140546007,0.052715146,-2.6661409,0.007672753,0.029665377,yes
AT3G20850,4.184759936,-0.539775025,0.202493309,-2.665643758,0.007684107,0.029704404,yes
AT4G12340,432.3346917,0.084939199,0.031878354,2.664478779,0.007710773,0.029800467,yes
AT4G21620,391.1752534,0.164521381,0.061746898,2.664447699,0.007711486,0.029800467,yes
AT1G50300,197.7963194,-0.109904255,0.041249892,-2.664352567,0.007713667,0.029804011,yes
AT1G08160,159.2811931,0.186055664,0.069836369,2.664165782,0.007717952,0.029815679,yes
AT3G53440,86.20722762,-0.143255963,0.053777395,-2.663869526,0.007724752,0.029837059,yes
AT4G17570,305.8667252,0.174324853,0.065445441,2.663666861,0.007729407,0.029850148,yes
AT5G42040,9.116836091,0.499779479,0.187646183,2.663414049,0.007735217,0.029867694,yes
AT1G72840,89.37061537,0.224663846,0.08437468,2.662692713,0.007751817,0.029921987,yes
AT5G16800,198.8635782,0.22598228,0.084869412,2.662705862,0.007751514,0.029921987,yes
AT1G07728,27.68537822,0.593666989,0.222966506,2.662583719,0.007754328,0.029926779,yes
AT3G06270,196.9108441,0.118818406,0.044629078,2.662354032,0.007759622,0.029942308,yes
AT4G02850,233.0481673,-0.36716888,0.137958069,-2.661452737,0.007780426,0.030017674,yes
AT3G61980,85.53546205,0.203266718,0.076394372,2.66075513,0.007796564,0.030074415,yes
AT4G17560,2725.632599,-0.118735078,0.044626095,-2.660664751,0.007798656,0.030074415,yes
AT5G59840,297.2258796,0.093673689,0.035207048,2.660651611,0.007798961,0.030074415,yes
AT1G28395,249.1062126,-0.179015164,0.067288392,-2.660416727,0.007804402,0.030090477,yes
AT2G03280,83.72281562,-0.154928388,0.058261763,-2.659177838,0.00783316,0.030196417,yes
AT1G63870,1.795922796,0.796501606,0.299555887,2.658941587,0.007838655,0.030207719,yes
AT5G40890,1949.759942,-0.208555858,0.078435397,-2.658950759,0.007838442,0.030207719,yes
AT1G15130,877.9381396,0.140562323,0.052869645,2.658658339,0.007845248,0.030227412,yes
AT3G61580,1896.236955,-0.186928323,0.070310498,-2.658611862,0.00784633,0.030227412,yes
AT2G28910,2198.193243,0.122539345,0.04609466,2.658428223,0.007850607,0.030238948,yes
ATCG00620,30.24018257,-0.262035364,0.098591031,-2.65780123,0.007865227,0.03029031,yes
AT4G39210,308.4041177,0.514759702,0.193740498,2.656954579,0.007885007,0.030361526,yes
AT4G23980,354.634812,-0.116329843,0.043792151,-2.656408534,0.007897787,0.030405771,yes
AT2G26020,2.791403771,-0.81195653,0.305686327,-2.656175487,0.007903248,0.030421825,yes
AT1G63460,235.891169,0.116495359,0.043883182,2.654669795,0.007938608,0.030552946,yes
AT3G01295,12.44925507,-0.613950676,0.231284832,-2.654522007,0.007942086,0.030561344,yes
AT3G23890,984.2262736,-0.497652115,0.187481708,-2.654403573,0.007944874,0.030567084,yes
AT2G32100,130.5164276,-0.513306659,0.193397654,-2.654151429,0.007950814,0.030571187,yes
AT3G18710,127.4802018,0.264858461,0.099787906,2.654214044,0.007949338,0.030571187,yes
AT5G44785,585.5510978,0.119647652,0.045079059,2.65417369,0.007950289,0.030571187,yes
AT5G60350,5.077087734,0.519186359,0.195613922,2.654138082,0.007951128,0.030571187,yes
AT4G14340,323.6998015,0.105233465,0.039654396,2.653765413,0.007959914,0.030599977,yes
AT5G02790,1736.150884,0.097850996,0.036874422,2.653627941,0.007963158,0.030607454,yes
AT2G22640,127.5967731,-0.135605688,0.051106433,-2.653397647,0.007968593,0.030623354,yes
AT4G29050,37.55014813,0.367237174,0.138410221,2.653251847,0.007972036,0.030631592,yes
AT4G29730,111.1336225,-0.176059231,0.066359947,-2.653094791,0.007975747,0.030640854,yes
AT2G39090,189.9664656,-0.083091853,0.031321339,-2.652883139,0.00798075,0.030655078,yes
AT5G24410,29.16117959,-0.245051162,0.092377331,-2.652719668,0.007984615,0.03066493,yes
AT5G05600,285.5670788,0.501870013,0.18920062,2.652581226,0.007987891,0.030672511,yes
AT1G12040,284.1653943,-0.349929803,0.131923512,-2.652520368,0.007989331,0.030673045,yes
AT4G00450,861.6299404,0.101976391,0.038446425,2.652428428,0.007991507,0.030676403,yes
AT4G16990,2019.156295,0.199432239,0.075192809,2.652278091,0.007995066,0.03068507,yes
AT4G02380,2569.22746,0.400823238,0.151131855,2.652142647,0.007998274,0.030692385,yes
AT1G04510,982.954521,-0.087635917,0.033049817,-2.651630935,0.008010405,0.030698955,yes
AT1G47395,263.5632824,0.71461397,0.269475154,2.651873319,0.008004657,0.030698955,yes
AT1G54320,853.9625245,0.07841818,0.029570283,2.651925213,0.008003427,0.030698955,yes
AT1G54360,417.744572,0.084567811,0.031888856,2.651954975,0.008002721,0.030698955,yes
AT4G16840,42.97715924,0.230392892,0.086883015,2.651759872,0.008007347,0.030698955,yes
AT5G47440,18.25631854,-0.271478816,0.102378042,-2.651728938,0.00800808,0.030698955,yes
AT5G50960,635.7960104,0.113421322,0.042774001,2.651641634,0.008010151,0.030698955,yes
AT5G67580,269.9213291,0.115300289,0.043482749,2.651632939,0.008010357,0.030698955,yes
AT5G15810,589.1644714,-0.119600658,0.045112182,-2.65118317,0.008021033,0.030734689,yes
AT2G42395,14.84154599,-0.326272857,0.123104533,-2.650372405,0.008040309,0.030803544,yes
AT4G27652,54.56421111,0.377827982,0.142603621,2.649497812,0.008061149,0.030878368,yes
AT3G19515,437.8713857,-0.067955342,0.025651353,-2.649191295,0.008068465,0.030901368,yes
AT3G58830,347.9694833,-0.141525423,0.053448584,-2.647879769,0.008099833,0.031016464,yes
AT4G04221,64.68316975,0.39494353,0.149189731,2.647256796,0.008114771,0.031068619,yes
AT1G73730,282.2583333,0.08935071,0.033755054,2.647032051,0.008120166,0.031078197,yes
AT2G41450,30.09855799,-0.293619773,0.110924602,-2.647021193,0.008120426,0.031078197,yes
AT5G40780,289.4783634,0.334468222,0.12635805,2.646987841,0.008121227,0.031078197,yes
AT5G51620,161.6140938,0.17434637,0.065874439,2.646646761,0.008129422,0.031104507,yes
AT5G49150,19.36489441,-0.638428544,0.241232015,-2.646533231,0.008132151,0.0311099,yes
AT4G11980,172.5264303,-0.120423311,0.045503971,-2.646435215,0.008134509,0.031113868,yes
AT1G74320,192.7247844,-0.115180647,0.043524605,-2.646334123,0.00813694,0.03111812,yes
AT1G15640,11.81699303,-0.439852265,0.166241728,-2.645859561,0.008148364,0.031156753,yes
AT2G32440,244.6310049,-0.124189482,0.046945621,-2.645390105,0.008159679,0.031194957,yes
AT5G60120,716.8523263,-0.114604486,0.043335944,-2.644559604,0.00817973,0.031266543,yes
AT1G66260,1181.689356,0.143855386,0.054412237,2.643805767,0.008197968,0.031331178,yes
AT3G02530,1181.11439,-0.118971317,0.045002885,-2.643637532,0.008202044,0.031341672,yes
AT2G40370,81.91614463,0.27070553,0.102417371,2.643160304,0.008213614,0.031380797,yes
AT5G24640,3.758862783,0.644971687,0.244050329,2.642781473,0.008222809,0.031410836,yes
AT3G07880,691.1667842,-0.139154072,0.052680006,-2.641496912,0.008254056,0.031525091,yes
AT1G69420,1123.082056,0.16698091,0.063226176,2.641009163,0.008265948,0.031565398,yes
AT1G76080,3528.74804,-0.115297027,0.043663984,-2.64055214,0.008277106,0.031587536,yes
AT3G03120,114.8209311,0.146394937,0.055439461,2.640627003,0.008275277,0.031587536,yes
AT3G44720,519.190292,0.228468989,0.086523079,2.64055546,0.008277024,0.031587536,yes
AT5G66470,1061.973602,-0.113219809,0.042876625,-2.640595191,0.008276054,0.031587536,yes
AT1G35350,277.6360054,0.546805045,0.207086085,2.640472169,0.008279059,0.031589877,yes
AT4G10470,139.008232,-0.121737566,0.046106618,-2.6403491,0.008282067,0.031596238,yes
AT1G54780,4538.421423,-0.098152719,0.037183106,-2.639712714,0.008297633,0.031650503,yes
AT3G03340,289.7732113,0.084605923,0.032055069,2.639392925,0.008305466,0.031675253,yes
AT4G31310,291.8942576,-0.112722905,0.042710093,-2.639256842,0.0083088,0.031682846,yes
AT2G32460,10.72305439,0.586251139,0.222144249,2.639056115,0.008313722,0.031696485,yes
AT5G04770,149.2134056,-0.39162923,0.148415487,-2.638735607,0.008321585,0.031721334,yes
AT5G48810,1367.122049,-0.068984657,0.026144458,-2.638595731,0.008325019,0.031729293,yes
AT4G36105,3.492975845,-0.613245267,0.232425725,-2.638456934,0.008328428,0.031737153,yes
AT1G42960,1675.400424,-0.066425428,0.025179757,-2.638048824,0.008338458,0.031770238,yes
AT1G08200,3079.003287,-0.071535423,0.027120708,-2.637668003,0.008347826,0.031786935,yes
AT3G06950,229.1338525,-0.122055859,0.046274124,-2.63766982,0.008347782,0.031786935,yes
AT3G46060,1043.096661,0.081781845,0.031004831,2.637712949,0.00834672,0.031786935,yes
AT5G53200,15.38873846,-0.379592367,0.143913013,-2.637651458,0.008348234,0.031786935,yes
AT2G43970,4372.835577,0.11088948,0.042047222,2.637260538,0.008357861,0.031808298,yes
AT2G47920,40.6960745,-0.420935446,0.159610946,-2.63725927,0.008357892,0.031808298,yes
AT4G36648,881.0015284,0.209133194,0.079298542,2.637289271,0.008357153,0.031808298,yes
AT4G35190,14.73902395,0.460676217,0.174694246,2.637042878,0.008363226,0.031823459,yes
AT4G28520,4.022235732,-1.041812468,0.395086194,-2.636924512,0.008366145,0.031829427,yes
AT1G52050,249.6257255,-0.344616484,0.130709401,-2.636508781,0.008376403,0.031863313,yes
AT2G34050,172.1029285,-0.146818237,0.055691659,-2.636269771,0.008382306,0.031879209,yes
AT3G56110,407.4681305,-0.110690486,0.041988173,-2.636230079,0.008383287,0.031879209,yes
AT5G54630,311.7518963,-0.335164209,0.127153307,-2.635906351,0.008391289,0.031904492,yes
AT3G51060,36.03692012,-0.205792079,0.078077391,-2.635744824,0.008395284,0.031914534,yes
AT2G28840,1778.915216,0.158132343,0.060020501,2.634638835,0.008422685,0.032013537,yes
AT2G44620,930.8173803,-0.067977172,0.025802194,-2.634550102,0.008424887,0.032014519,yes
AT3G54820,131.5130818,-0.257542433,0.09775691,-2.63451896,0.00842566,0.032014519,yes
AT2G20180,240.2420957,-0.298521113,0.113335013,-2.633970781,0.008439275,0.032061085,yes
AT5G08780,106.9764402,0.165112314,0.06269255,2.633683148,0.008446427,0.032083084,yes
AT4G16980,3824.245351,-0.236529385,0.089811761,-2.633612581,0.008448182,0.032084582,yes
AT1G02110,386.8463292,-0.152265546,0.057817617,-2.633549335,0.008449756,0.032085389,yes
AT1G63450,37.71647288,-0.361826078,0.137404151,-2.633298024,0.008456011,0.032103971,yes
AT3G59190,8.913088308,0.38172494,0.144977821,2.63298853,0.008463721,0.032128065,yes
AT3G46790,305.8856543,0.137085768,0.052067878,2.632828021,0.008467721,0.032132903,yes
AT5G03640,29.72802109,-0.373925692,0.142021798,-2.632875356,0.008466541,0.032132903,yes
AT1G33720,64.71361012,0.445652754,0.169275376,2.632708692,0.008470697,0.032135187,yes
AT5G07270,301.4693431,0.099151984,0.037661788,2.632694539,0.00847105,0.032135187,yes
AT1G50440,209.4337694,0.15056498,0.057197419,2.632373681,0.008479055,0.032160173,yes
AT3G12390,1900.34969,-0.10503973,0.039903842,-2.632321207,0.008480365,0.032160173,yes
AT1G80350,359.720302,-0.123703841,0.04700307,-2.631824729,0.008492766,0.032191668,yes
AT2G23560,75.25976692,-0.1779696,0.067620178,-2.631900774,0.008490866,0.032191668,yes
AT3G17170,937.2776045,-0.211115439,0.080216185,-2.631830952,0.008492611,0.032191668,yes
AT3G54100,236.3190718,0.222639401,0.084602694,2.631587618,0.008498695,0.032208961,yes
AT1G78880,644.6447575,0.090683642,0.034461057,2.631481767,0.008501343,0.032212071,yes
AT2G41820,537.0083337,-0.189599325,0.072052891,-2.631390956,0.008503615,0.032212071,yes
AT5G15780,868.6360072,-0.220290931,0.083716139,-2.631403384,0.008503304,0.032212071,yes
AT2G18980,434.4283041,-0.165024331,0.062715479,-2.631317388,0.008505456,0.032213335,yes
AT5G13010,1061.627165,0.138537629,0.052650512,2.631268431,0.008506682,0.032213335,yes
AT5G37630,215.3977648,-0.215153886,0.08178171,-2.630831351,0.008517629,0.03224961,yes
AT5G14700,137.7418999,0.364398112,0.138532,2.630425544,0.008527805,0.032282952,yes
