,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,
AT4G35810,48.45883842,-0.165600734,0.144045465,-1.149642125,0.250291301,0.422100217,no
AT1G16320,534.7015726,0.075681126,0.065833371,1.149586059,0.250314403,0.422108979,no
AT1G53840,849.4369319,0.075035756,0.065274641,1.149539168,0.250333726,0.422111367,no
AT1G55803,2.229390925,-0.29934943,0.260466703,-1.149280989,0.250440135,0.42221736,no
AT1G70460,99.4708691,-0.118711072,0.103297725,-1.149212837,0.250468229,0.42221736,no
AT3G28130,159.4878428,-0.184475362,0.160515305,-1.149269608,0.250444826,0.42221736,no
AT5G41570,21.4963613,0.165552771,0.144053554,1.149244609,0.250455131,0.42221736,no
AT3G53410,116.2576964,0.066470518,0.057879607,1.148427256,0.250792227,0.422733298,no
AT5G43930,213.325642,0.066091299,0.057562888,1.148158157,0.250903279,0.422890248,no
AT5G35970,2705.564212,-0.111359149,0.096996957,-1.14806848,0.250940295,0.422922397,no
AT5G63540,37.50285836,0.110764915,0.096512565,1.14767352,0.251103367,0.423166976,no
AT1G02610,34.72260227,-0.315754541,0.275223154,-1.147267358,0.25127114,0.42339195,no
AT1G32330,226.5894922,-0.049861977,0.043463313,-1.147219906,0.251290746,0.42339195,no
AT2G35790,470.0265028,-0.057130765,0.049797853,-1.14725358,0.251276833,0.42339195,no
AT2G02970,368.7173354,0.050653754,0.044172225,1.146733135,0.251491931,0.423700636,no
ATCG00780,5654.639204,-0.067935801,0.059252155,-1.146554101,0.251565956,0.42379506,no
AT1G67270,6.455050321,0.218401559,0.190534933,1.146254684,0.251689787,0.42390413,no
AT2G08610,7.138179533,0.180369414,0.15734424,1.146336298,0.25165603,0.42390413,no
AT2G22850,16.40679657,-0.260137813,0.226952058,-1.146223636,0.251702631,0.42390413,no
AT5G36001,4.46884051,0.509734036,0.444685632,1.146279529,0.251679511,0.42390413,no
AT3G57490,467.457739,-0.113472936,0.099002136,-1.146166543,0.251726248,0.42391362,no
AT1G67480,1225.319025,-0.060017731,0.052368611,-1.14606306,0.251769061,0.42395543,no
AT2G19900,19.54818321,-0.229533611,0.200310849,-1.145887066,0.251841884,0.424017479,no
AT3G19508,93.73179286,0.069269071,0.060448615,1.145916585,0.251829668,0.424017479,no
AT2G20810,379.831214,0.032277771,0.028171043,1.14577835,0.251886875,0.424062942,no
AT1G15280,643.8266509,0.035420585,0.03091838,1.145615821,0.251954148,0.424145907,no
AT5G24400,737.320328,0.029526129,0.02577428,1.145565599,0.251974938,0.424150615,no
AT1G62400,53.38712988,0.087561766,0.076455752,1.145260684,0.252101187,0.42433283,no
AT1G19840,38.80732506,0.116518544,0.101747956,1.145168394,0.252139408,0.424366862,no
AT2G08425,3.237745773,-0.450720204,0.393613474,-1.14508327,0.252174665,0.424381976,no
AT5G23160,6.975879988,0.202320439,0.176689849,1.145059781,0.252184394,0.424381976,no
AT2G21610,13.17691946,-0.176064719,0.153776106,-1.14494198,0.252233193,0.424433796,no
AT4G10090,84.38558184,-0.065492081,0.057211509,-1.144736115,0.252318486,0.424547015,no
AT3G02525,2.793716765,0.280523922,0.245078488,1.144628908,0.252362912,0.424591459,no
AT1G14680,21.60053793,0.116445817,0.101755572,1.144367961,0.25247107,0.424657218,no
AT1G50670,422.7457111,-0.035631133,0.03113742,-1.144318729,0.252491479,0.424657218,no
AT1G61930,43.29497551,0.210302451,0.183752773,1.144485863,0.252422197,0.424657218,no
AT3G23170,115.5681618,-0.19284778,0.168526491,-1.144317303,0.25249207,0.424657218,no
AT5G39990,425.0468504,-0.04867962,0.042538919,-1.144354886,0.25247649,0.424657218,no
AT5G37540,132.5778587,0.149454766,0.130660011,1.143844737,0.252688033,0.424956481,no
AT1G27090,1473.904031,-0.046152422,0.040358609,-1.143558302,0.252806863,0.425125994,no
AT2G02148,90.7221346,-0.073102104,0.063952397,-1.143070594,0.253009282,0.425405693,no
AT3G05345,109.4079903,-0.085929603,0.075172492,-1.143099024,0.252997479,0.425405693,no
AT1G53680,34.78676595,-0.151181107,0.132292577,-1.14277846,0.253130584,0.425579293,no
AT3G10600,7.503839904,-0.208017227,0.182095941,-1.142349607,0.253308729,0.425848428,no
AT1G18870,122.1075727,-0.192339008,0.168407201,-1.142106794,0.253409632,0.425926934,no
AT2G29390,317.0411832,-0.041749255,0.036553495,-1.142141266,0.253395305,0.425926934,no
AT5G52550,313.5826894,-0.060381565,0.052867751,-1.142124728,0.253402178,0.425926934,no
AT1G01170,364.9029714,0.053873652,0.047175306,1.141988391,0.253458845,0.42594891,no
AT2G01320,759.8618121,0.040493892,0.035458637,1.142003619,0.253452515,0.42594891,no
AT5G25190,46.18708214,0.236235315,0.206885718,1.141863817,0.253510631,0.426005567,no
AT3G21000,2.496580543,0.292039988,0.255792283,1.141707581,0.253575589,0.426084351,no
AT1G13950,100.3052305,0.060521913,0.053021594,1.141457816,0.253679457,0.426183538,no
AT2G21140,651.6073622,-0.073000479,0.063950695,-1.141511896,0.253656964,0.426183538,no
AT3G50620,108.8324303,0.082038531,0.071874194,1.141418448,0.253695831,0.426183538,no
AT4G40080,46.89008066,0.196350065,0.172026883,1.141391752,0.253706935,0.426183538,no
AT3G25800,894.3950418,0.032640459,0.028599157,1.141308451,0.253741587,0.426211374,no
AT1G01725,33.81824171,0.100398214,0.087981484,1.141128891,0.25381629,0.426212991,no
AT1G62720,12.42479179,0.156202957,0.136894604,1.141045395,0.253851033,0.426212991,no
AT1G73410,24.36286575,0.154923726,0.135769863,1.141075956,0.253838316,0.426212991,no
AT2G42070,469.1711433,0.036479158,0.031967429,1.14113517,0.253813678,0.426212991,no
AT4G01350,85.93245829,-0.106418655,0.093256961,-1.141133633,0.253814317,0.426212991,no
AT5G01881,33.48981566,-0.112651766,0.098726743,-1.141046103,0.253850738,0.426212991,no
AT1G15880,217.810674,0.089058236,0.07805349,1.140989793,0.253874171,0.426221482,no
AT4G22360,266.0606774,-0.096237636,0.084358531,-1.140816874,0.253946137,0.426311942,no
AT1G02705,23.79860421,0.158289852,0.138778712,1.140591741,0.254039856,0.426438904,no
AT2G41260,4.824441008,-0.403340323,0.353687642,-1.140385683,0.254125655,0.426533754,no
AT4G33905,13.11961248,0.209195681,0.183445585,1.140369128,0.254132549,0.426533754,no
AT1G32950,11.94486063,0.179404902,0.157337445,1.140255596,0.254179831,0.42658274,no
AT3G22121,1866.645756,0.330400095,0.289780477,1.140173755,0.254213919,0.426589015,no
AT4G16355,2.508328587,-0.292603792,0.256634037,-1.140159724,0.254219764,0.426589015,no
AT2G31480,4.039793142,-0.238864927,0.209611945,-1.139557803,0.254470574,0.426953434,no
AT4G18160,129.0270917,0.053431537,0.046888212,1.139551604,0.254473158,0.426953434,no
AT5G51290,208.1793104,0.069026471,0.060578148,1.139461565,0.25451069,0.426986015,no
AT2G28580,8.576668196,0.208053791,0.182623097,1.139252344,0.254597919,0.427093164,no
AT3G54780,51.12041926,-0.108124149,0.094910561,-1.139221469,0.254610793,0.427093164,no
AT1G29740,12.94033895,-0.138034905,0.12117756,-1.139112765,0.254656124,0.427138809,no
AT1G30620,175.2521031,0.071753243,0.062997222,1.138990585,0.254707081,0.427193883,no
AT2G42120,147.8814231,0.062701945,0.055072861,1.138527113,0.254900444,0.427457364,no
AT5G40690,195.9762053,0.122275971,0.107394875,1.138564304,0.254884924,0.427457364,no
AT4G28480,518.9027152,0.039285371,0.034508267,1.13843361,0.254939466,0.427492391,no
AT2G33730,1122.513304,0.042640788,0.037460386,1.138290148,0.254999346,0.427562387,no
AT2G44570,12.82993605,-0.154850921,0.136082343,-1.137920746,0.255153578,0.427790561,no
AT4G02485,40.06304865,-0.08732261,0.076747081,-1.13779714,0.255205199,0.42784668,no
AT1G62800,197.2072044,-0.095894591,0.084287042,-1.137714513,0.255239711,0.427874108,no
AT1G07877,3.896657075,-0.227834174,0.200278419,-1.137587237,0.255292878,0.427911885,no
AT1G10560,38.81530204,-0.143726161,0.12635414,-1.13748676,0.255334856,0.427911885,no
AT3G09730,43.87498474,-0.086721179,0.076236267,-1.137531816,0.255316032,0.427911885,no
AT5G28770,393.021724,-0.295322244,0.259625878,-1.137491555,0.255332853,0.427911885,no
AT2G36250,1295.096611,-0.03481459,0.030610885,-1.137327109,0.255401566,0.427931878,no
AT3G05080,15.58886802,0.137054153,0.120514608,1.137240995,0.255437554,0.427931878,no
AT4G38770,15696.63967,-0.088680955,0.077969937,-1.137373686,0.255382103,0.427931878,no
AT5G06800,97.7097951,-0.143432829,0.12611961,-1.137276186,0.255422847,0.427931878,no
AT5G27380,1424.452855,0.061550139,0.054117007,1.137352972,0.255390759,0.427931878,no
AT3G18820,1128.167189,0.050510825,0.044417954,1.137171338,0.255466666,0.427950236,no
AT1G10700,313.3342295,0.05122258,0.045048923,1.1370434,0.255520143,0.427951827,no
AT1G19170,207.5860044,-0.039741375,0.034951464,-1.137044647,0.255519622,0.427951827,no
AT3G02060,628.1947871,-0.063461373,0.055812849,-1.137038769,0.255522079,0.427951827,no
AT1G70790,58.71583914,-0.101681182,0.089439858,-1.136866536,0.255594083,0.428011602,no
AT1G78820,769.2915277,-0.073257944,0.064436625,-1.136899156,0.255580445,0.428011602,no
AT2G03640,805.2541696,-0.06415798,0.056436331,-1.136820527,0.25561332,0.428013411,no
AT5G47560,1327.97587,-0.101069914,0.088917781,-1.136667072,0.25567749,0.428090451,no
AT4G21585,50.95852459,-0.074853495,0.065876468,-1.136270612,0.255843326,0.428337694,no
AT3G27890,738.1999082,0.037487467,0.033000653,1.135961385,0.255972725,0.428523902,no
AT2G45100,113.4917811,0.054181482,0.0477063,1.135730128,0.256069527,0.428655515,no
AT3G16690,79.43177633,-0.150841584,0.132833373,-1.135569929,0.2561366,0.428706907,no
AT3G58200,24.13896451,0.108706848,0.095727809,1.135582738,0.256131237,0.428706907,no
AT5G54750,394.2483399,0.035830284,0.031557257,1.135405533,0.256205443,0.428791686,no
AT2G16640,1335.191194,-0.04163948,0.036680069,-1.135207256,0.25628849,0.428863759,no
AT4G22745,140.3194559,-0.047858566,0.042159733,-1.135172413,0.256303086,0.428863759,no
AT5G08230,226.0030594,0.062660118,0.055196706,1.135214815,0.256285324,0.428863759,no
AT1G34320,578.7654123,0.039034658,0.034390434,1.135044085,0.256356848,0.42889283,no
AT2G46192,18.84259487,0.196454866,0.173076552,1.135074998,0.256343896,0.42889283,no
AT1G26160,346.2296181,0.041035756,0.036158727,1.134878355,0.25642629,0.428978564,no
AT2G40300,520.2571847,-0.147794064,0.130244314,-1.13474485,0.25648224,0.429041714,no
AT3G26240,209.0616589,-0.093370804,0.082288383,-1.134677836,0.256510327,0.429058252,no
AT2G43440,9.996282109,0.238993617,0.210653169,1.134536062,0.256569756,0.429073365,no
AT4G14920,441.4925825,0.035299244,0.031113649,1.134526013,0.256573968,0.429073365,no
AT5G17550,270.9143133,0.056197756,0.049533723,1.134535259,0.256570092,0.429073365,no
AT1G15460,44.15841834,-0.136408214,0.120255169,-1.134323087,0.256659048,0.429134708,no
AT2G24640,250.7452444,-0.042818497,0.037748554,-1.134308266,0.256665263,0.429134708,no
AT3G49580,49.42073323,0.337724777,0.297720255,1.1343695,0.256639587,0.429134708,no
AT1G06083,4.625279781,-0.250139893,0.220547524,-1.134176838,0.256720378,0.429196416,no
AT1G64380,66.4024483,-0.134891861,0.118953781,-1.133985482,0.256800638,0.429300152,no
AT3G09440,6119.022865,0.192333427,0.169644046,1.133746987,0.256900694,0.429436963,no
AT2G43770,507.3284226,-0.034428653,0.03037043,-1.133624177,0.256952227,0.429449515,no
AT3G60940,3.803864503,0.242630045,0.21403519,1.133598848,0.256962856,0.429449515,no
AT4G39955,146.0012325,0.073943363,0.065227275,1.13362643,0.256951282,0.429449515,no
AT1G31780,654.0341935,0.045394315,0.040050021,1.133440494,0.257029317,0.429490406,no
AT4G17085,57.32007885,-0.07793495,0.068761462,-1.13341032,0.257041982,0.429490406,no
AT5G66460,162.6582909,-0.106425319,0.093891454,-1.133493141,0.25700722,0.429490406,no
AT5G06310,36.81893412,-0.124329583,0.109706718,-1.133290516,0.257092273,0.42954399,no
AT1G21710,191.530074,-0.053044959,0.046809646,-1.133205742,0.257127864,0.429573007,no
AT1G08070,33.03760227,0.095976138,0.08469768,1.13316135,0.257146502,0.429573701,no
AT2G44700,16.46029257,-0.124300647,0.109707364,-1.133020079,0.257205822,0.429642349,no
AT1G09780,4092.495625,-0.05921327,0.052266854,-1.132902892,0.257255036,0.429694109,no
AT1G30820,1073.902227,-0.257736569,0.227533306,-1.132742164,0.257322546,0.429764974,no
AT4G00770,26.33512713,0.191451654,0.169033087,1.132628281,0.257370387,0.429764974,no
AT5G37680,108.5197097,-0.090385177,0.079795848,-1.132705272,0.257338043,0.429764974,no
AT5G43725,13.57135394,-0.148411989,0.131028974,-1.132665429,0.257354781,0.429764974,no
AT1G75030,27.65073642,-0.163997203,0.144808821,-1.132508384,0.257420762,0.429816826,no
AT4G30060,232.5781276,0.06186597,0.054629352,1.132467582,0.257437906,0.429816826,no
AT1G67340,218.0418568,-0.062279826,0.055000228,-1.132355768,0.257484893,0.429864829,no
AT5G65450,147.9251079,0.088880785,0.078496736,1.132286373,0.257514057,0.429883073,no
AT3G55710,24.31364292,-0.232365031,0.20526078,-1.13204788,0.257614305,0.43001997,no
AT5G03700,196.6545942,-0.065501455,0.05787859,-1.13170439,0.257758735,0.430209425,no
AT5G50300,46.43244956,-0.110912119,0.098005643,-1.131691151,0.257764303,0.430209425,no
AT4G00910,93.23942039,-0.15602928,0.13788301,-1.13160628,0.257799999,0.430238539,no
AT4G30690,358.0837671,-0.098406346,0.086972067,-1.131470707,0.257857026,0.430303247,no
AT2G42490,1593.994753,-0.039013779,0.034485129,-1.131321819,0.257919664,0.430377309,no
AT1G73990,897.6688992,-0.038375601,0.033923093,-1.131253013,0.257948615,0.430385741,no
AT4G14880,4964.627448,0.034173269,0.030209135,1.131223026,0.257961233,0.430385741,no
AT2G19400,75.19099894,-0.069503265,0.061461974,-1.13083358,0.258125143,0.430628733,no
AT1G20380,195.2451973,-0.071739903,0.063442804,-1.130780763,0.258147379,0.430635352,no
AT4G15570,228.7671067,-0.049333869,0.043633767,-1.130635111,0.258208703,0.430707172,no
AT1G64010,2.797970073,0.281251673,0.248782006,1.130514529,0.25825948,0.430707998,no
AT5G13910,52.74012011,-0.128985672,0.114095747,-1.130503768,0.258264012,0.430707998,no
ATCG00760,254.4758238,0.069566456,0.061531615,1.13058069,0.258231619,0.430707998,no
AT4G06985,70.84424549,-0.111533291,0.098675513,-1.13030363,0.258348305,0.430818096,no
AT1G49180,70.08231119,-0.111992534,0.099103043,-1.130061508,0.258450308,0.430927225,no
AT5G20225,42.53796806,0.131550314,0.116406956,1.1300898,0.258438387,0.430927225,no
AT4G31405,3.958777075,0.260048703,0.230141276,1.12995247,0.258496253,0.430973348,no
AT1G64600,123.4579662,-0.073040801,0.064649069,-1.129804384,0.25855866,0.43104691,no
AT1G53300,888.0639524,0.045376489,0.040179324,1.129349245,0.258750535,0.431336282,no
AT1G66330,599.8875834,-0.088103994,0.07803818,-1.128985756,0.258903843,0.431561326,no
AT4G00050,539.9679435,-0.130668237,0.115776788,-1.128622055,0.259057303,0.431786594,no
AT1G09367,3.012158657,0.258715815,0.229279387,1.128386717,0.259156635,0.431921618,no
AT1G72770,524.4340752,0.074050874,0.065651632,1.127936526,0.259346727,0.432155052,no
AT2G04621,10.71386493,-0.260501612,0.230944564,-1.127983299,0.259326972,0.432155052,no
AT2G22240,258.7799108,-0.158726665,0.140729737,-1.127882907,0.259369374,0.432155052,no
AT3G21540,445.0621741,-0.105071171,0.093157999,-1.127881357,0.259370028,0.432155052,no
AT4G04670,208.1290184,-0.077013521,0.068305415,-1.127487794,0.259536298,0.432401524,no
AT1G63080,52.25218137,-0.087322822,0.077464147,-1.12726759,0.259629361,0.432464876,no
AT3G04750,134.0621487,-0.054132309,0.04802006,-1.127285315,0.259621869,0.432464876,no
AT4G32770,413.3120544,-0.084980381,0.075384986,-1.127285217,0.25962191,0.432464876,no
AT2G34460,1205.204169,-0.057202804,0.050750099,-1.127146648,0.259680483,0.432519468,no
AT1G34520,2.804579096,-0.276206093,0.245121884,-1.126811235,0.259822299,0.4327251,no
AT5G41190,715.0033778,-0.065876921,0.058474562,-1.126591101,0.259915404,0.43284958,no
AT3G02010,1.173400805,0.418776894,0.371752812,1.126492876,0.259956954,0.432888195,no
AT3G25011,6.340866719,-0.221843707,0.196989878,-1.126168054,0.260094393,0.433086467,no
AT1G09160,423.6244018,-0.066131991,0.0587258,-1.126114766,0.260116945,0.433093427,no
AT2G38880,163.9525754,0.048141367,0.042751788,1.126066765,0.260137261,0.433096662,no
AT5G57685,248.1751208,-0.076669719,0.068091668,-1.12597797,0.260174844,0.433128644,no
AT4G13560,19.56888062,-0.130229472,0.115665623,-1.125913375,0.260202187,0.433143575,no
AT1G09453,5.913879257,-0.25463157,0.226207416,-1.125655274,0.260311462,0.433269118,no
AT1G32415,52.27169453,0.078322013,0.06958413,1.125572923,0.260346335,0.433269118,no
AT1G50480,2196.239412,0.047655803,0.042338668,1.125585782,0.260340889,0.433269118,no
AT3G52105,60.48782418,0.109603303,0.097376547,1.125561612,0.260351124,0.433269118,no
AT3G26920,130.3610653,0.060275832,0.053557462,1.125442267,0.260401669,0.433322642,no
AT5G03180,97.95038617,-0.06214799,0.055230272,-1.125252282,0.260482144,0.433425961,no
AT1G23040,155.8221299,-0.066270056,0.058897075,-1.12518416,0.260511004,0.433443386,no
AT1G69930,4.492812015,0.295055024,0.262272245,1.124995228,0.260591056,0.433484989,no
AT4G08940,95.70348855,0.083072235,0.073840485,1.125022879,0.260579339,0.433484989,no
AT4G27120,323.5171984,0.038784341,0.034475124,1.124994947,0.260591175,0.433484989,no
AT1G79700,115.7864817,-0.292652366,0.260158455,-1.124900462,0.260631216,0.433521003,no
AT3G11030,192.1355567,-0.059717098,0.053098321,-1.124651342,0.260736808,0.433616129,no
AT3G57780,193.3593705,-0.097761003,0.086926956,-1.124633923,0.260744193,0.433616129,no
AT4G02650,3.88275676,-0.239721563,0.213141279,-1.124707349,0.260713066,0.433616129,no
AT5G16850,14.62653012,0.127433741,0.113315537,1.124591956,0.260761984,0.433616129,no
AT4G14790,207.8437631,0.072506319,0.064477383,1.1245233,0.260791092,0.433633943,no
AT1G62540,55.11796581,0.223432879,0.198709454,1.124419972,0.260834903,0.433676201,no
AT1G77210,165.4958939,-0.200942656,0.178719141,-1.124348822,0.260865074,0.433695775,no
AT2G46680,181.0912504,-0.169176886,0.1505064,-1.124051111,0.260991344,0.433875102,no
AT1G08465,159.7981558,0.046013821,0.040939196,1.123955182,0.26103204,0.433912155,no
AT1G06750,8.201307029,-0.18437045,0.16408656,-1.123617013,0.261175536,0.434120075,no
AT1G07725,127.3392315,-0.085905844,0.076463973,-1.123481297,0.26123314,0.434156282,no
AT4G31073,5.090278327,0.21640084,0.192616736,1.123478908,0.261234154,0.434156282,no
AT5G12980,201.6876162,-0.044654692,0.03975174,-1.123339299,0.261293419,0.434224164,no
AT1G08340,96.04283569,-0.096497941,0.08592287,-1.123076325,0.26140508,0.434365345,no
AT4G32030,418.855616,0.08865656,0.078942494,1.123052432,0.261415227,0.434365345,no
AT2G35990,4.062462705,-0.286273396,0.254932969,-1.122935952,0.261464697,0.434402794,no
AT4G04040,879.3071531,-0.054031032,0.048116864,-1.122912586,0.261474621,0.434402794,no
AT5G58800,378.1124949,0.053635504,0.047770033,1.122785572,0.261528575,0.43446181,no
AT1G10095,98.07552759,-0.093713539,0.083492732,-1.122415525,0.261685806,0.434671088,no
AT1G67090,284775.3866,-0.059330842,0.052862628,-1.122358906,0.261709869,0.434671088,no
AT4G21110,458.1682716,-0.036778505,0.032768336,-1.122379374,0.261701171,0.434671088,no
AT3G02410,20.94716857,-0.214673451,0.191295205,-1.122210308,0.261773031,0.434714734,no
AT3G03750,3.760866175,0.25878813,0.230602432,1.122226369,0.261766204,0.434714734,no
AT5G52040,1138.658244,-0.039347164,0.035072689,-1.121874757,0.261915695,0.434921011,no
AT2G21070,108.3143255,-0.067187202,0.059890815,-1.121828156,0.261935512,0.434923281,no
AT4G17486,301.692051,0.076567341,0.068257954,1.121735063,0.261975103,0.434958382,no
AT3G03880,124.1173673,-0.051611143,0.046021006,-1.121469246,0.262088175,0.435115469,no
AT5G24290,144.6607008,-0.069266355,0.061768576,-1.121384999,0.262124019,0.435144331,no
AT2G18915,243.8869172,0.049019106,0.043724492,1.121090339,0.26224941,0.435321833,no
AT3G46500,14.35705286,-0.124822822,0.111350205,-1.1209932,0.262290757,0.435359809,no
AT1G79160,182.4340647,-0.083966138,0.07491493,-1.120819818,0.262364567,0.43545166,no
AT1G11100,54.1528075,0.077392506,0.069055456,1.120729781,0.262402901,0.435462118,no
AT4G22490,749.8224215,0.184059559,0.164239929,1.120674861,0.262426287,0.435462118,no
AT5G36110,13.31139299,0.163466621,0.145859755,1.120710921,0.262410932,0.435462118,no
AT4G19095,3.841706839,0.28896657,0.257919788,1.120373788,0.26255451,0.435644222,no
AT4G03540,34.11910044,0.244724132,0.218449038,1.120280201,0.262594376,0.435649042,no
AT5G09520,103.4904711,0.175807974,0.156927574,1.120312825,0.262580479,0.435649042,no
AT3G23450,481.5071459,0.10502456,0.09375929,1.120150973,0.262649432,0.435709716,no
AT3G22220,310.9533431,-0.041698685,0.037234989,-1.119879054,0.262765305,0.435871265,no
AT1G68568,2.849387181,0.272856053,0.243669901,1.119777419,0.262808624,0.435871368,no
AT2G27505,2.121719819,0.303627022,0.271152094,1.119766468,0.262813292,0.435871368,no
AT3G24570,348.7029137,-0.033342632,0.029780347,-1.11961864,0.262876309,0.435871368,no
AT4G00420,183.6200334,-0.042246809,0.037730871,-1.119688135,0.262846683,0.435871368,no
AT5G05950,142.4299924,-0.057199405,0.05108596,-1.119669774,0.26285451,0.435871368,no
AT5G64550,222.7715035,0.206278399,0.1842349,1.11964888,0.262863417,0.435871368,no
AT5G51690,247.7367527,-0.052065124,0.046508408,-1.119477678,0.262936409,0.435930029,no
AT5G57260,8.53933772,-0.237058312,0.211763404,-1.119448913,0.262948674,0.435930029,no
AT3G14172,612.8536046,0.031519139,0.028159021,1.119326542,0.263000856,0.435985878,no
AT3G51880,671.2166041,0.03944748,0.035246125,1.119200464,0.263054627,0.436012327,no
AT4G37610,436.9519666,0.367901008,0.328729875,1.119159031,0.2630723,0.436012327,no
AT5G53180,480.5752074,-0.032429722,0.028975119,-1.119226546,0.263043503,0.436012327,no
AT2G48070,1075.002754,-0.037898385,0.033867796,-1.119009495,0.263136088,0.436087388,no
AT2G46240,142.9143399,0.064901113,0.058007084,1.118848059,0.263204965,0.436170871,no
AT1G13030,195.5542258,-0.081211718,0.07259586,-1.118682497,0.263275615,0.43625728,no
AT4G20150,1550.511213,-0.036928808,0.033021196,-1.11833649,0.263423308,0.436440655,no
AT5G41210,707.41974,0.043752587,0.039122629,1.118344768,0.263419774,0.436440655,no
AT2G01930,227.827195,-0.093031488,0.083194712,-1.118237995,0.263465361,0.436479651,no
AT5G08540,1227.976745,0.041403908,0.037034586,1.117979504,0.263575747,0.436631841,no
AT5G05990,183.1251217,0.087443998,0.078224176,1.117864095,0.263625042,0.436682813,no
AT2G21240,362.0830336,0.065765007,0.058836415,1.117760271,0.263669394,0.436725592,no
AT4G27310,249.7110193,-0.174874496,0.156457926,-1.117709407,0.263691124,0.436730897,no
AT5G10450,4972.449673,-0.077407311,0.069272187,-1.117437098,0.26380748,0.436892914,no
AT3G10000,19.17828045,-0.161330916,0.144392268,-1.117309937,0.263861828,0.43690256,no
AT4G27657,42.80980703,0.204391315,0.182925563,1.117346928,0.263846018,0.43690256,no
AT5G44610,223.4283208,-0.142461583,0.127505977,-1.117293375,0.263868907,0.43690256,no
AT2G46480,3.136628043,0.251987858,0.225552254,1.117203902,0.263907152,0.436935195,no
AT3G12800,1113.663358,0.041222908,0.036906111,1.116966993,0.264008438,0.43707219,no
AT2G40430,1202.081744,-0.069269896,0.06201879,-1.116917878,0.26402944,0.437076263,no
AT1G06283,7.68569284,0.549781668,0.492291654,1.116780395,0.264088233,0.437142892,no
AT2G36890,87.77972216,-0.075727749,0.067819897,-1.116600757,0.264165068,0.437208674,no
AT5G57530,85.61859494,-0.214930209,0.192485873,-1.116602513,0.264164317,0.437208674,no
AT4G14010,93.26827815,-0.100814992,0.090306642,-1.116362986,0.26426679,0.437346325,no
AT3G56270,99.00670236,-0.095152469,0.085245366,-1.116218663,0.264328548,0.437387116,no
AT5G65900,576.5206647,-0.057595209,0.051597868,-1.116232354,0.264322689,0.437387116,no
AT3G14452,3.39598754,0.249231108,0.223300883,1.116122354,0.264369765,0.437424613,no
AT2G47760,232.2170355,0.046172621,0.04137576,1.115934081,0.264450352,0.437527242,no
AT5G57860,153.6924246,0.053488789,0.047945852,1.115608275,0.264589849,0.437727314,no
AT3G20420,29.07873239,0.103707445,0.092979512,1.115379539,0.264687814,0.437858655,no
AT2G34510,787.9964403,-0.201093162,0.180338127,-1.11508956,0.264812045,0.438033424,no
AT3G05820,14.88548019,-0.132015297,0.11843336,-1.114679988,0.26498758,0.438293027,no
AT1G57560,49.39142577,-0.144175792,0.129353133,-1.114590641,0.265025883,0.438312317,no
AT4G14096,116.2075647,-0.067863367,0.060887704,-1.114566039,0.26503643,0.438312317,no
AT1G09020,733.6871901,-0.034856729,0.03127621,-1.114480561,0.265073079,0.438342174,no
AT4G32600,498.4650223,0.052918103,0.04748963,1.114308599,0.265146819,0.43843336,no
AT2G12646,64.64413968,-0.119117785,0.106925206,-1.114029045,0.265266726,0.438570104,no
AT5G43740,165.8646736,0.087965991,0.078960723,1.114047434,0.265258838,0.438570104,no
AT2G20670,704.500189,-0.394563955,0.354215432,-1.113909558,0.265317989,0.438624093,no
AT4G31240,60.52598625,0.072543971,0.065133082,1.113780721,0.26537327,0.438684719,no
AT3G61240,1101.739342,-0.040778131,0.036624611,-1.113407873,0.265533295,0.438918475,no
AT1G51600,241.1756352,-0.036414897,0.032709057,-1.113297045,0.265580875,0.438966342,no
AT5G43300,3.305787572,-0.265909446,0.238927764,-1.112928199,0.265739268,0.439197347,no
AT3G28720,554.226216,-0.035822923,0.032201842,-1.112449492,0.265944935,0.439506447,no
AT2G42540,106.5247319,0.283174882,0.254682292,1.111875031,0.266191886,0.439852889,no
AT3G59740,2.663748693,-0.286685434,0.257830269,-1.111915353,0.266174547,0.439852889,no
AT1G27640,4.356572685,-0.290812382,0.261646497,-1.111470574,0.266365849,0.440002087,no
AT1G64330,639.8076768,-0.049418259,0.044462946,-1.111448129,0.266375505,0.440002087,no
AT2G24540,105.4577616,-0.184159129,0.165668427,-1.11161271,0.266304705,0.440002087,no
AT2G39780,692.2951714,-0.034051955,0.030635162,-1.111531768,0.266339524,0.440002087,no
AT5G47480,958.8163394,0.038004822,0.034192027,1.111511225,0.266348361,0.440002087,no
AT2G03480,297.4544127,-0.072466424,0.065205973,-1.111346401,0.266419274,0.44001272,no
AT4G16580,292.9120461,0.048545466,0.043681627,1.111347468,0.266418815,0.44001272,no
AT1G05070,198.8392519,0.041113006,0.03699796,1.111223602,0.266472114,0.440069157,no
AT4G13070,89.13358266,-0.065084614,0.058576262,-1.111109049,0.266521413,0.440099251,no
AT5G15700,226.2017441,0.084380671,0.075943739,1.111094498,0.266527676,0.440099251,no
AT1G31840,27.46480012,0.09964917,0.089700091,1.110914921,0.266604972,0.44019605,no
ATCG00130,61.08484695,0.151288223,0.136189131,1.110868558,0.266624931,0.440198172,no
AT2G27880,4.53928098,-0.218429235,0.196641157,-1.110801211,0.266653925,0.440199581,no
AT3G01311,2.462719709,-0.280941644,0.25292289,-1.110779826,0.266663132,0.440199581,no
