"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT2G46610",233.840601855475,-2.424101214838,0.31867857299518,-7.60672797061463,2.81122146173737e-14,1.7883167444571e-11
"AT5G49480",2971.78706205509,-2.63216554330562,0.348142232465122,-7.56060396541898,4.01202059018121e-14,2.4850244376604e-11
"AT1G51130",185.466128405221,-2.40887864067732,0.318942774917986,-7.55269857201418,4.26330918842786e-14,2.57296175302632e-11
"AT2G36780",77.0660831565412,-4.14644697093113,0.55012146617452,-7.53732989146022,4.79691752654012e-14,2.82262619555437e-11
"AT2G30250",462.0670829212,-2.82369170704818,0.378924003490892,-7.45186813459825,9.20276856660423e-14,5.28306253054058e-11
"AT5G27760",726.854997980148,-1.92843943861243,0.261323877021039,-7.37949957193224,1.58885592093562e-13,8.90402424072895e-11
"AT4G29170",182.920223593314,-2.72683436355513,0.370578423725666,-7.35831928945158,1.86240156717831e-13,9.96257856515362e-11
"AT5G22660",17.253187921493,-2.62574454710288,0.356761932963452,-7.35993474778004,1.84000149660445e-13,9.96257856515362e-11
"AT1G29640",83.8367525313362,-2.14014816330132,0.291089335233086,-7.3522039602984,1.94964998313211e-13,1.01975359228845e-10
"AT4G39500",20.5533446057563,-4.41904179684798,0.601444216900676,-7.34738430044254,2.02123119597088e-13,1.03421127520797e-10
"AT5G64060",187.499636496128,-3.52489098776938,0.480086694723276,-7.34219678760551,2.10116145674347e-13,1.05223483419938e-10
"AT5G18270",201.937759601941,-2.22328294497539,0.303083268668096,-7.3355515622675,2.20810206714952e-13,1.08275204905205e-10
"AT5G49110",221.278172408937,-2.88800802024326,0.393957044519799,-7.33076882471667,2.28836107767708e-13,1.09920723847521e-10
"AT1G08270",97.7613555931103,-3.08168885215712,0.425731052359593,-7.23858134161699,4.53402250832074e-13,2.1343457555669e-10
"AT1G08260",1427.06344383238,-2.73186868481527,0.385742297119404,-7.08210819818298,1.41977731546976e-12,6.55241150474739e-10
"AT1G10050",346.38345073845,-1.58708466220024,0.230600177937217,-6.88240866246138,5.88488981058747e-12,2.6637048359961e-09
"AT1G13330",136.750511295782,-2.75683054350807,0.400986288501927,-6.87512421885424,6.19358654596996e-12,2.7505367270282e-09
"AT5G66140",940.559169363248,-1.81374969609456,0.265388144458973,-6.83432826207107,8.23901706938264e-12,3.59114342151961e-09
"AT1G17360",1209.52050015232,-1.71555503263985,0.253492448103253,-6.76767708654209,1.30866427229581e-11,5.60036926855028e-09
"AT5G24460",447.642843304381,-1.19921749843416,0.17944490279906,-6.68292874151475,2.34213480780195e-11,9.84407624486329e-09
"AT5G56780",186.321613746208,-1.54893288584675,0.232046240993805,-6.6751044068329,2.47056216320842e-11,1.02016880062169e-08
"AT3G58270",284.538071351798,-3.40609452030363,0.512041605398977,-6.6519878158136,2.89160646119012e-11,1.17344381512124e-08
"AT1G44830",28.7902505778376,-2.38642695471048,0.362245511604496,-6.58787170099161,4.46175928562548e-11,1.77993946280961e-08
"AT1G49980",348.154651193766,-1.4900561800429,0.226456997644611,-6.57986370719844,4.7087970244558e-11,1.8471825927436e-08
"AT3G45730",530.74285603746,-3.77493536707075,0.578068670730787,-6.53025420370649,6.56581572391017e-11,2.53343614251924e-08
"AT1G23000",209.931870964122,-1.53799617767405,0.235655547800953,-6.52645860462883,6.73429171295768e-11,2.55653264593363e-08
"AT4G11740",496.320576109192,-1.3883025263508,0.213243336963183,-6.51041456263881,7.49436848382254e-11,2.79991985720208e-08
"AT4G17905",36.4693271895322,-1.53146464424554,0.235456360973547,-6.50423984263307,7.80872263771808e-11,2.87177976131204e-08
"AT1G04163",1.11581602724757,17.7067746424973,2.72674831872678,6.49373267084849,8.37352802301418e-11,3.03211890888746e-08
"AT1G05490",107.652910656716,-3.12571127496156,0.481792890101979,-6.48766583977599,8.71763608392637e-11,3.10889394708144e-08
"AT2G47680",528.988011890742,-2.61657615331261,0.404742876578918,-6.46478617592773,1.01442147424068e-10,3.56364749838848e-08
"AT4G37490",458.112790855742,-2.32937717608446,0.361903870751676,-6.43645278301759,1.22297855625164e-10,4.23312445271982e-08
"AT4G37420",17.6235858229326,-5.56036136910517,0.867192537557689,-6.41191099817931,1.43706730433163e-10,4.90206567276138e-08
"AT2G46180",413.336537750495,-1.5203992158291,0.237375753364722,-6.40503166089186,1.50338180050742e-10,5.05501391979188e-08
"AT3G17250",112.686715174765,-1.22652124280551,0.192804892258631,-6.36146328258225,1.99840684162413e-10,6.62485941286015e-08
"AT3G10500",573.200464554389,-1.78603432493593,0.283444223535483,-6.30118441878337,2.95379685898724e-10,9.65604398194203e-08
"AT1G68200",87.7208827956659,-3.35915576338676,0.534458972587874,-6.28515178091516,3.27533531144686e-10,1.05604886610308e-07
"AT2G41630",1021.64239081914,-1.55532549962182,0.249039351428964,-6.24530015315855,4.22987044998247e-10,1.34538460515186e-07
"AT1G76180",6143.61201822353,-1.68429871259647,0.270615854738414,-6.22394690889257,4.84801191147885e-10,1.5214354181397e-07
"AT1G14720",974.495999563014,-1.11761950146042,0.181377294709887,-6.1618489968552,7.19003994421409e-10,2.22673644956535e-07
"AT3G54270",56.1170307528747,-1.2504598552298,0.203181534769925,-6.1543971338034,7.53636203376922e-10,2.3036799115432e-07
"AT1G01220",502.677592379393,-1.05466057833956,0.171907400185406,-6.13505048184127,8.51321563721249e-10,2.56891739042398e-07
"AT1G68240",27.475441015324,-4.10611840615887,0.671075827663283,-6.11871004273326,9.43358781984389e-10,2.81061210779323e-07
"AT1G07500",52.0966085173964,-9.53577835835461,1.56215957672376,-6.10422808299362,1.03298687206797e-09,3.03917650098297e-07
"AT4G22960",244.361795914629,-4.82211136270077,0.790564863302898,-6.09957713343657,1.06349431931207e-09,3.09030441896891e-07
"AT4G38225",708.141509582539,-0.801173669135921,0.132142223045696,-6.06296496812279,1.3363478074748e-09,3.83580711518713e-07
"AT2G18000",59.5952681722054,-2.41886217227309,0.403633129424547,-5.99272457075468,2.06354182991228e-09,5.85175711453559e-07
"AT1G09815",541.985923976382,-1.80049235967814,0.302496401000576,-5.95211167380042,2.6470464697988e-09,7.41708723329217e-07
"AT5G51730",274.146048170545,-1.63826144297252,0.275853247488883,-5.93888764365024,2.8696244017745e-09,7.94615876994899e-07
"AT5G45400",228.201543987812,-1.29730807674495,0.218636616145935,-5.9336267621295,2.96315024361229e-09,8.10972875394216e-07
"AT4G37030",136.496050500999,-3.09130121187229,0.52281584888448,-5.91279169992288,3.36357438927942e-09,9.09982188511147e-07
"AT1G03440",344.941107154278,-1.28737230902611,0.218352384303386,-5.89584727060909,3.727636454038e-09,9.97015672939686e-07
"AT5G14930",273.748429314232,-1.82995598125545,0.310854088831237,-5.88686476068498,3.93590520082256e-09,1.04089214282877e-06
"AT5G20930",279.141981744467,-1.23200434593736,0.209470349512322,-5.88152141248461,4.06512344681955e-09,1.06312011741991e-06
"AT1G64620",112.035467998532,-1.18530041275555,0.20174181747739,-5.87533327287684,4.2199349867129e-09,1.0914792283765e-06
"AT5G67360",3736.26949617573,-1.1661915821252,0.198691129275182,-5.8693691378142,4.37456477778208e-09,1.11917533885497e-06
"AT1G12480",84.6448251360954,-2.37425167618155,0.405652060257503,-5.85292645789696,4.82997737250635e-09,1.22239975716862e-06
