"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT4G02390",165.401571913466,1.72195761372236,0.164610605591398,10.4607938688754,1.30755496995121e-25,2.840793927716e-21
"AT3G07800",236.32774477916,0.807025600387746,0.118639895576803,6.80231212665989,1.0295323426707e-11,1.11838098384318e-07
"AT1G16400",252.406109041691,-0.70350240262119,0.129614377878097,-5.42765713293658,5.70985919790584e-08,0.000413508003112341
"AT3G27060",644.464427213795,0.737392592855007,0.14075941691847,5.23867325538949,1.61735096316804e-07,0.000878464175644719
"AT3G19710",494.939026778664,-1.06414774270922,0.224951811503863,-4.73055867207782,2.23902802073901e-06,0.00972902455571513
"AT2G07751",8.14677313260214,4.69674111311444,1.01718163781853,4.61740650685279,3.885656465622e-06,0.0119323641859034
"AT5G20850",41.5860954137505,1.23345124330839,0.268618669598493,4.59182991693036,4.39376385378014e-06,0.0119323641859034
"AT5G48720",229.94372783277,0.768541868735536,0.165832621871432,4.63444321185115,3.57899463137203e-06,0.0119323641859034
"AT1G23800",358.327751227989,-0.513699126146374,0.118855730233854,-4.32203920783329,1.54593707842945e-05,0.036243466630609
"AT1G60260",56.8029789053922,-0.913081139235636,0.212087042049299,-4.30521888755182,1.6682070620735e-05,0.036243466630609
"AT2G47540",17.5148086129457,-1.84507640858641,0.432246227073573,-4.26857724375779,1.96723705499208e-05,0.0388547202334162
"AT3G22890",1886.75209565642,-0.407545915280655,0.101423315158986,-4.01826655578952,5.86278534390792e-05,0.0979806726013412
"AT3G54600",220.715659176755,-0.766351155742983,0.190693432590442,-4.01876008697634,5.85052045791842e-05,0.0979806726013412
"AT1G21440",314.240255252194,-0.585361070613773,0.146923219456415,-3.98412907625824,6.77280544469592e-05,0.098362042652158
"AT5G23010",1544.69033415781,-0.856290725765016,0.214959984625164,-3.98348896078576,6.79108275698412e-05,0.098362042652158
"AT2G30360",714.328553022138,0.663923342957117,0.169947315166492,3.90664213969307,9.35875997568361e-05,0.119604952489237
"AT3G43190",23.7289449257263,-1.65505701559429,0.422597330037974,-3.9163925040548,8.98838663269731e-05,0.119604952489237
"AT2G31320",185.536550207554,0.511258053941214,0.133053856509531,3.84248955538234,0.000121792598592344,0.147003666500959
"AT3G05330",72.0899205751293,-0.729952727947198,0.195119742980872,-3.74105006902739,0.000183253005528128,0.209544989373901
"AT5G49480",470.990222263728,0.455934135871224,0.122866880480684,3.71079768679326,0.000206607178268188,0.224437377752733
