,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,
AT2G23950,317.8313622,0.124382157,0.135446233,0.918313892,0.358454556,0.794297447,no
AT3G28100,96.65830675,0.149714633,0.163041893,0.918258674,0.358483457,0.794297447,no
AT3G47050,6.617505379,-0.351085242,0.382329069,-0.918280274,0.358472152,0.794297447,no
AT1G27430,674.7000387,-0.104883354,0.114231074,-0.918168326,0.358530748,0.794327569,no
AT1G33770,3.663892416,-0.469454573,0.511566986,-0.917679572,0.358786645,0.794790846,no
AT3G46060,1021.793053,-0.059541762,0.064885742,-0.917640156,0.358807287,0.794790846,no
AT1G07795,4.393222516,0.368007602,0.401080438,0.917540639,0.358859408,0.794831609,no
AT1G04770,260.1352432,0.415634393,0.453192343,0.917125805,0.35907672,0.794926923,no
AT1G10630,971.2777237,-0.078281073,0.085345796,-0.917222372,0.359026126,0.794926923,no
AT1G69980,195.3293074,-0.089526106,0.097655197,-0.916757204,0.359269883,0.794926923,no
AT2G02220,425.897959,-0.190922545,0.208217199,-0.916939363,0.359174416,0.794926923,no
AT2G43710,2540.342294,0.094149136,0.102698753,0.916750528,0.359273382,0.794926923,no
AT2G44090,665.0847806,0.085376042,0.093110228,0.916935157,0.35917662,0.794926923,no
AT3G03790,593.9084687,-0.10824605,0.118009111,-0.917268583,0.359001916,0.794926923,no
AT3G08590,2542.778605,-0.121605659,0.132588817,-0.917163766,0.359056831,0.794926923,no
AT3G61898,17.92215626,0.210643737,0.229762238,0.916790068,0.359252658,0.794926923,no
AT4G39990,478.08795,0.095661319,0.104314631,0.917046038,0.359118516,0.794926923,no
AT5G59560,180.8499151,0.072921508,0.079531845,0.916884392,0.359203223,0.794926923,no
AT1G03160,739.7333403,0.10935862,0.119343738,0.916333123,0.3594922,0.795014295,no
AT3G10750,2.514290081,-0.474510491,0.517813522,-0.916373309,0.35947113,0.795014295,no
AT3G57870,1381.243864,-0.082835072,0.090402759,-0.916289212,0.359515225,0.795014295,no
AT4G03675,6.977217202,-0.34549869,0.376946345,-0.916572597,0.35936665,0.795014295,no
AT5G15310,198.0201913,0.18093977,0.197434694,0.916453772,0.359428943,0.795014295,no
AT5G61530,456.5572023,-0.132189863,0.144252838,-0.916376171,0.359469629,0.795014295,no
AT3G45960,15.47103855,-0.351814085,0.384043417,-0.916078938,0.359625494,0.795108963,no
AT5G49740,490.3267076,0.248627278,0.271398753,0.916095873,0.359616612,0.795108963,no
AT3G12170,56.84163482,0.233886329,0.255367823,0.915880186,0.35972974,0.795264857,no
AT3G26818,2.736605054,0.538270738,0.587990659,0.915440968,0.359960179,0.795666009,no
AT4G24500,149.5224427,0.094028586,0.102717941,0.915405668,0.359978704,0.795666009,no
AT2G42530,259.4406603,0.617077352,0.67434436,0.915077503,0.360150945,0.795897461,no
AT5G01320,7.661337497,-0.276182514,0.301808423,-0.915092134,0.360143264,0.795897461,no
AT2G34350,10.09862754,-0.303806006,0.332036331,-0.914978203,0.360203073,0.795938043,no
AT3G47890,634.1660532,0.102384553,0.111930575,0.914714791,0.360341377,0.796113426,no
AT5G66070,112.8976838,-0.286436867,0.313148978,-0.914698394,0.360349988,0.796113426,no
AT2G21650,31.33709397,-0.39482864,0.431679559,-0.914633625,0.360384,0.796113957,no
AT2G45320,57.44528345,-0.104994656,0.114820301,-0.914425891,0.360493102,0.796205744,no
AT5G03010,4.078200197,0.36273289,0.39666288,0.914461393,0.360474455,0.796205744,no
AT5G43210,35.2995292,0.133034616,0.145497367,0.914343804,0.36053622,0.796226374,no
AT1G56460,310.632035,-0.125478835,0.137250537,-0.91423201,0.360594948,0.796235456,no
AT2G46200,100.0478486,0.13288518,0.145360654,0.914175716,0.360624522,0.796235456,no
AT4G37120,1080.568992,-0.08189876,0.089597004,-0.914079225,0.360675218,0.796235456,no
AT4G40045,216.3581216,0.08803772,0.096313053,0.914078798,0.360675442,0.796235456,no
AT1G05300,63.61156944,-0.209830113,0.229664357,-0.91363813,0.360907024,0.796266176,no
AT1G26160,334.2693794,0.066423269,0.072695979,0.913713112,0.360867612,0.796266176,no
AT1G73790,57.251473,-0.156926204,0.17175406,-0.913668088,0.360891277,0.796266176,no
AT2G13600,63.21753843,0.121500005,0.13294732,0.913895855,0.360771572,0.796266176,no
AT3G50480,414.8725495,-0.448934841,0.491364537,-0.91364925,0.360901179,0.796266176,no
AT4G22340,121.6373519,0.081946317,0.089680872,0.913754678,0.360845766,0.796266176,no
AT4G36791,3.124072139,-0.418030277,0.45756259,-0.913602392,0.360925809,0.796266176,no
AT1G71350,277.8994798,0.072873745,0.07977144,0.913531779,0.360962928,0.796273545,no
AT1G11790,411.0716195,0.097441519,0.10668228,0.913380545,0.361042434,0.796374408,no
AT5G10700,76.58902881,0.148881834,0.163015939,0.913296178,0.361086792,0.796397731,no
AT1G09280,260.6802178,-0.126869474,0.138999019,-0.912736466,0.36138116,0.796421239,no
AT1G77490,1665.867202,-0.08418843,0.092202766,-0.91307922,0.361200878,0.796421239,no
AT2G23610,381.3130033,0.12541253,0.13748851,0.912167353,0.361680627,0.796421239,no
AT2G40640,109.1752283,0.177862339,0.194979951,0.912208348,0.36165905,0.796421239,no
AT2G42200,60.48700559,0.275419367,0.301727638,0.912807883,0.361343592,0.796421239,no
AT2G42960,106.822123,0.120134697,0.131627877,0.912684305,0.361408601,0.796421239,no
AT2G45050,166.5570046,-0.205817083,0.225539325,-0.912555196,0.361476527,0.796421239,no
AT3G09000,336.4938196,0.098521725,0.107946036,0.912694234,0.361403377,0.796421239,no
AT3G11440,46.72073354,0.138739441,0.152058837,0.912406302,0.361554874,0.796421239,no
AT3G16700,39.25418436,0.156371179,0.171373044,0.912460763,0.361526215,0.796421239,no
AT4G02425,75.41878946,0.103635253,0.113531715,0.912830862,0.361331504,0.796421239,no
AT4G22850,123.1476087,-0.085800699,0.094042292,-0.912362913,0.361577706,0.796421239,no
AT4G24015,45.21785874,0.206412299,0.226098323,0.912931577,0.361278529,0.796421239,no
AT4G29760,2.608185982,0.429139334,0.470485644,0.912119933,0.361705586,0.796421239,no
AT4G35290,84.30728136,0.27438892,0.300764158,0.912305912,0.361607703,0.796421239,no
AT5G46085,2.993158636,0.399963362,0.438002884,0.913152349,0.361162422,0.796421239,no
AT5G51440,185.4623196,0.401060018,0.439293631,0.912965702,0.36126058,0.796421239,no
AT5G56940,350.6657175,0.098240133,0.107700964,0.912156486,0.361686347,0.796421239,no
AT1G05590,260.9863616,0.099302855,0.108943709,0.911506098,0.362028774,0.796442605,no
AT1G11655,6.217904593,-0.404753935,0.444144363,-0.911311657,0.362131186,0.796442605,no
AT2G17840,1114.532256,-0.243149594,0.266788448,-0.91139476,0.362087413,0.796442605,no
AT2G21530,1167.660691,-0.161548169,0.177188747,-0.911729281,0.361911246,0.796442605,no
AT2G40550,245.6938884,0.198121646,0.217274407,0.911849898,0.361847739,0.796442605,no
AT3G01160,543.1824462,0.121291222,0.133039229,0.911695164,0.36192921,0.796442605,no
AT3G19680,462.1309512,0.262061669,0.287476888,0.91159213,0.361983467,0.796442605,no
AT3G20570,180.6294589,-0.123515415,0.135477738,-0.911702666,0.36192526,0.796442605,no
AT3G46170,4.263135185,-0.374204587,0.41059399,-0.911373756,0.362098477,0.796442605,no
AT3G53200,9.650211095,0.513773675,0.563734658,0.911375002,0.36209782,0.796442605,no
AT3G57340,501.1096766,-0.104096178,0.114167967,-0.911780953,0.361884039,0.796442605,no
AT4G11700,4.052837669,-0.361384364,0.396401994,-0.911661317,0.361947033,0.796442605,no
AT5G08135,5.468061891,-0.398053589,0.436813167,-0.911267377,0.362154511,0.796442605,no
AT1G32740,48.7630753,-0.173265544,0.190180808,-0.911056933,0.362265377,0.796514684,no
AT4G22217,3.859105448,-0.374936145,0.41155971,-0.911012753,0.362288654,0.796514684,no
AT5G25560,1038.481859,-0.164792176,0.180881166,-0.911052155,0.362267894,0.796514684,no
AT2G22450,419.4609192,-0.135116645,0.148341301,-0.910849807,0.362374515,0.796629157,no
AT1G11750,1467.393386,0.068303668,0.075016794,0.910511697,0.362552716,0.796946585,no
AT3G09415,4.137715888,0.476279704,0.523203036,0.910315253,0.362656277,0.797099898,no
AT1G05330,2.356691834,0.471863829,0.518624795,0.909836616,0.362908681,0.797534564,no
AT5G20480,50.85210359,-0.241401298,0.265330988,-0.909811931,0.362921702,0.797534564,no
AT1G24590,3.47256899,-0.392817096,0.431850983,-0.909612602,0.36302685,0.797675835,no
AT3G62470,104.3712665,0.105482558,0.115970746,0.909561777,0.363053664,0.797675835,no
AT1G23330,366.8010128,-0.122136918,0.134335253,-0.909194834,0.363247291,0.797729494,no
AT2G48150,5.52358418,-0.343424248,0.377627178,-0.909426726,0.36312492,0.797729494,no
AT3G18860,885.3789143,-0.090845472,0.099903838,-0.909329151,0.363176408,0.797729494,no
AT3G21690,1393.590299,-0.16136342,0.177461884,-0.909284945,0.363199736,0.797729494,no
AT5G16900,28.27636324,0.166586677,0.183214749,0.90924272,0.363222019,0.797729494,no
AT1G68010,8497.076518,0.117371615,0.129143001,0.908849985,0.363429317,0.797860292,no
AT3G24150,149.0892446,0.113786065,0.125208326,0.908773951,0.363469459,0.797860292,no
AT3G49850,199.6822741,-0.078910792,0.086839469,-0.908697303,0.363509928,0.797860292,no
AT3G57450,382.3400024,-0.275966595,0.3036805,-0.908739924,0.363487425,0.797860292,no
AT3G59068,24.21306406,-0.326222924,0.358959327,-0.908801916,0.363454695,0.797860292,no
AT5G40470,104.2044298,-0.093081516,0.102416008,-0.908857097,0.363425563,0.797860292,no
AT1G18773,36.88727195,0.203044565,0.22346181,0.908632061,0.363544377,0.797861615,no
AT1G27770,1116.999077,-0.262345687,0.288821361,-0.908332007,0.363702837,0.797912235,no
AT1G71430,127.0973785,0.156404151,0.172153298,0.908516723,0.363605283,0.797912235,no
AT4G19950,42.47678631,-0.147150319,0.161984184,-0.908423994,0.363654254,0.797912235,no
AT4G22810,126.3077337,0.141016448,0.155245011,0.908347698,0.363694549,0.797912235,no
AT1G09500,56.61991782,-0.321204849,0.353751901,-0.907994693,0.363881026,0.798228868,no
AT1G73440,85.39039178,0.105688825,0.116416476,0.907851093,0.3639569,0.798246744,no
AT2G31955,289.2041618,-0.148770604,0.163862165,-0.907900884,0.36393059,0.798246744,no
AT2G43460,2505.328817,0.14760811,0.162668588,0.907416191,0.364186751,0.798602258,no
AT4G16957,72.7757208,-0.166160408,0.183108246,-0.907443612,0.364172256,0.798602258,no
AT1G14160,70.70481612,0.156611851,0.172706066,0.906811524,0.364506475,0.798927418,no
AT1G14570,778.5268756,0.069837527,0.077010041,0.906862622,0.364479449,0.798927418,no
AT1G28390,141.7030515,0.155334215,0.171330653,0.906634115,0.364600315,0.798927418,no
AT1G50480,2324.10014,0.095817404,0.105681796,0.906659501,0.364586886,0.798927418,no
AT1G50840,731.5808516,0.134940266,0.148810272,0.906794027,0.364515729,0.798927418,no
AT1G66345,53.90098475,0.128030215,0.141223464,0.906578915,0.364629516,0.798927418,no
AT3G16840,763.0539659,0.112246117,0.123815569,0.906558987,0.364640058,0.798927418,no
AT4G39280,792.600127,-0.094840362,0.104605973,-0.906643851,0.364595165,0.798927418,no
AT5G20490,1286.769914,-0.104919252,0.115731942,-0.906571258,0.364633567,0.798927418,no
AT1G64500,728.5240919,0.260417995,0.287326599,0.906348369,0.364751492,0.799075524,no
AT3G10530,377.9350928,0.192705746,0.212628367,0.906303088,0.364775451,0.799075524,no
AT3G12370,262.4892522,0.099472873,0.109766003,0.906226615,0.364815919,0.799089914,no
AT5G51080,45.98815792,-0.122023641,0.134683339,-0.906003979,0.364933746,0.799273734,no
AT5G42540,1079.722364,0.089354595,0.098644135,0.905827748,0.365027032,0.799403774,no
AT1G30860,57.34862704,0.218911434,0.241701156,0.905711156,0.365088756,0.799464676,no
AT5G63250,2.461595929,-0.513505356,0.567049683,-0.905573834,0.365161463,0.799549617,no
AT1G80640,580.9213942,0.103716859,0.114589508,0.905116534,0.365403654,0.799897483,no
AT3G28956,51.47759327,-0.111535162,0.1232496,-0.90495354,0.365490001,0.799897483,no
AT3G47660,4.767590744,-0.351874224,0.38882048,-0.904978625,0.365476711,0.799897483,no
AT5G23930,28.00469433,-0.160651368,0.177521608,-0.904967964,0.365482359,0.799897483,no
AT5G61140,807.2944628,-0.133264366,0.147230386,-0.905141732,0.365390306,0.799897483,no
AT1G15030,424.70022,-0.074519039,0.082415339,-0.904188955,0.365895216,0.800709981,no
AT1G26190,198.755458,0.115884502,0.128191366,0.903996159,0.365997438,0.800859334,no
AT1G66230,83.68207669,0.221997958,0.245592729,0.90392724,0.366033984,0.800864962,no
AT2G28160,180.5402712,-0.193544594,0.21416124,-0.903733069,0.36613696,0.80091361,no
AT3G56860,1350.209332,-0.077282053,0.085518027,-0.903693124,0.366158146,0.80091361,no
AT4G04470,213.4472467,-0.094094136,0.104107871,-0.903813857,0.366094113,0.80091361,no
AT1G16150,42.30939911,-0.329666003,0.364864121,-0.903530888,0.366244202,0.800924965,no
AT1G16280,250.4153075,0.106976452,0.118420215,0.903363096,0.366333219,0.800924965,no
AT1G69330,131.3549681,0.1160636,0.128472941,0.903408916,0.36630891,0.800924965,no
AT3G24225,4.456419558,0.351911472,0.389471998,0.903560395,0.36622855,0.800924965,no
AT4G16695,170.1152703,0.115245495,0.127561394,0.903451201,0.366286476,0.800924965,no
AT3G59050,432.8310217,-0.111887543,0.123873056,-0.903243579,0.366396634,0.800989321,no
AT1G72730,328.4761305,0.147310158,0.163114706,0.903107768,0.366468701,0.800998303,no
AT5G24510,3.587823086,-0.360322726,0.398966696,-0.903139859,0.366451672,0.800998303,no
AT1G04163,2.149884338,0.691477817,0.765729963,0.903030899,0.366509496,0.801005968,no
AT4G14060,20.8340223,-0.363819873,0.402913299,-0.902973107,0.366540168,0.801005968,no
AT3G53880,164.6375844,0.114304989,0.126612479,0.902794017,0.366635227,0.801139433,no
AT3G17717,24.1540715,0.163653471,0.181306729,0.902633188,0.366720607,0.801251725,no
AT1G06540,31.87753033,0.503703235,0.558421062,0.902013317,0.367049794,0.801335112,no
AT1G33615,51.88899348,-0.201400758,0.223286094,-0.901985226,0.367064716,0.801335112,no
AT1G62960,607.5212538,0.096077104,0.106516232,0.90199496,0.367059545,0.801335112,no
AT2G43650,834.7896769,0.144720869,0.160400924,0.902244611,0.366926942,0.801335112,no
AT3G14360,51.52542468,0.136711258,0.151528891,0.902212492,0.366944,0.801335112,no
AT3G48330,202.2697512,0.107015274,0.118580373,0.902470383,0.366807047,0.801335112,no
AT3G48560,6644.823587,0.075445146,0.08363417,0.902085187,0.367011617,0.801335112,no
AT5G02105,1.571113682,0.662223488,0.734003146,0.90220797,0.366946402,0.801335112,no
AT5G24020,423.4973543,0.127021907,0.140791483,0.902198799,0.366951273,0.801335112,no
AT3G24515,76.88788368,0.122627075,0.135963107,0.90191434,0.367102373,0.80134311,no
AT1G74300,69.47602862,-0.173627667,0.192555904,-0.901700043,0.36721623,0.801486913,no
AT5G50260,10.53289559,-0.338225457,0.375138329,-0.901601971,0.367268344,0.801486913,no
AT5G57260,10.94827531,-0.381161915,0.422770001,-0.901582217,0.367278841,0.801486913,no
AT5G63200,233.5555633,-0.119728541,0.132805294,-0.901534401,0.367304252,0.801486913,no
AT5G46790,415.3111838,0.148278955,0.164512595,0.901322812,0.367416708,0.801637843,no
AT5G58670,83.671816,0.2215936,0.245866446,0.901276298,0.367441433,0.801637843,no
AT1G29418,227.8535104,0.128764164,0.142937276,0.900843839,0.367671355,0.802049987,no
AT1G65310,216.3165889,0.221449888,0.245844669,0.900771571,0.367709786,0.802049987,no
AT2G43600,15.31571392,-0.243663159,0.270545688,-0.900635902,0.367781939,0.802049987,no
AT3G13784,4.021251712,0.474403238,0.526762907,0.900601071,0.367800465,0.802049987,no
AT5G19960,178.8785419,-0.096369135,0.106996239,-0.900677776,0.367759668,0.802049987,no
AT1G34040,56.17664301,-0.276634121,0.307270878,-0.900293978,0.367963825,0.802308797,no
AT1G63260,203.1832497,0.185341685,0.205878015,0.900250007,0.367987219,0.802308797,no
AT1G06148,3.507988812,-0.462517379,0.513896216,-0.900020985,0.368109083,0.802405746,no
AT4G04350,774.0623072,0.097427872,0.108251391,0.900014972,0.368112283,0.802405746,no
AT4G15080,551.5262467,0.069612253,0.077349136,0.899974534,0.368133803,0.802405746,no
AT5G18680,449.5411129,-0.080834401,0.08984528,-0.899706711,0.368276351,0.802568033,no
AT5G63030,261.3784984,-0.141100301,0.156818106,-0.899770469,0.368242413,0.802568033,no
AT1G04353,21.91370034,-0.25040277,0.278372434,-0.899524304,0.368373456,0.802612779,no
AT3G44380,130.3049063,-0.123155624,0.136914175,-0.899509673,0.368381246,0.802612779,no
AT5G05440,632.5431371,-0.399772644,0.44445046,-0.899476276,0.368399027,0.802612779,no
AT4G30220,561.872455,0.145438363,0.161717974,0.899333325,0.368475142,0.802704419,no
AT1G10600,173.3760778,0.131381673,0.146260129,0.898274014,0.369039483,0.802746861,no
AT1G15930,2948.608428,0.102677865,0.114207464,0.899046886,0.368627687,0.802746861,no
AT1G22882,412.2399097,-0.117023022,0.130201712,-0.898782512,0.368768517,0.802746861,no
AT1G33410,768.2066576,0.123448101,0.137418338,0.898337899,0.369005433,0.802746861,no
AT1G56060,9.168750102,-0.607898514,0.676229981,-0.898952325,0.368678055,0.802746861,no
AT1G56690,53.40404226,0.146759273,0.16336626,0.898345062,0.369001616,0.802746861,no
AT1G66580,3408.917276,-0.098333249,0.109367719,-0.899106696,0.368595832,0.802746861,no
AT1G80930,1351.267353,0.067113283,0.074694642,0.898501968,0.368917997,0.802746861,no
AT2G09230,3.042746922,-0.626458013,0.696825042,-0.899017652,0.368643258,0.802746861,no
AT3G15518,36.80958589,-0.238362319,0.265268803,-0.898568986,0.368882285,0.802746861,no
AT3G29240,1708.269661,0.22568757,0.251214384,0.898386335,0.368979619,0.802746861,no
AT4G02730,72.27295406,-0.099473776,0.110645037,-0.899035136,0.368633946,0.802746861,no
AT4G19660,285.5085991,0.15760988,0.175356721,0.898795773,0.368761452,0.802746861,no
AT4G24310,38.63715026,-0.185522714,0.206506698,-0.898385939,0.36897983,0.802746861,no
AT5G14980,1.885935586,-0.497037517,0.553101937,-0.89863637,0.368846379,0.802746861,no
AT5G64816,211.5342205,0.171328114,0.190654169,0.898632929,0.368848213,0.802746861,no
AT2G26230,351.5340015,-0.100344797,0.1117205,-0.898177122,0.369091128,0.802785123,no
AT3G23530,1328.433488,0.103400799,0.115153681,0.89793741,0.369218919,0.802988982,no
AT1G01080,1130.167731,-0.105169865,0.117147902,-0.897752868,0.369317317,0.803128886,no
AT4G39230,129.9197927,-0.158223949,0.176280557,-0.897568918,0.369415416,0.803268112,no
AT4G15740,15.34576257,-0.237248842,0.264368748,-0.89741637,0.369496781,0.803370929,no
AT3G18915,4.908758939,-0.617997016,0.688706691,-0.89732977,0.369542976,0.803397267,no
AT1G04797,3.649914763,0.352675486,0.393364514,0.896561517,0.369952941,0.80347072,no
AT2G05365,1.673022109,0.512493467,0.571542678,0.896684511,0.369887288,0.80347072,no
AT2G21030,3.26634337,-0.391941312,0.436974582,-0.896943045,0.369749309,0.80347072,no
AT2G22480,539.9379873,-0.096115598,0.107184312,-0.896731956,0.369861964,0.80347072,no
AT2G27360,213.2798528,0.141711435,0.158216089,0.895682833,0.370422182,0.80347072,no
AT2G28800,4667.257197,0.071040156,0.079256016,0.896337709,0.370072425,0.80347072,no
AT2G28940,116.3738859,-0.147470982,0.164613494,-0.895862052,0.370326444,0.80347072,no
AT2G28950,1111.898129,0.222335584,0.248087841,0.896197024,0.370147545,0.80347072,no
AT2G35742,4.730839929,0.370077465,0.412750967,0.896611988,0.369925999,0.80347072,no
AT2G39770,1725.854509,-0.068979315,0.076959025,-0.896312227,0.37008603,0.80347072,no
AT2G45630,121.5551351,0.108810803,0.121416701,0.896176568,0.370158468,0.80347072,no
AT3G02880,763.3269091,-0.131090469,0.146347533,-0.895747726,0.370387515,0.80347072,no
AT3G13445,279.0128134,-0.085133475,0.095034249,-0.895818885,0.370349502,0.80347072,no
AT3G22150,480.9266725,0.129131935,0.144182397,0.89561512,0.370458357,0.80347072,no
AT3G47820,144.1576162,-0.177649577,0.198229296,-0.896182253,0.370155432,0.80347072,no
AT3G51080,120.0357632,0.14143572,0.157779163,0.89641571,0.37003078,0.80347072,no
AT4G00250,16.12167965,0.222351669,0.247853821,0.897108093,0.36966124,0.80347072,no
AT4G13050,437.502553,0.077974491,0.086998615,0.896272791,0.370107087,0.80347072,no
AT4G17140,1334.032585,-0.132460078,0.147914122,-0.895520155,0.370509096,0.80347072,no
AT4G21890,96.58332235,0.126992875,0.141773713,0.895743452,0.370389797,0.80347072,no
AT4G33030,1250.423793,0.15071821,0.168286394,0.895605443,0.370463528,0.80347072,no
AT5G03130,5.262814882,0.390893711,0.435893232,0.89676481,0.36984443,0.80347072,no
AT5G07140,90.11039568,0.093972907,0.104814067,0.896567705,0.369949637,0.80347072,no
AT5G14280,38.75570782,0.136528171,0.152200084,0.897030853,0.369702454,0.80347072,no
AT5G35680,877.6129295,-0.113969781,0.127192777,-0.896039727,0.370231546,0.80347072,no
AT5G56020,119.6435708,-0.129108288,0.144177918,-0.89547893,0.370531124,0.80347072,no
AT5G58770,422.8011931,0.316201088,0.352890109,0.89603273,0.370235283,0.80347072,no
AT5G65240,172.1988466,0.111476993,0.124430335,0.895898845,0.370306791,0.80347072,no
AT3G23260,14.46221627,-0.232491386,0.259651289,-0.895398545,0.370574078,0.803489951,no
AT1G67440,250.9468602,0.097174856,0.108573736,0.895012549,0.37078038,0.803493831,no
AT2G22860,33.1087875,0.485968495,0.542874697,0.895176175,0.370692919,0.803493831,no
AT2G41210,53.83502824,0.154101902,0.172154087,0.895139378,0.370712586,0.803493831,no
AT4G19645,38.09350298,-0.131242544,0.146614517,-0.895153811,0.370704872,0.803493831,no
AT4G30990,815.0101944,0.161731752,0.180653284,0.895260511,0.370647844,0.803493831,no
AT5G16950,77.080506,0.17403268,0.194446982,0.895013533,0.370779854,0.803493831,no
AT3G53560,997.5237496,0.158380642,0.176989807,0.894857415,0.370863313,0.80357658,no
AT5G11900,467.5424143,0.068316476,0.076351761,0.894759657,0.37091558,0.80357658,no
AT5G43590,18.88573618,-0.22335695,0.249630614,-0.894749835,0.370920832,0.80357658,no
AT1G16430,63.82897597,0.145479252,0.16263929,0.894490207,0.371059667,0.803625178,no
AT3G14830,267.7162777,-0.117795113,0.131671861,-0.894611133,0.370994998,0.803625178,no
AT3G27230,576.5114177,0.117970582,0.131883955,0.894502914,0.371052871,0.803625178,no
AT5G62360,163.132741,0.34397069,0.384559875,0.894452885,0.371079627,0.803625178,no
AT5G43770,2.760550193,0.388320319,0.434222733,0.894288321,0.371167647,0.803741957,no
AT1G54570,395.7173808,-0.099617265,0.111402738,-0.894208416,0.37121039,0.80376068,no
AT2G21340,767.0835042,0.093980379,0.105118436,0.894042783,0.371299001,0.803878706,no
AT1G26255,91.10173529,-0.412526039,0.461653813,-0.893583087,0.371544999,0.803916894,no
AT1G48530,2.357792023,0.424963774,0.475662222,0.893415021,0.371634962,0.803916894,no
AT1G64350,261.8503897,0.079325115,0.088809638,0.893203904,0.371747988,0.803916894,no
AT1G69830,1612.940344,-0.156570747,0.175177395,-0.893783968,0.371437488,0.803916894,no
AT1G76878,282.9312567,0.223947436,0.250727643,0.893190048,0.371755407,0.803916894,no
AT2G28500,17.05225593,0.376192362,0.42094902,0.893676773,0.371494856,0.803916894,no
AT3G18680,1335.545103,0.123316182,0.138045418,0.893301521,0.371695723,0.803916894,no
AT3G56490,652.688053,-0.072772513,0.081453423,-0.893424858,0.371629696,0.803916894,no
AT4G09415,1.813576367,-0.488782966,0.547109053,-0.893392211,0.371647172,0.803916894,no
AT4G27870,957.889027,0.074700857,0.083601469,0.893535224,0.371570618,0.803916894,no
AT5G27100,83.09243914,0.125193964,0.14016632,0.893181502,0.371759982,0.803916894,no
AT5G54660,125.2803414,0.11846639,0.132583558,0.893522486,0.371577436,0.803916894,no
ATCG01020,1806.485089,0.363598717,0.407008807,0.89334361,0.371673191,0.803916894,no
AT1G15125,269.9242315,-0.592331358,0.663517925,-0.892713422,0.372010661,0.803982121,no
AT1G20850,638.819083,0.080699769,0.090417777,0.892521052,0.372113714,0.803982121,no
AT1G44900,415.2845333,0.199819551,0.223908904,0.892414493,0.372170806,0.803982121,no
AT2G20990,2976.615066,0.060064451,0.067318486,0.892243051,0.372262672,0.803982121,no
AT2G30880,327.6960454,-0.065264112,0.073096087,-0.89285371,0.371935519,0.803982121,no
AT2G42740,324.0273028,0.101811807,0.114105856,0.892257505,0.372254926,0.803982121,no
AT2G44630,24.08918061,-0.142103684,0.159270927,-0.892213584,0.372278463,0.803982121,no
AT3G47110,24.93911713,-0.189071573,0.211890816,-0.892306599,0.372228618,0.803982121,no
AT4G14605,218.4543503,0.129751171,0.145398298,0.892384382,0.372186939,0.803982121,no
AT4G24730,149.5998485,-0.109778796,0.123044029,-0.892191167,0.372290476,0.803982121,no
AT4G27610,248.971757,0.11237848,0.125884663,0.892709864,0.372012567,0.803982121,no
AT5G07680,122.3303244,-0.141767956,0.15881026,-0.892687639,0.372024472,0.803982121,no
AT5G23980,41.95296629,-0.317573817,0.355627377,-0.892995976,0.371859328,0.803982121,no
AT5G59400,107.1954572,-0.215637489,0.241596242,-0.892553159,0.372096513,0.803982121,no
AT5G67030,2692.94834,0.161212367,0.180696884,0.892170155,0.372301736,0.803982121,no
AT1G77122,278.0345003,0.095995609,0.107617225,0.892009704,0.372387731,0.804020515,no
AT5G43560,777.2021551,-0.095067056,0.106571563,-0.892049,0.372366669,0.804020515,no
AT3G29310,326.8760618,0.0722818,0.081058179,0.891727408,0.372539059,0.804222658,no
AT5G65390,417.0627133,0.179236579,0.20100372,0.891707771,0.372549587,0.804222658,no
AT3G14120,458.3606803,0.103559078,0.116152304,0.891580061,0.372618061,0.804296819,no
AT4G17890,486.5544274,0.063794405,0.071566904,0.891395343,0.372717115,0.804380102,no
AT5G64630,102.6183851,0.175957705,0.19739902,0.891380844,0.372724891,0.804380102,no
AT5G03875,3.077169432,-0.393162332,0.441104535,-0.891313285,0.372761123,0.804384654,no
AT1G23900,614.5715366,-0.08805652,0.098807115,-0.891196149,0.37282395,0.80441181,no
AT5G35840,516.4542878,0.059119427,0.066339664,0.89116258,0.372841956,0.80441181,no
AT2G17110,203.8039396,-0.113669966,0.127613524,-0.890736049,0.37307079,0.804684577,no
AT2G32210,30.44223564,-0.395776427,0.444270439,-0.890845739,0.373011933,0.804684577,no
AT5G25570,46.53189078,-0.146283851,0.16421863,-0.890787184,0.373043352,0.804684577,no
AT4G14120,36.46800162,0.240781214,0.270431107,0.890360642,0.373272269,0.805045489,no
AT1G15040,331.8116072,-0.712803874,0.800800484,-0.89011419,0.373404574,0.805109854,no
AT2G02610,33.80783106,-0.16507476,0.185449692,-0.890132294,0.373394854,0.805109854,no
AT4G15490,247.2501104,-0.27843725,0.312800028,-0.890144582,0.373388257,0.805109854,no
AT1G02130,505.3711923,0.058510756,0.065756961,0.889803229,0.373571552,0.805339134,no
AT4G10050,200.937587,-0.094588433,0.106304351,-0.889788914,0.37357924,0.805339134,no
AT1G73390,380.6551926,0.144883431,0.162870085,0.889564408,0.373699824,0.805451766,no
AT2G37060,134.047471,-0.131147589,0.147427218,-0.889575145,0.373694057,0.805451766,no
AT1G30820,1284.143497,0.388558996,0.4369572,0.889238114,0.373875123,0.805534986,no
AT1G34770,110.1006969,0.107688361,0.121096031,0.889280679,0.373852253,0.805534986,no
AT3G08640,820.480597,-0.149064669,0.167630293,-0.889246606,0.37387056,0.805534986,no
