,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,
AT2G17640,116.1823854,-0.185547504,0.118149994,-1.570440229,0.11631273,0.523251904,no
AT1G33480,87.24314293,0.251248456,0.160000537,1.570297577,0.116345898,0.523267003,no
AT3G58820,41.07996447,0.255615178,0.162787863,1.570234863,0.116360482,0.523267003,no
AT3G19000,415.6129789,0.296793256,0.189046853,1.569945498,0.116427791,0.523459082,no
AT5G16360,95.54618147,-0.400140549,0.254889266,-1.569860339,0.116447606,0.523459082,no
AT4G37550,572.4866007,0.241832817,0.154093752,1.569387556,0.116557662,0.523853911,no
AT2G01540,147.5641184,-0.215489992,0.137335124,-1.569081426,0.116628967,0.524074465,no
AT2G42955,5.395995673,0.53943033,0.344068154,1.567800809,0.116927626,0.525016177,no
AT3G07040,128.8917566,-0.382395788,0.243903693,-1.56781467,0.11692439,0.525016177,no
AT4G08620,13.73399136,-0.403998093,0.257656818,-1.567969735,0.116888196,0.525016177,no
AT5G65670,3222.242826,0.083357066,0.05316458,1.567906044,0.116903061,0.525016177,no
AT3G49290,158.4665682,0.170811644,0.108959397,1.567663255,0.116959741,0.525060366,no
AT1G17380,33.81485194,-0.650895474,0.415262279,-1.567432214,0.117013699,0.525118977,no
AT2G25080,2547.983805,0.221227144,0.141141255,1.567416585,0.11701735,0.525118977,no
AT1G60050,5.381353713,-0.677082451,0.432080197,-1.567029582,0.117107777,0.52542475,no
AT4G09240,2.926445014,0.708516846,0.452226039,1.566731644,0.117177431,0.525637218,no
AT5G08590,849.5077985,0.117688937,0.075150118,1.566051271,0.117336615,0.526251145,no
AT5G28300,568.4527363,0.362725596,0.23163402,1.565942671,0.117362039,0.526265046,no
AT1G03475,3208.9686,0.14501085,0.092610512,1.565814149,0.117392133,0.526299876,no
AT5G61760,208.2023604,-0.17743665,0.113339732,-1.565529107,0.117458898,0.526499069,no
AT3G12720,17.27597141,-0.349995082,0.223583921,-1.565385743,0.117492489,0.526549515,no
AT4G00820,277.1918332,0.150615507,0.096231196,1.56514221,0.117549568,0.526705184,no
AT3G49500,485.8489444,0.169463023,0.108305912,1.564670117,0.117660279,0.527101055,no
AT1G13830,64.18188366,-0.308672514,0.197323437,-1.564297273,0.117747772,0.52723292,no
AT2G30933,20.57258596,-0.352625266,0.225426428,-1.564258765,0.117756812,0.52723292,no
AT4G10350,16.71269373,-0.419582393,0.268221482,-1.564313153,0.117744045,0.52723292,no
AT1G25250,53.51402876,-0.410615691,0.262527951,-1.564083706,0.117797912,0.527316783,no
AT1G06790,145.2184898,0.200830702,0.128442528,1.563584166,0.117915256,0.527631728,no
AT1G14980,1369.06763,0.339392929,0.217064469,1.563558193,0.117921359,0.527631728,no
AT1G56340,3705.899815,0.310020165,0.198291962,1.563453009,0.11794608,0.527631728,no
AT1G66700,14.20196754,-1.007623777,0.644506682,-1.563403151,0.117957799,0.527631728,no
AT1G04037,3.2181555,-0.666735315,0.426538332,-1.56313106,0.118021771,0.527749379,no
AT1G09680,26.92268331,0.28929406,0.185120099,1.562737177,0.118114426,0.527749379,no
AT1G19300,168.9818193,-0.205501841,0.131505069,-1.562691401,0.118125198,0.527749379,no
AT1G61480,15.74011351,0.488669848,0.312802697,1.562230286,0.118233748,0.527749379,no
AT2G25640,234.0882749,0.189854313,0.121537491,1.562104926,0.118263273,0.527749379,no
AT3G15280,2.20686848,-0.918320271,0.587911821,-1.562003412,0.118287185,0.527749379,no
AT3G56270,101.7101895,0.321517573,0.205839542,1.561981584,0.118292327,0.527749379,no
AT4G32960,206.1246862,-0.120919145,0.077368887,-1.5628911,0.118078211,0.527749379,no
AT5G11340,362.0909602,0.147614009,0.094497589,1.562092861,0.118266114,0.527749379,no
AT5G23360,59.49331239,0.487491835,0.312102739,1.561959493,0.118297532,0.527749379,no
AT5G35927,3.002575262,0.804032711,0.514652258,1.562283461,0.118221227,0.527749379,no
AT5G41650,26.87482851,0.288306926,0.184497147,1.562663326,0.118131805,0.527749379,no
AT5G43180,144.4565683,0.28282882,0.1810684,1.561999888,0.118288015,0.527749379,no
AT5G65600,12.39321979,-0.799795634,0.511929814,-1.562315012,0.118213797,0.527749379,no
AT1G79790,336.3733424,-0.191219975,0.122454309,-1.561561828,0.118391248,0.527867767,no
AT4G02570,2470.868668,-0.115415196,0.073902684,-1.561718592,0.118354297,0.527867767,no
AT4G24750,937.4106915,0.189144033,0.121119676,1.561629279,0.118375348,0.527867767,no
AT1G75550,30.67877713,-0.281899506,0.180586556,-1.561021556,0.118518665,0.528236054,no
AT2G35430,64.66127564,0.225281191,0.144312699,1.56106284,0.118508925,0.528236054,no
AT3G25790,72.47016542,0.40238426,0.257806053,1.560802221,0.118570423,0.52836684,no
AT5G61120,3.168644147,0.655854339,0.420303668,1.560429729,0.118658364,0.528658782,no
AT1G22440,394.5522399,-0.178093454,0.114142774,-1.560269187,0.118696282,0.528727787,no
AT2G12190,34.32894171,-0.366809696,0.235127547,-1.560045605,0.118749104,0.528863147,no
AT4G06746,48.86340312,-0.631868722,0.405064404,-1.559921622,0.118778404,0.528893713,no
AT5G50420,267.6409353,0.153234734,0.098252193,1.559606247,0.118852959,0.529125743,no
AT1G07187,20.24392546,-0.409366726,0.262574734,-1.559048427,0.118984919,0.529131169,no
AT1G17810,3.799707409,-1.036546146,0.665166671,-1.558325442,0.119156121,0.529131169,no
AT1G33720,61.74994265,-0.560143596,0.35953138,-1.557982496,0.119237398,0.529131169,no
AT2G18735,51.83054357,0.289942893,0.1859983,1.558847004,0.119032596,0.529131169,no
AT3G03090,175.6403376,0.142904728,0.091657271,1.55912047,0.11896787,0.529131169,no
AT3G16730,135.0927345,0.180989456,0.116171788,1.557946714,0.11924588,0.529131169,no
AT3G20440,300.5414437,0.400526155,0.257063886,1.558080214,0.119214234,0.529131169,no
AT3G23990,2549.376168,0.231308332,0.148377832,1.558914356,0.119016652,0.529131169,no
AT3G47040,28.94551201,-0.303361564,0.19474779,-1.557715055,0.11930081,0.529131169,no
AT3G47790,31.64630008,-0.450973081,0.28925735,-1.559072157,0.118979303,0.529131169,no
AT3G48570,146.7657913,-0.203214239,0.130449134,-1.55780443,0.119279616,0.529131169,no
AT3G49670,1165.233123,0.304081043,0.195227896,1.557569634,0.119335302,0.529131169,no
AT3G54520,4.286197731,-1.035003628,0.664481969,-1.557609802,0.119325774,0.529131169,no
AT3G62610,15.56827091,-0.725637758,0.465588015,-1.558540457,0.119105185,0.529131169,no
AT4G11400,18.17871406,0.328337105,0.210808161,1.557516101,0.119348001,0.529131169,no
AT4G30090,23.37406588,0.353292406,0.226815581,1.557619648,0.119323438,0.529131169,no
AT5G09295,6.740934636,0.492168601,0.315775515,1.558602796,0.119090421,0.529131169,no
AT5G18830,488.1250008,-0.132827804,0.085257656,-1.557957505,0.119243322,0.529131169,no
AT5G20040,413.2922545,0.148563179,0.095381508,1.557567949,0.119335701,0.529131169,no
AT5G56000,853.5717665,0.262747936,0.168656999,1.557883384,0.119260895,0.529131169,no
AT5G58910,29.01243174,-0.663680613,0.425787269,-1.558714085,0.119064067,0.529131169,no
AT5G67488,280.3994475,-0.254226003,0.163030538,-1.559376587,0.118907274,0.529131169,no
AT1G03110,273.9915048,0.244035184,0.156692106,1.557418495,0.119371158,0.529134319,no
AT2G27535,2.624576482,-0.886657624,0.569364556,-1.557275764,0.119405027,0.529184941,no
AT5G25050,129.7949039,-0.289301462,0.185786004,-1.55717576,0.119428762,0.529190639,no
AT1G12460,232.8239812,0.266049319,0.17087612,1.556971913,0.119477154,0.529206117,no
AT4G23700,111.4272013,-0.615817491,0.395502071,-1.557052505,0.11945802,0.529206117,no
AT1G09690,5227.69533,0.224577183,0.144278125,1.556557403,0.119575604,0.52926832,no
AT1G15640,9.324173918,0.49247813,0.316491606,1.55605432,0.119695176,0.52926832,no
AT1G28765,15.30927419,0.369054956,0.237173557,1.556054399,0.119695157,0.52926832,no
AT1G32730,88.37363736,0.252305036,0.16211975,1.55628809,0.119639602,0.52926832,no
AT2G04530,353.2951253,0.210776198,0.135405728,1.556626903,0.119559093,0.52926832,no
AT2G27389,16.37546602,-0.816412868,0.524793262,-1.555684738,0.119783078,0.52926832,no
AT2G32400,249.4587773,0.185286934,0.11904796,1.556405795,0.119611628,0.52926832,no
AT2G37630,1002.28303,0.225072679,0.144663979,1.555830835,0.119748324,0.52926832,no
AT3G24320,204.8787083,0.235145005,0.151110506,1.55611288,0.119681253,0.52926832,no
AT5G08780,125.6071879,-0.221218918,0.142123628,-1.556524558,0.119583408,0.52926832,no
AT5G21100,558.3892333,0.530335774,0.340876541,1.55580015,0.119755623,0.52926832,no
AT5G46680,35.23598903,0.245446283,0.15769802,1.556432237,0.119605344,0.52926832,no
ATCG00780,5257.966657,-0.246233365,0.158272105,-1.555759714,0.119765241,0.52926832,no
AT2G45220,399.2135901,-0.48323213,0.310703378,-1.555284444,0.11987834,0.529589978,no
AT4G01883,352.6079173,-0.199776673,0.128494248,-1.554751873,0.120005175,0.529953306,no
AT4G18670,1010.776801,0.227730042,0.146473707,1.554750314,0.120005547,0.529953306,no
AT2G18450,48.9171992,-0.269286826,0.173239578,-1.554418619,0.120084595,0.530203063,no
AT5G03140,203.1510009,0.27648086,0.177933729,1.553841772,0.120222164,0.530711061,no
AT1G06407,12.1963977,0.73828488,0.475193339,1.553651577,0.120267549,0.530806815,no
AT2G26860,136.9847982,-0.224479795,0.144502377,-1.553467835,0.120311408,0.530806815,no
AT5G19990,1170.65133,0.108485494,0.069833424,1.553489535,0.120306228,0.530806815,no
AT1G09480,31.17431638,0.312667132,0.20129273,1.553295699,0.120352507,0.530888783,no
AT1G07613,3.077491211,0.735044207,0.473474171,1.552448376,0.120554976,0.531483532,no
AT2G33100,3.300140361,0.75242739,0.484614045,1.55263224,0.120511019,0.531483532,no
AT4G12270,14.53690084,-0.39185449,0.252401286,-1.55250592,0.120541217,0.531483532,no
AT5G23535,369.233576,0.207021602,0.133375238,1.552174188,0.12062055,0.531673193,no
AT2G40030,266.2447737,0.19875951,0.128088331,1.551737836,0.120724966,0.531786926,no
AT4G16380,940.5781601,-0.14653856,0.094437887,-1.551692488,0.120735821,0.531786926,no
AT5G22740,733.2826963,0.221283114,0.142607877,1.551689277,0.12073659,0.531786926,no
AT5G24430,279.1635904,-0.226055282,0.145681361,-1.551710401,0.120731533,0.531786926,no
AT1G12100,9.320477448,0.453052993,0.292054894,1.55125972,0.120839456,0.532140573,no
AT4G25870,312.5134936,0.121085466,0.078062311,1.551138633,0.120868465,0.532168906,no
AT2G45660,121.0621836,-0.285399482,0.184035901,-1.550781555,0.120954042,0.532406224,no
AT5G38790,7.994522092,-0.502457707,0.324014651,-1.550725268,0.120967536,0.532406224,no
AT3G53490,66.80409114,-0.182550681,0.117734127,-1.550533275,0.121013573,0.532410035,no
AT5G41680,12.13629732,-0.407758176,0.262975811,-1.550553926,0.121008621,0.532410035,no
AT2G21520,1266.882135,-0.146644082,0.094585655,-1.550383956,0.121049387,0.53242283,no
AT3G44680,249.9091548,-0.100727075,0.064971259,-1.55033282,0.121061654,0.53242283,no
AT4G01435,2.51225634,0.733994992,0.473513517,1.550103567,0.12111666,0.532565385,no
AT1G20230,62.42529571,0.198276445,0.127928688,1.549898216,0.121165948,0.532588679,no
AT2G04450,63.79608859,0.74600089,0.481352629,1.549801218,0.121189235,0.532588679,no
AT3G54580,2539.766997,-0.442750279,0.285717057,-1.549610948,0.121234924,0.532588679,no
AT5G22120,262.5069032,-0.140914239,0.090929984,-1.549700467,0.121213426,0.532588679,no
AT5G24910,33.31902924,-0.357121787,0.230455255,-1.549636115,0.121228879,0.532588679,no
AT1G60700,61.68974686,0.213758981,0.137956945,1.549461543,0.121270809,0.532647063,no
AT1G03780,243.9324312,0.79602673,0.513902081,1.548985224,0.121385272,0.533050488,no
AT2G44450,154.911255,0.335475595,0.216611021,1.548746655,0.121442634,0.533203056,no
AT3G26820,2.950060059,-0.708081755,0.457269996,-1.548498176,0.1215024,0.533366124,no
AT1G34110,283.4331304,0.178432289,0.115257364,1.548120509,0.121593285,0.533602917,no
AT3G45020,40.31662429,0.262532832,0.169585441,1.548085906,0.121601615,0.533602917,no
AT3G25500,879.2532061,-0.195488307,0.126290891,-1.547920877,0.121641348,0.533677924,no
AT1G61250,914.9641266,-0.217501052,0.140558057,-1.547410772,0.121764225,0.533760478,no
AT2G46630,275.5084238,-0.320166421,0.206922251,-1.547278842,0.121796021,0.533760478,no
AT3G19510,273.1584588,0.157108196,0.101533078,1.54735973,0.121776526,0.533760478,no
AT5G00750,2.108766091,0.748285577,0.48350968,1.547612402,0.121715644,0.533760478,no
AT5G13440,1666.962408,-0.137758834,0.089015571,-1.547581318,0.121723132,0.533760478,no
AT5G59650,47.77521743,0.217634736,0.140636105,1.547502584,0.121742102,0.533760478,no
AT3G05015,2.722862198,1.038930917,0.671579452,1.546996285,0.121864142,0.533860511,no
AT3G10140,212.701832,0.122142369,0.078952532,1.547035491,0.121854688,0.533860511,no
AT1G19910,2448.029742,-0.129030957,0.083434191,-1.546499769,0.121983916,0.534219534,no
AT3G28370,67.99880779,-0.244072897,0.15783554,-1.546374775,0.122014083,0.534219534,no
AT5G50760,231.8660407,0.325609423,0.210561237,1.546388255,0.122010829,0.534219534,no
AT3G11200,956.6391149,-0.086491883,0.055937937,-1.546211526,0.122053491,0.534292839,no
AT1G34540,3.242177786,-0.742832395,0.480522266,-1.545885484,0.122132227,0.534538245,no
AT1G16540,146.3163631,-0.257831378,0.166867082,-1.545130256,0.12231476,0.535237764,no
AT1G12530,137.7270234,0.172337689,0.111551626,1.544914174,0.122367024,0.535291295,no
AT4G16140,324.363688,0.280268849,0.181416477,1.544891919,0.122372409,0.535291295,no
AT2G26990,746.5724996,0.092157189,0.059679462,1.544202746,0.122539224,0.535325634,no
AT2G37020,280.6354835,0.148761198,0.096323007,1.544399441,0.122491595,0.535325634,no
AT3G44695,2.898948141,0.679753594,0.440143824,1.544389715,0.12249395,0.535325634,no
AT3G61700,452.516691,0.151089867,0.09780872,1.544748437,0.122407124,0.535325634,no
AT4G24970,115.7947751,0.203250082,0.131597002,1.544488692,0.122469989,0.535325634,no
AT4G38580,182.0891443,0.171331694,0.110919246,1.544652536,0.122430331,0.535325634,no
AT5G55810,42.78313032,0.248993652,0.161239918,1.544243234,0.122529419,0.535325634,no
AT5G10990,15.01884596,-0.504762936,0.326959646,-1.543808056,0.122634839,0.535644073,no
AT4G39270,428.7347053,-0.214199243,0.138798472,-1.543239203,0.122772749,0.536147092,no
AT5G37070,121.8840573,-0.243711309,0.157941462,-1.543048328,0.122819051,0.53624995,no
AT3G18050,870.5234234,0.298937241,0.193790718,1.542577706,0.122933271,0.536649257,no
AT2G17500,822.5366409,-0.397824987,0.257913886,-1.542472154,0.1229589,0.536661756,no
AT1G11170,33.02211043,-0.26861342,0.174167391,-1.542271593,0.123007609,0.536774966,no
AT1G50790,35.64490088,0.224271229,0.145435159,1.542070236,0.123056527,0.536889045,no
AT5G45130,717.1383196,-0.206648735,0.134044372,-1.541644248,0.123160067,0.53724135,no
AT5G20300,446.8374144,0.107183896,0.069537114,1.541391207,0.123221603,0.537410332,no
AT3G18830,680.4199318,-0.308616066,0.20027701,-1.540946042,0.123329919,0.537783236,no
AT1G79200,166.2465053,0.181557149,0.117830204,1.540837089,0.12335644,0.537799402,no
AT3G12900,87.26694183,-1.287329229,0.835616326,-1.54057453,0.123420371,0.537879164,no
AT5G54060,202.7864862,-0.99060829,0.643010113,-1.540579643,0.123419126,0.537879164,no
AT3G52960,4702.030665,0.253056361,0.16428053,1.540391678,0.123464909,0.537958141,no
AT3G63350,3.403315187,-0.968331443,0.628658976,-1.540312762,0.123484135,0.537958141,no
AT4G23920,144.759792,-0.160766331,0.104390064,-1.540053955,0.123547202,0.538115987,no
AT5G49980,944.1570433,0.121184019,0.078696895,1.539883105,0.12358885,0.538115987,no
AT5G54890,90.33036307,-0.172785068,0.112204356,-1.53991409,0.123581296,0.538115987,no
AT4G25410,24.53790092,-0.486478655,0.31602072,-1.539388479,0.123709485,0.538541771,no
AT3G52105,82.74878841,-0.341416803,0.221809242,-1.539236145,0.123746656,0.538604123,no
AT1G51070,1095.388835,-0.148005838,0.096169362,-1.539012365,0.123801278,0.538726722,no
AT5G65970,204.5844293,-0.238944194,0.155266094,-1.538933503,0.123820531,0.538726722,no
AT3G50920,188.6436425,0.201700488,0.131086887,1.538677841,0.123882965,0.53879947,no
AT3G55360,1308.028746,0.186559614,0.12124394,1.538712901,0.123874402,0.53879947,no
AT1G06397,10.29209857,-0.676438051,0.439728272,-1.538309208,0.123973029,0.539027893,no
AT2G34925,21.41196587,-0.355757434,0.231284334,-1.538182152,0.124004084,0.539027893,no
AT5G55290,311.8635474,-0.135658882,0.088193188,-1.538201366,0.123999387,0.539027893,no
AT1G55050,15.0948738,-0.356022387,0.231489555,-1.537963074,0.124057644,0.539161289,no
AT1G32090,468.5945938,0.260652921,0.169587492,1.536981992,0.124297719,0.539409082,no
AT1G55940,44.32958216,-0.276101377,0.179586254,-1.537430462,0.124187932,0.539409082,no
AT2G01422,41.62523227,-0.83232512,0.541373269,-1.537432985,0.124187314,0.539409082,no
AT3G08720,272.1008811,-0.461430039,0.300208945,-1.537029617,0.124286057,0.539409082,no
AT3G18140,564.5465491,-0.097596739,0.063497595,-1.537014732,0.124289702,0.539409082,no
AT3G20350,255.5182395,0.168472952,0.109597789,1.537192982,0.124246058,0.539409082,no
AT4G12750,256.9420181,0.211994103,0.137871815,1.53761741,0.124142188,0.539409082,no
AT5G53050,463.3728972,-0.1867142,0.121454073,-1.537323493,0.124214111,0.539409082,no
AT1G21270,397.7632563,-0.499768013,0.325213513,-1.536738155,0.124357444,0.539501722,no
AT1G62610,155.404101,0.18818279,0.122463861,1.536639373,0.124381645,0.539501722,no
AT1G65720,1085.160292,0.177048833,0.115224954,1.536549386,0.124403695,0.539501722,no
AT5G07860,400.9739678,0.176308549,0.114745279,1.53652116,0.124410612,0.539501722,no
AT5G02780,181.7902856,-0.625692186,0.407263062,-1.536334238,0.124456426,0.539569473,no
AT5G64360,230.7984468,0.229107188,0.149132047,1.536270652,0.124472014,0.539569473,no
AT1G50930,9.361132564,-0.55939573,0.364173069,-1.536071108,0.124520941,0.539583116,no
AT4G29870,335.350601,0.121051257,0.078805239,1.536081349,0.12451843,0.539583116,no
AT1G10417,13.90460075,0.368642518,0.240008361,1.535956979,0.124548932,0.539605214,no
AT5G19080,106.0392241,-0.253520125,0.16507433,-1.535793754,0.124588972,0.5396795,no
AT4G36230,19.84290834,0.509779679,0.331985079,1.535549973,0.124648792,0.53976666,no
AT5G06480,15.68347431,-0.388224912,0.252828758,-1.535525131,0.124654889,0.53976666,no
AT1G18900,374.2290352,-0.183168765,0.11932979,-1.53497936,0.124788898,0.539851109,no
AT4G01720,196.5383295,-0.247831692,0.161417484,-1.535346028,0.124698854,0.539851109,no
AT4G28530,11.58577538,0.47839955,0.311616146,1.535220673,0.124729632,0.539851109,no
AT4G31150,101.2576764,-0.225781598,0.14708598,-1.535031405,0.124776114,0.539851109,no
AT5G20110,83.88441852,0.270561662,0.176250685,1.535095664,0.124760331,0.539851109,no
AT3G21680,29.14391824,-0.39059976,0.254486065,-1.534857167,0.124818917,0.539881895,no
AT4G03200,605.5387721,-0.130347762,0.084938974,-1.534604859,0.124880918,0.54005098,no
AT1G16300,212.3628233,0.175329145,0.11425834,1.534497573,0.12490729,0.540065947,no
AT4G26060,105.7997243,-0.253526209,0.165240309,-1.534287914,0.124958838,0.540189745,no
AT2G26200,326.9937286,0.104428678,0.068078746,1.533939513,0.125044534,0.540362017,no
AT2G47800,732.5764157,-0.28434152,0.185366728,-1.533940442,0.125044306,0.540362017,no
AT1G09023,161.5023658,-0.260124316,0.169614111,-1.533624265,0.125122115,0.540499106,no
AT3G15500,83.91633663,-0.849760073,0.554058216,-1.533701781,0.125103035,0.540499106,no
AT1G09467,7.796193694,-0.506452723,0.330313236,-1.533249858,0.125214304,0.540798238,no
AT1G56165,7.634388413,-0.590092852,0.384919703,-1.533028439,0.125268848,0.540934705,no
AT5G45790,37.57491537,0.233580798,0.152381058,1.53287292,0.125307169,0.541001081,no
AT2G37190,3159.110011,0.270841379,0.176717119,1.532626726,0.125367853,0.541064883,no
AT5G60300,244.8260525,0.203467097,0.132750779,1.53269983,0.125349831,0.541064883,no
AT4G16790,160.2320582,0.176097364,0.114920534,1.532340286,0.125438485,0.54127062,no
AT2G03240,477.2130303,-0.245297033,0.160204051,-1.531153748,0.125731399,0.541424322,no
AT2G30100,229.6858013,0.254297604,0.166059889,1.531360795,0.125680248,0.541424322,no
AT3G06950,224.8605654,0.146882155,0.095895687,1.531686762,0.125599751,0.541424322,no
AT3G15510,93.55416949,0.383173619,0.250201085,1.531462659,0.125655088,0.541424322,no
AT3G17470,340.2722513,0.191806892,0.125235341,1.531571611,0.125628182,0.541424322,no
AT3G46680,2.965546606,-0.696616829,0.454929665,-1.531262703,0.12570448,0.541424322,no
AT3G54085,89.87190657,-0.195530267,0.127628895,-1.532021943,0.12551702,0.541424322,no
AT3G60380,423.3141613,0.191542108,0.125100038,1.531111511,0.125741835,0.541424322,no
AT3G60650,6.507705094,0.703131934,0.45923904,1.531080489,0.125749501,0.541424322,no
AT4G02940,937.853783,-0.28860205,0.188484182,-1.531173844,0.125726433,0.541424322,no
AT4G14090,358.054943,-0.93015405,0.607515148,-1.531079602,0.125749721,0.541424322,no
AT5G66985,111.5946651,0.42005036,0.274336363,1.531150865,0.125732111,0.541424322,no
AT2G15128,41.66540876,-0.316638281,0.206851309,-1.530753094,0.125830426,0.541475108,no
AT2G18330,370.4472842,0.205804445,0.134446219,1.530756657,0.125829545,0.541475108,no
AT3G48430,543.8597646,0.144823291,0.094608045,1.53077142,0.125825896,0.541475108,no
AT1G47640,555.4557262,0.092629812,0.06053482,1.530190595,0.125969559,0.541480745,no
AT2G39670,1138.859558,0.135744992,0.08869268,1.530509522,0.125890658,0.541480745,no
AT3G63150,440.9709591,-0.125239002,0.081841773,-1.530257687,0.125952957,0.541480745,no
AT4G14050,56.02797227,0.202582518,0.13235703,1.530576178,0.125874173,0.541480745,no
AT4G17085,65.31513859,0.401487706,0.262353025,1.530333818,0.125934122,0.541480745,no
AT4G36130,2567.389952,0.224725418,0.146848068,1.530326015,0.125936052,0.541480745,no
AT2G38380,1669.437895,0.243653769,0.159271677,1.529799732,0.126066308,0.541777492,no
AT5G45550,546.2490127,-0.162013673,0.105910255,-1.529726023,0.12608456,0.541777492,no
AT1G08000,151.9696667,0.163826873,0.107144038,1.529033963,0.126256025,0.542113622,no
AT2G17360,3581.174115,0.155298426,0.101573254,1.528930304,0.126281723,0.542113622,no
AT3G06410,447.9509905,-0.171110999,0.111922782,-1.528830822,0.126306389,0.542113622,no
AT3G16440,205.8852767,-0.290919838,0.190283578,-1.528875167,0.126295394,0.542113622,no
AT3G18290,2475.404253,-0.542482429,0.35476766,-1.529120297,0.126234624,0.542113622,no
AT4G26240,117.6356556,-0.155987763,0.102004903,-1.529218279,0.126210341,0.542113622,no
AT4G39600,37.21930708,0.232372982,0.152000881,1.528760752,0.126323765,0.542113622,no
AT1G37150,11.16926634,-0.436116042,0.285344149,-1.528386142,0.126416694,0.542413673,no
AT1G79529,19.47599253,0.709166343,0.464104646,1.528031123,0.126504811,0.542594233,no
AT5G65690,95.17533718,-0.75272228,0.492583492,-1.528111054,0.126484967,0.542594233,no
AT1G02070,3.671312952,0.642018024,0.420205481,1.52786685,0.1265456,0.542670445,no
AT4G19140,213.932923,-0.228091329,0.149318323,-1.527550837,0.126624096,0.542908296,no
AT1G33600,681.4909398,-0.375247737,0.245713294,-1.527177183,0.126716958,0.542947748,no
AT1G79410,334.3203297,-0.417505614,0.273369545,-1.527257234,0.126697059,0.542947748,no
AT3G14410,218.6359556,-0.133136467,0.087180085,-1.527143115,0.126725428,0.542947748,no
AT5G01070,4.913095619,0.593050035,0.388334139,1.527164303,0.12672016,0.542947748,no
AT1G51540,231.9572609,-0.147989646,0.096913263,-1.52703192,0.126753074,0.542967512,no
AT3G16050,205.6494165,0.265311601,0.17376385,1.52685153,0.126797935,0.543060598,no
AT3G44280,156.9001435,-0.177092807,0.115992618,-1.526759285,0.126820879,0.543060598,no
AT1G17120,355.4869344,0.20742515,0.135879019,1.526542886,0.126874718,0.54319247,no
AT1G42960,1707.046346,0.099864005,0.065429299,1.526288778,0.126937962,0.543364551,no
AT1G79950,400.2575527,-0.190904352,0.125098314,-1.526034563,0.127001257,0.543532829,no
AT3G48240,15.81526083,0.493682414,0.323525546,1.525945695,0.127023389,0.543532829,no
AT1G04180,38.61794556,0.674699407,0.442430043,1.524985514,0.127262711,0.543767243,no
AT1G09247,5.776584554,-0.964329868,0.632267598,-1.525192609,0.127211064,0.543767243,no
AT2G01913,42.97282167,0.233952704,0.153408487,1.525031037,0.127251357,0.543767243,no
AT3G01760,6.42905366,-0.512717802,0.336124531,-1.52538049,0.127164222,0.543767243,no
AT3G20050,2445.004863,0.154690253,0.101409955,1.525395139,0.127160571,0.543767243,no
AT3G49330,37.41167197,-0.422657075,0.277124314,-1.525153345,0.127220854,0.543767243,no
AT5G55310,589.1294343,-0.146995959,0.096364269,-1.525419746,0.127154437,0.543767243,no
AT5G64440,624.1937414,-0.154217987,0.10112009,-1.525097404,0.127234805,0.543767243,no
AT1G02490,2.808675475,0.785205642,0.515218126,1.524025654,0.127502303,0.544001893,no
AT1G06910,68.70525052,0.189448771,0.124304106,1.524074916,0.127489998,0.544001893,no
AT1G51740,145.1118339,-0.198160732,0.130079689,-1.5233795,0.127663788,0.544001893,no
AT1G52310,412.7129005,-0.153670969,0.100851872,-1.523729455,0.127576308,0.544001893,no
AT2G13570,7.711905709,-0.428857875,0.281384822,-1.524097399,0.127484382,0.544001893,no
AT3G07320,618.1450027,-0.222528194,0.146073841,-1.523395236,0.127659853,0.544001893,no
AT3G12110,418.0705343,0.299576286,0.196634554,1.523518021,0.127629155,0.544001893,no
AT3G26100,707.0345074,-0.180525166,0.118499008,-1.523431883,0.12765069,0.544001893,no
AT4G17510,358.1907846,-0.147617851,0.096880705,-1.523707435,0.127581811,0.544001893,no
AT4G24220,2236.991151,-0.171887863,0.112792836,-1.523925364,0.127527357,0.544001893,no
AT4G36648,914.3894824,-0.287075332,0.188315648,-1.524436952,0.127399595,0.544001893,no
AT5G03420,522.9056324,0.106922422,0.070164419,1.523883798,0.127537742,0.544001893,no
AT5G06570,71.37057219,-0.645929511,0.423925258,-1.52368725,0.127586856,0.544001893,no
AT5G09445,2.789953093,1.184004951,0.777153541,1.523514838,0.127629951,0.544001893,no
AT5G34930,172.0010637,-0.176020688,0.115450681,-1.524639667,0.127348998,0.544001893,no
AT1G02280,1299.582417,0.173051478,0.113620776,1.523061923,0.127743214,0.544241964,no
AT5G54910,321.5378387,0.256222714,0.168241322,1.522947579,0.127771821,0.544265474,no
AT1G61310,105.6201822,0.202717792,0.133189242,1.522028275,0.128001996,0.544376601,no
AT2G22080,583.316843,0.234905955,0.154338926,1.522013668,0.128005656,0.544376601,no
AT2G40130,64.19414513,0.413761085,0.271817635,1.522201031,0.127958717,0.544376601,no
AT3G09480,39.62823678,0.343720216,0.225791212,1.522292269,0.127935864,0.544376601,no
AT3G54300,358.3368931,-0.115166843,0.075667435,-1.522013301,0.128005748,0.544376601,no
AT4G33565,240.6348419,-0.269880315,0.177316637,-1.522024779,0.128002872,0.544376601,no
AT5G04430,2393.721587,0.122289185,0.080344735,1.522055987,0.127995053,0.544376601,no
AT5G39790,140.0026991,0.212958043,0.139893506,1.522286846,0.127937223,0.544376601,no
AT5G58900,569.8361098,-0.192103535,0.12616224,-1.52267061,0.127841134,0.544376601,no
