,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,
AT4G26010,2.48772391,-0.008677242,0.427906768,-0.020278347,0.983821329,NA,no
AT4G26020,2.905374729,-0.539188034,0.3817941,-1.41224821,0.15787689,NA,no
AT4G26145,1.344325094,-0.177884151,0.55182805,-0.322354312,0.747184292,NA,no
AT4G26260,3.657522346,0.525030376,0.466294871,1.125962152,0.26018154,NA,no
AT4G26290,1.091402212,-0.000801092,0.629064469,-0.001273466,0.998983921,NA,no
AT4G26320,1.930037617,0.497337229,0.472698873,1.05212273,0.292743245,NA,no
AT4G26330,2.825758282,0.299931801,0.381425488,0.786344411,0.431665741,NA,no
AT4G26380,1.090759101,-0.107120276,0.59703339,-0.179420914,0.857607211,NA,no
AT4G26390,1.676593896,-0.146863489,0.495622402,-0.296321329,0.766984699,NA,no
AT4G26460,1.03449077,-0.000724728,0.628622201,-0.001152883,0.999080132,NA,no
AT4G26542,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT4G26560,1.03449077,-0.114272878,0.618019232,-0.184901815,0.853306047,NA,no
AT4G26770,1.174440621,0.205040962,0.589124964,0.348043242,0.727807709,NA,no
AT4G26880,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT4G27150,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT4G27160,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT4G27170,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT4G27220,2.430649153,0.144132698,0.415768443,0.346665795,0.72884241,NA,no
AT4G27400,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT4G27460,2.885360005,0.13323173,0.39056124,0.341128911,0.733006538,NA,no
AT4G27530,1.78901098,0.18729552,0.476005014,0.393473839,0.693969542,NA,no
AT4G27580,1.844193805,0.44831102,0.474213409,0.945378202,0.344465827,NA,no
AT4G27654,3.13845989,1.006945895,0.456482751,2.205879398,0.027392445,NA,no
AT4G27670,1.090958467,-0.001246139,0.606603023,-0.002054291,0.998360914,NA,no
AT4G27790,1.873241921,0.003267753,0.507643113,0.006437106,0.994863968,NA,no
AT4G27810,3.549641627,-0.108448815,0.354763293,-0.305693449,0.759838062,NA,no
AT4G27850,2.432161389,-0.444146863,0.412173528,-1.077572508,0.281224576,NA,no
AT4G27920,2.759613676,0.042399695,0.383891594,0.110447053,0.912054839,NA,no
AT4G27980,1.876776408,-0.16774772,0.458524541,-0.365842405,0.714482676,NA,no
AT4G28110,1.34084544,0.42883911,0.554800166,0.772961394,0.439545229,NA,no
AT4G28170,2.545162322,0.32169965,0.40504586,0.794230191,0.427061436,NA,no
AT4G28340,2.01340201,-0.134563389,0.46510927,-0.289315646,0.772339841,NA,no
AT4G28410,1.062851888,0.220809164,0.608331533,0.362975043,0.716623528,NA,no
AT4G28420,1.842188078,-0.261448616,0.497307141,-0.525728658,0.599076749,NA,no
AT4G28460,3.44887421,2.014762703,0.663027862,3.038730074,0.002375776,NA,no
AT4G28485,2.877693154,-0.078161362,0.405698038,-0.192658958,0.847226068,NA,no
AT4G28520,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT4G28840,1.816577141,0.187054571,0.468930786,0.398895907,0.689969905,NA,no
AT4G28850,1.034786749,-0.001009774,0.628618529,-0.001606338,0.998718329,NA,no
AT4G28890,1.955185242,0.243567976,0.455677733,0.534518056,0.59298316,NA,no
AT4G28930,1.034644056,-0.115135235,0.618027944,-0.186294545,0.852213785,NA,no
AT4G29340,1.730391633,0.36764787,0.501733184,0.732755739,0.463707421,NA,no
AT4G29450,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT4G29470,3.047676763,0.353564942,0.388921378,0.909091047,0.363302068,NA,no
AT4G29760,1.649444027,0.222106033,0.501347794,0.443017873,0.657752807,NA,no
AT4G29770,2.766142319,-0.289147288,0.403945537,-0.715807607,0.474110154,NA,no
AT4G30097,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT4G30170,1.649237913,0.001900531,0.503881785,0.00377178,0.996990562,NA,no
AT4G30320,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT4G30420,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT4G30430,2.735784765,0.059271726,0.431268525,0.13743578,0.890686351,NA,no
AT4G30640,3.192726984,-0.479329615,0.37136501,-1.290723689,0.196799507,NA,no
AT4G30662,3.500807249,-0.077991546,0.353255893,-0.220779179,0.825264377,NA,no
AT4G30740,1.482626688,-0.383951344,0.522054941,-0.735461564,0.46205844,NA,no
AT4G31030,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT4G31073,2.742170459,0.013728841,0.410426973,0.033450144,0.973315623,NA,no
AT4G31320,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT4G31370,1.230140546,0.097939419,0.579695464,0.168949777,0.865836146,NA,no
AT4G31380,1.034280339,0.113477519,0.618027852,0.183612306,0.854317608,NA,no
AT4G31405,3.550128978,-0.135687848,0.356554717,-0.380552664,0.703535211,NA,no
AT4G31441,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT4G31470,1.423829656,-0.090872476,0.532074516,-0.170789003,0.864389677,NA,no
AT4G31640,2.855415556,0.004684391,0.39046319,0.011997011,0.990428,NA,no
AT4G31680,2.096663086,0.035599043,0.454954169,0.078247536,0.93763115,NA,no
AT4G31760,2.741445687,0.118036094,0.398872116,0.295924658,0.76728762,NA,no
AT4G31830,1.313097615,0.275834635,0.563333862,0.489646821,0.624383839,NA,no
AT4G31875,1.090580711,-0.311465326,0.604147302,-0.51554534,0.606171995,NA,no
AT4G31940,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT4G31950,1.511706993,0.859954423,0.558443561,1.539912863,0.123581595,NA,no
AT4G32208,1.286168792,-0.099045324,0.579852208,-0.170811326,0.864372123,NA,no
AT4G32500,1.091075162,-0.115844106,0.617385205,-0.187636672,0.851161476,NA,no
AT4G32510,1.845970017,0.005476095,0.480546727,0.011395551,0.990907863,NA,no
AT4G32535,2.207962582,0.307137691,0.451548642,0.680187386,0.496385818,NA,no
AT4G32630,3.046923575,0.330203694,0.375786314,0.878700691,0.379563584,NA,no
AT4G32860,1.425655215,0.340196708,0.538489067,0.631761588,0.527542677,NA,no
AT4G33120,1.0628968,-0.115009807,0.617744855,-0.186176875,0.852306058,NA,no
AT4G33145,1.06248409,0.113651745,0.617739162,0.183980152,0.854029025,NA,no
AT4G33310,1.175189847,-0.206957812,0.589324253,-0.351178168,0.725454688,NA,no
AT4G33355,2.429953894,0.352241467,0.429014005,0.821048876,0.411618429,NA,no
AT4G33390,2.261055984,0.954832343,0.465597867,2.050766144,0.040289726,NA,no
AT4G33450,1.09060538,0.110748712,0.617060948,0.179477752,0.857562585,NA,no
AT4G33590,1.035112833,-0.115500232,0.618025932,-0.186885738,0.851750222,NA,no
AT4G33720,1.285338178,0.713695997,0.585101263,1.219782013,0.222547522,NA,no
AT4G33730,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT4G33800,2.763769143,0.118066763,0.387475041,0.304708048,0.76058852,NA,no
AT4G33820,1.312839049,-0.090785047,0.561772769,-0.161604571,0.871617258,NA,no
AT4G33870,1.315000538,0.184606592,0.570015329,0.323862504,0.746042133,NA,no
AT4G33880,2.348696441,0.283554596,0.452669612,0.626405194,0.531049203,NA,no
AT4G33930,2.963477855,1.186558434,0.459112844,2.584459245,0.009753183,NA,no
AT4G33980,2.827122232,1.074106268,0.46305892,2.319588764,0.020363134,NA,no
AT4G34139,1.398127419,0.161541665,0.555792598,0.290650984,0.771318263,NA,no
AT4G34332,1.845867839,0.006370584,0.477968823,0.01332845,0.98936575,NA,no
AT4G34345,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT4G34419,1.063421387,-0.000495754,0.628255624,-0.000789097,0.999370392,NA,no
AT4G34470,1.147116149,0.104151551,0.596322033,0.174656554,0.861349508,NA,no
AT4G34850,2.628702468,-0.001760605,0.391076832,-0.004501941,0.996407983,NA,no
AT4G35010,3.127626668,0.078826162,0.370882152,0.212536952,0.831688153,NA,no
AT4G35200,1.146926057,0.000387653,0.5866976,0.000660737,0.999472808,NA,no
AT4G35210,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT4G35390,3.608723544,0.002612148,0.343418755,0.007606305,0.993931106,NA,no
AT4G35650,2.040540036,0.692147402,0.477299915,1.450130999,0.147021992,NA,no
AT4G35655,3.529277063,0.367876454,0.420278862,0.875315147,0.381402455,NA,no
AT4G35660,1.342913077,0.277214556,0.561365284,0.493822051,0.621431859,NA,no
AT4G35690,1.897676684,-0.019728404,0.471937887,-0.041802967,0.96665577,NA,no
AT4G35720,2.514063865,0.27333343,0.41534317,0.658090586,0.510479925,NA,no
AT4G36000,3.553976477,0.28294712,0.355798515,0.795245366,0.426470787,NA,no
AT4G36052,2.545924727,0.09417071,0.416605335,0.226042976,0.821167995,NA,no
AT4G36490,1.785589351,-0.279444067,0.488274779,-0.572309033,0.567112631,NA,no
AT4G36600,1.957402208,0.766126999,0.476143712,1.609024713,0.107610938,NA,no
AT4G36740,1.174435353,-0.099244169,0.577734276,-0.171781688,0.863609163,NA,no
AT4G36791,1.1472298,0.106780632,0.596340762,0.179059757,0.85789078,NA,no
AT4G36795,1.119536016,0.217991539,0.607649983,0.35874524,0.719785681,NA,no
AT4G37022,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT4G37050,2.262415769,-0.16757022,0.435668801,-0.384627541,0.700513387,NA,no
AT4G37095,1.034483959,-0.115214859,0.618029253,-0.186422987,0.852113068,NA,no
AT4G37160,1.481518138,0.169743706,0.540735306,0.313912748,0.753587308,NA,no
AT4G37290,2.123268941,0.404907879,0.478999223,0.845320534,0.397931899,NA,no
AT4G37340,1.175627145,-0.202784149,0.58732628,-0.345266602,0.729893952,NA,no
AT4G37409,3.043284539,0.022167319,0.668473442,0.033161107,0.973546113,NA,no
AT4G37420,2.653996681,0.040982217,0.416232545,0.098459905,0.921567108,NA,no
AT4G37483,2.375680526,-0.054272729,0.424111837,-0.127967965,0.898174325,NA,no
AT4G37685,1.090444932,-0.11547148,0.617379065,-0.187034979,0.851633208,NA,no
AT4G37780,2.545256405,0.203781508,0.422886755,0.481881982,0.629889786,NA,no
AT4G37850,1.202040686,0.115935367,0.626634589,0.185012716,0.853219062,NA,no
AT4G37895,3.320595115,0.1694498,0.385959843,0.439034794,0.660636325,NA,no
AT4G37940,1.173877753,0.221133176,0.607946425,0.363737932,0.716053715,NA,no
AT4G37950,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT4G38070,1.817123891,-0.135838753,0.471221598,-0.288269369,0.773140553,NA,no
AT4G38140,1.791489715,0.141037759,0.518941329,0.271779777,0.785791356,NA,no
AT4G38310,2.323322849,-0.194821799,0.422467638,-0.461152008,0.644689551,NA,no
AT4G38390,1.146003484,0.106014435,0.59646032,0.177739293,0.858927725,NA,no
AT4G38410,2.990985442,0.320173755,0.377352163,0.848474679,0.396173668,NA,no
AT4G38590,1.93068844,0.009179921,0.458159561,0.020036514,0.984014244,NA,no
AT4G38830,3.108038661,0.145774897,0.375243373,0.388480936,0.69766016,NA,no
AT4G38870,3.606323077,-0.273238276,0.366862088,-0.744798344,0.456393636,NA,no
AT4G39000,1.678143189,-0.122331103,0.478961992,-0.255408791,0.798407382,NA,no
AT4G39250,1.453239008,0.071748368,0.521387564,0.137610433,0.89054831,NA,no
AT4G39360,1.619232318,0.313128181,0.515410954,0.607531094,0.543498514,NA,no
AT4G39361,1.118160522,0.000597675,0.606234996,0.00098588,0.999213382,NA,no
AT4G39363,1.089888675,0.220371668,0.608068249,0.362412719,0.717043636,NA,no
AT4G39364,1.285520103,-0.089452629,0.560651129,-0.159551322,0.873234527,NA,no
AT4G39366,1.566543647,-0.24705518,0.530221628,-0.465947007,0.641253433,NA,no
AT4G39404,1.258616631,0.193500771,0.570218351,0.339345043,0.734349814,NA,no
AT4G39500,1.816569988,0.315471077,0.475568534,0.663355657,0.507102799,NA,no
AT4G39675,1.897773467,0.186410755,0.482764126,0.386132161,0.699398792,NA,no
AT4G39700,3.239133171,-0.218181956,0.353383646,-0.617408186,0.536965524,NA,no
AT4G40063,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT4G40090,1.734925459,0.344667873,0.49822923,0.691785732,0.489071898,NA,no
AT5G00750,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G00760,1.034325594,0.113502448,0.618028238,0.183652528,0.854286053,NA,no
AT5G00765,1.034543551,0.113192326,0.618021769,0.183152652,0.854678244,NA,no
AT5G00820,1.062961851,-0.115044368,0.617745373,-0.186232667,0.852262308,NA,no
AT5G00825,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G00860,1.508393385,0.082305761,0.508079195,0.16199396,0.87131061,NA,no
AT5G00870,1.062764715,-0.115832622,0.617745559,-0.187508628,0.851261859,NA,no
AT5G00875,1.762933278,0.451313207,0.512231146,0.88107334,0.378278126,NA,no
AT5G00925,1.090224454,-0.103251784,0.597067496,-0.172931511,0.862705263,NA,no
AT5G00985,3.016536507,-0.090088397,0.376312931,-0.239397559,0.810797323,NA,no
AT5G00990,2.489250984,-0.256907457,0.449223479,-0.571892319,0.567394928,NA,no
AT5G01050,1.399057616,-0.104305405,0.576347634,-0.180976547,0.856385985,NA,no
AT5G01060,1.342971979,0.100457972,0.574001697,0.175013372,0.861069127,NA,no
AT5G01150,1.734224664,0.009729559,0.477426525,0.020379176,0.983740895,NA,no
AT5G01255,1.090674577,-0.115520706,0.617387575,-0.187112133,0.851572715,NA,no
AT5G01280,1.034325594,0.113502448,0.618028238,0.183652528,0.854286053,NA,no
AT5G01295,1.175526855,-0.105176522,0.598743789,-0.175661985,0.860559503,NA,no
AT5G01315,1.623485071,0.617860279,0.619474261,0.997394594,0.318573014,NA,no
AT5G01490,1.287117147,0.298237674,0.580571287,0.513696906,0.607463915,NA,no
AT5G01505,1.03449077,-0.115051694,0.618026673,-0.186159755,0.852319483,NA,no
AT5G01515,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G01535,3.549307369,-0.145660357,0.383017161,-0.380297209,0.703724807,NA,no
AT5G01555,1.703161601,-0.136675103,0.480482357,-0.284453947,0.776062522,NA,no
AT5G01580,3.467039304,-0.177545926,0.353128358,-0.502780142,0.615118857,NA,no
AT5G01595,1.842805453,-0.450927344,0.474754045,-0.949812536,0.342207515,NA,no
AT5G01675,2.856829692,-0.192774152,0.39721406,-0.48531553,0.627452541,NA,no
AT5G01895,1.596544755,0.211021709,0.57928746,0.364278054,0.715650386,NA,no
AT5G02000,1.03449077,-0.114272878,0.618019232,-0.184901815,0.853306047,NA,no
AT5G02055,1.479901448,-0.162498013,0.514902028,-0.31559016,0.752313608,NA,no
AT5G02070,1.173503623,-0.222638928,0.607762339,-0.36632564,0.714122099,NA,no
AT5G02110,2.54417412,-0.540521476,0.420648518,-1.284971782,0.198802145,NA,no
AT5G02155,1.565503254,0.444006936,0.549237463,0.808406137,0.41885682,NA,no
AT5G02225,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G02330,1.481878543,0.000439115,0.552836213,0.000794295,0.999366244,NA,no
AT5G02350,1.648306849,-0.075518777,0.504786247,-0.149605456,0.881075904,NA,no
AT5G02360,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G02510,2.794077259,0.060433928,0.398113362,0.151800803,0.879344049,NA,no
AT5G02525,1.398272387,0.000952139,0.522531806,0.001822164,0.998546124,NA,no
AT5G02570,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G02580,3.286635737,0.385955327,0.470577337,0.820174065,0.412116884,NA,no
AT5G02695,1.682306765,0.038703064,0.548659309,0.07054116,0.943762941,NA,no
AT5G02705,2.852170324,-0.009080799,0.384229612,-0.023633783,0.981144725,NA,no
AT5G02745,2.20659624,0.105750987,0.416963868,0.253621466,0.799788011,NA,no
AT5G03010,3.415034771,0.235197139,0.342248164,0.687212273,0.491948971,NA,no
AT5G03085,1.285324409,0.184230651,0.553901275,0.332605573,0.739432036,NA,no
AT5G03090,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G03175,2.95982033,0.163495614,0.37384198,0.437338831,0.661865638,NA,no
AT5G03245,3.604856793,0.180913913,0.43076005,0.419987679,0.674494455,NA,no
AT5G03310,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G03315,1.145532518,-0.220641857,0.60691137,-0.363548728,0.716195019,NA,no
AT5G03475,2.293946896,0.095665774,0.435114569,0.219863413,0.825977531,NA,no
AT5G03485,1.314957239,0.275726918,0.565030402,0.487985987,0.625559767,NA,no
AT5G03515,1.09166638,0.000737054,0.628632957,0.00117247,0.999064504,NA,no
AT5G03550,1.536884468,0.261564353,0.553027533,0.472968048,0.636235975,NA,no
AT5G03553,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G03570,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G03615,1.034644056,-0.115135235,0.618027944,-0.186294545,0.852213785,NA,no
AT5G03635,1.454512728,-0.332253285,0.540838216,-0.614330266,0.538997106,NA,no
AT5G03825,1.423676113,0.341329877,0.541216832,0.630671215,0.528255524,NA,no
AT5G03835,1.984311881,-0.35205507,0.486121619,-0.724211917,0.468935643,NA,no
AT5G03860,3.271710256,-0.13536851,0.349703493,-0.387095103,0.698685803,NA,no
AT5G03875,2.150992307,0.419340049,0.4664166,0.899067589,0.36861666,NA,no
AT5G03965,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G03985,2.374890166,-0.003886641,0.41759246,-0.009307258,0.99257399,NA,no
AT5G04055,1.927584551,-0.109207699,0.470548715,-0.232085851,0.816471334,NA,no
AT5G04065,1.090690065,0.114525494,0.617368462,0.185505904,0.85283225,NA,no
AT5G04085,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G04105,1.034349359,-0.115141021,0.618028121,-0.186303854,0.852206485,NA,no
AT5G04120,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G04175,1.175981075,-0.106424646,0.596698303,-0.178355871,0.858443503,NA,no
AT5G04180,1.286895726,-0.099338586,0.575636712,-0.172571666,0.862988125,NA,no
AT5G04210,2.524158875,0.036272305,0.424454917,0.085456202,0.931898714,NA,no
AT5G04238,1.593178426,0.225017188,0.517877392,0.434498959,0.66392615,NA,no
AT5G04305,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G04315,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G04355,2.739723616,0.205455943,0.389141816,0.527971897,0.597518841,NA,no
AT5G04375,1.091912512,-0.314532719,0.604200842,-0.520576432,0.602661871,NA,no
AT5G04380,1.979003221,0.409559317,0.564924002,0.724981263,0.468463525,NA,no
AT5G04415,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G04425,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G04455,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G04475,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G04630,3.166672068,-0.228980052,0.359169211,-0.637526952,0.52378166,NA,no
AT5G04730,1.091956739,0.113275931,0.617096017,0.183562894,0.854356375,NA,no
AT5G04960,1.034213041,-0.000818123,0.628615373,-0.001301468,0.998961579,NA,no
AT5G04970,1.595386882,0.710068941,0.526645107,1.348287359,0.177565976,NA,no
AT5G05280,2.984628667,0.499284334,0.396871316,1.258050946,0.208373332,NA,no
AT5G05290,1.061990819,-0.000860185,0.628233774,-0.001369212,0.998907527,NA,no
AT5G05420,2.599685287,-0.279449652,0.407187714,-0.686291955,0.492529021,NA,no
AT5G05500,1.175810026,0.221367377,0.607490567,0.364396403,0.715562021,NA,no
AT5G05530,1.17455833,0.001955067,0.586448468,0.00333374,0.997340065,NA,no
AT5G05735,1.090692951,0.310832439,0.604165261,0.514482476,0.606914709,NA,no
AT5G05765,1.062058116,0.22006603,0.608334067,0.361751942,0.717537408,NA,no
AT5G05900,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G05965,3.425202724,0.126290367,0.361205046,0.349636221,0.726611724,NA,no
AT5G05995,3.289741029,0.404155182,0.458787852,0.880919536,0.378361373,NA,no
AT5G06043,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G06070,1.960928038,0.120120366,0.487038083,0.246634443,0.805191146,NA,no
AT5G06080,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G06090,2.402746706,1.068628468,0.487131914,2.193714757,0.028255922,NA,no
AT5G06155,1.39951661,0.299792654,0.578166827,0.518522751,0.604093591,NA,no
AT5G06165,2.795514212,-0.180676049,0.402651006,-0.448716249,0.653636361,NA,no
AT5G06200,1.843628161,-0.186604952,0.473298516,-0.394264816,0.693385537,NA,no
AT5G06245,2.206540059,0.26515421,0.538163377,0.49270207,0.622223115,NA,no
AT5G06295,2.32253454,0.773159118,0.44305133,1.745077973,0.080971297,NA,no
AT5G06380,2.909163752,-0.204651108,0.390207187,-0.524467808,0.599953205,NA,no
AT5G06475,2.648280825,-0.197649506,0.415218101,-0.476013703,0.634064616,NA,no
AT5G06490,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G06520,3.524794767,0.256842537,0.378420118,0.678723261,0.497313225,NA,no
AT5G06630,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G06640,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G06650,3.047062351,-0.312131449,0.370635531,-0.842151987,0.399702885,NA,no
AT5G06730,2.654238867,0.273389343,0.429269668,0.636870862,0.524208964,NA,no
AT5G06740,2.017541958,0.787906897,0.521181941,1.511769375,0.130592543,NA,no
AT5G06839,1.452424681,0.076644739,0.534836295,0.143305045,0.886049272,NA,no
AT5G06845,2.096144405,-0.287459712,0.443096688,-0.64875166,0.516498908,NA,no
AT5G07095,1.034280339,0.113477519,0.618027852,0.183612306,0.854317608,NA,no
AT5G07105,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G07165,1.034543551,0.113192326,0.618021769,0.183152652,0.854678244,NA,no
AT5G07190,1.202237376,-0.000361106,0.585982837,-0.00061624,0.999508312,NA,no
AT5G07200,2.40575467,0.567247928,0.434331131,1.30602641,0.191543576,NA,no
AT5G07275,1.062808566,-0.00021584,0.628241358,-0.000343562,0.999725877,NA,no
AT5G07310,3.601057707,0.775440865,0.468269945,1.65596975,0.097727945,NA,no
AT5G07325,1.146328569,-0.105998731,0.59637542,-0.177738263,0.858928534,NA,no
AT5G07330,1.090895542,-0.113346942,0.617342207,-0.183604717,0.854323562,NA,no
AT5G07390,2.794901844,0.923557052,0.425607163,2.16997535,0.030008713,NA,no
AT5G07415,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G07450,1.090097592,0.105279213,0.597108049,0.176315179,0.860046338,NA,no
AT5G07520,3.665261813,0.029105571,0.349387964,0.083304448,0.933609464,NA,no
AT5G07525,2.156727965,0.331478146,0.442789139,0.748613994,0.454089895,NA,no
AT5G07560,2.291485393,0.555660031,0.450631595,1.233069401,0.217549873,NA,no
AT5G07571,1.930240288,0.235535021,0.494618585,0.476195251,0.633935282,NA,no
AT5G07572,2.182841003,0.506647428,0.438572358,1.155219699,0.24800047,NA,no
AT5G07600,1.062338353,0.112606391,0.617693483,0.182301406,0.855346195,NA,no
AT5G07650,2.679420982,0.471512527,0.421348458,1.119056018,0.263116242,NA,no
AT5G07725,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G07745,1.03449077,-0.115051694,0.618026673,-0.186159755,0.852319483,NA,no
AT5G07880,2.79339195,-0.119197782,0.376006249,-0.31701011,0.751235931,NA,no
AT5G07885,3.438335622,0.132215442,0.348418086,0.379473533,0.704336254,NA,no
AT5G07965,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G07995,1.034213041,-0.000818123,0.628615373,-0.001301468,0.998961579,NA,no
AT5G08135,3.581794207,0.313734234,0.363751727,0.862495517,0.388414899,NA,no
AT5G08250,1.952260765,-0.021631789,0.477081059,-0.045341957,0.963834745,NA,no
AT5G08460,1.455512715,0.006994575,0.567008154,0.012335935,0.990157598,NA,no
AT5G08495,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G08515,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G08835,2.984492601,-0.44495974,0.458167606,-0.971172414,0.331462428,NA,no
AT5G08860,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G08885,3.047665604,0.284102974,0.429906997,0.660847521,0.508710104,NA,no
AT5G09065,1.565580054,0.007996839,0.523740835,0.015268696,0.987817817,NA,no
AT5G09125,2.151942933,0.602937126,0.443340191,1.359987517,0.173833874,NA,no
AT5G09210,1.06248409,0.113651745,0.617739162,0.183980152,0.854029025,NA,no
AT5G09295,1.034898704,-0.001009934,0.628624762,-0.001606576,0.998718138,NA,no
AT5G09320,2.933344243,-0.234410681,0.40291229,-0.581790845,0.560707571,NA,no
AT5G09385,1.454649563,-0.582169866,0.543680119,-1.070794839,0.284261688,NA,no
AT5G09395,3.464609901,0.850271656,0.472897415,1.798004452,0.072176302,NA,no
AT5G09430,3.39521822,0.421915219,0.383118545,1.101265457,0.270781141,NA,no
AT5G09435,2.180062076,-0.061125482,0.455614835,-0.13416043,0.893275715,NA,no
AT5G09445,1.229899341,0.093460907,0.560483366,0.166750546,0.867566332,NA,no
AT5G09500,1.67744798,0.004898839,0.49579878,0.009880701,0.99211647,NA,no
AT5G09505,1.647275675,-0.147142796,0.499814294,-0.294394934,0.768456138,NA,no
AT5G09535,1.594812749,-0.474005356,0.53370011,-0.888149258,0.374460469,NA,no
AT5G09565,3.659596082,-0.125642735,0.371469121,-0.338231977,0.73518838,NA,no
AT5G09570,2.344539587,0.458666436,0.448114333,1.023547792,0.306048915,NA,no
AT5G09585,1.482713191,0.548079066,0.522731624,1.048490354,0.294412744,NA,no
AT5G09635,1.090586344,0.113482837,0.617322096,0.183830836,0.854146164,NA,no
AT5G09700,2.042878346,0.176432418,0.452910758,0.389552279,0.696867645,NA,no
AT5G09720,1.089670718,0.317295789,0.599632449,0.529150465,0.596701076,NA,no
AT5G09735,1.006712993,-0.000679899,0.628922506,-0.001081053,0.999137445,NA,no
AT5G09750,1.090115209,-0.22211629,0.608055763,-0.365289343,0.714895433,NA,no
AT5G09785,2.539639011,0.206567372,0.410884138,0.502738734,0.615147973,NA,no
AT5G09855,3.489779757,0.105475117,0.510527103,0.206600426,0.836321928,NA,no
AT5G09876,2.123134957,0.627772292,0.45003351,1.39494566,0.163032227,NA,no
AT5G09910,2.348809144,-0.397993609,0.417877123,-0.952417797,0.340885137,NA,no
AT5G09925,1.118369491,-0.108805033,0.596740034,-0.182332384,0.855321886,NA,no
AT5G09978,1.539496848,-0.005146483,0.533068544,-0.009654449,0.992296984,NA,no
