,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,
AT1G09253,3.783764619,-1.115050571,0.479519903,-2.325347839,0.020053368,0.093852712,no
AT1G59990,558.8664557,-0.146387466,0.062958298,-2.32514967,0.020063958,0.093880704,no
AT4G17030,182.5176797,-0.206316423,0.088746543,-2.32478265,0.020083585,0.093950956,no
AT5G51290,329.3049838,0.101384104,0.043616868,2.324424234,0.020102768,0.094019099,no
AT2G43650,763.9477581,-0.106329778,0.0457493,-2.324183735,0.020115649,0.094057744,no
AT1G52905,117.4957379,-0.163983749,0.070562936,-2.323936022,0.020128923,0.094098212,no
AT5G44390,79.39632151,0.310085672,0.133475305,2.323168851,0.020170083,0.09426899,no
AT3G14205,1109.903143,0.075582451,0.032543611,2.322497358,0.020206171,0.09439433,no
AT5G66090,425.7721474,-0.106747999,0.045961116,-2.322571986,0.020202157,0.09439433,no
AT3G16000,3490.480452,-0.082280598,0.035433403,-2.322119555,0.020226499,0.094445972,no
AT5G12410,377.5794242,-0.090878587,0.039135795,-2.32213469,0.020225684,0.094445972,no
AT3G63080,270.2384119,0.127569365,0.054940669,2.321947789,0.020235747,0.094467499,no
AT1G09794,25.54358915,0.350636828,0.151058733,2.32119534,0.020276304,0.09463514,no
AT3G18160,246.8607588,-0.11693231,0.050385835,-2.320737749,0.020301002,0.094721783,no
AT3G42860,31.74481301,0.29481057,0.127036335,2.320679118,0.020304169,0.094721783,no
AT1G66940,535.0259758,0.345035662,0.148754949,2.319490303,0.020368466,0.094934765,no
AT2G04039,1442.864874,-0.08247039,0.035554637,-2.319539645,0.020365794,0.094934765,no
AT4G16710,233.3223564,0.138194602,0.059576992,2.319596833,0.020362697,0.094934765,no
AT5G60400,415.6498121,0.230001384,0.099150513,2.31971955,0.020356054,0.094934765,no
AT1G64940,10.65289208,0.985908035,0.425160933,2.318905523,0.02040016,0.09506073,no
AT1G25260,737.3798648,-0.10808048,0.046612282,-2.318712453,0.020410633,0.095069663,no
AT4G37190,257.7631402,0.13255396,0.057167408,2.318698096,0.020411412,0.095069663,no
AT1G68340,68.9099325,0.188576369,0.08133717,2.318452549,0.020424739,0.095109987,no
AT3G59840,193.895192,-0.175053666,0.075511314,-2.318244214,0.020436052,0.095140917,no
AT5G16190,191.9472103,0.306221919,0.132112486,2.317887803,0.020455419,0.09520932,no
AT3G02900,411.1150307,-0.102196456,0.044096308,-2.317573995,0.020472485,0.09526698,no
AT2G37480,771.2495774,0.097522255,0.042085814,2.317223927,0.020491537,0.095333856,no
AT2G24240,43.9715314,0.242694995,0.104746676,2.316970842,0.02050532,0.09535442,no
AT4G10390,139.8154685,0.468127429,0.202041495,2.316986557,0.020504464,0.09535442,no
AT1G68390,24.93650392,0.411586876,0.177656687,2.316754202,0.020517125,0.095371435,no
AT4G23270,517.3684851,0.149225379,0.064412021,2.316731844,0.020518344,0.095371435,no
AT4G36570,55.99211133,0.2712713,0.117100647,2.31656533,0.020527422,0.095391861,no
AT5G46150,309.3788539,0.10369125,0.044769065,2.316136146,0.020550836,0.095478885,no
AT3G61160,29.61515271,0.290851278,0.125586449,2.315944757,0.020561285,0.095505646,no
AT4G16420,454.8768714,0.077734449,0.033567628,2.315756358,0.020571575,0.095531657,no
AT3G55710,99.2404533,-0.21764262,0.094000339,-2.315338666,0.020594405,0.09560813,no
AT4G10070,276.4765258,-0.116992502,0.050533688,-2.315138811,0.020605337,0.09560813,no
AT4G20760,620.1411104,-0.083214874,0.035944216,-2.315111715,0.020606819,0.09560813,no
AT4G28710,687.7662076,0.177053522,0.076475725,2.315159761,0.02060419,0.09560813,no
AT3G59660,450.0768228,0.099315943,0.04290298,2.314896135,0.020618617,0.095641082,no
AT5G23730,571.4744446,-0.185626983,0.080196164,-2.314661617,0.020631458,0.095657076,no
AT5G48990,91.48907553,-0.159094513,0.068733121,-2.314670311,0.020630982,0.095657076,no
AT4G36140,449.6643494,0.10206702,0.044097669,2.314567236,0.020636628,0.09565927,no
AT1G10310,269.8300273,-0.105316741,0.045509729,-2.314158832,0.020659011,0.095741238,no
AT4G23490,213.9969934,-0.121047364,0.052313982,-2.313862564,0.020675262,0.095794754,no
AT5G20850,49.34939373,0.365555037,0.15799789,2.313670379,0.02068581,0.095821827,no
AT1G55320,199.3822657,-0.1543302,0.066733393,-2.312638283,0.020742535,0.096062744,no
AT3G49420,62.58519579,-0.199869931,0.086436389,-2.31233551,0.020759201,0.096118075,no
AT2G21870,2969.899234,-0.077434046,0.033490935,-2.312089717,0.02077274,0.096136432,no
AT3G57460,44.35954241,0.606171652,0.26218985,2.311956971,0.020780055,0.096136432,no
AT5G09460,1533.574472,-0.135277522,0.058511881,-2.311966718,0.020779517,0.096136432,no
AT5G39830,1124.690223,-0.07032001,0.03041627,-2.311920844,0.020782046,0.096136432,no
AT2G32100,164.0477275,0.316230405,0.136795301,2.311705177,0.020793936,0.096169593,no
AT2G22470,126.0472015,0.906389925,0.392126301,2.311474449,0.020806663,0.096184773,no
AT2G45160,604.8783321,0.245174689,0.106065103,2.31154906,0.020802547,0.096184773,no
AT1G70630,103.2822594,0.156829336,0.067854865,2.311246754,0.020819229,0.096221026,no
AT1G72870,5.451549551,0.679861937,0.294236779,2.310594685,0.020855253,0.096365652,no
AT5G51400,548.5973091,0.076681667,0.033190702,2.310335803,0.02086957,0.096409936,no
AT1G53500,1726.880571,0.113156466,0.04898989,2.309792224,0.02089966,0.096516081,no
AT5G22270,64.99342965,0.390982985,0.169275057,2.309749538,0.020902024,0.096516081,no
AT1G29400,1390.667268,0.124404915,0.053877091,2.309050348,0.020940788,0.096644222,no
AT3G59400,6448.479842,-0.10947418,0.047411754,-2.309009264,0.020943067,0.096644222,no
AT5G05440,102.6064558,0.612956913,0.265465121,2.308992275,0.02094401,0.096644222,no
AT5G02650,10.78600392,-0.505056486,0.218804082,-2.308258976,0.020984737,0.096810219,no
AT2G38995,224.0121057,-0.206766395,0.089586357,-2.308012096,0.020998464,0.09685161,no
AT3G20800,208.6557333,-0.112661164,0.048815622,-2.307891618,0.021005165,0.096860586,no
AT4G32850,877.3143013,0.077053565,0.03338975,2.307701144,0.021015764,0.096887526,no
AT1G28330,57.46306912,0.322796509,0.139910075,2.307171292,0.021045273,0.096979664,no
AT1G67080,465.4597975,-0.102549825,0.044447088,-2.307233821,0.021041789,0.096979664,no
AT1G78210,490.0670513,0.210834101,0.091388493,2.307009281,0.021054303,0.09699933,no
AT5G49900,111.4986262,0.155175917,0.06727983,2.30642552,0.021086867,0.097127389,no
AT2G32260,748.8968976,0.087475677,0.037929929,2.306244152,0.021096994,0.097152062,no
AT1G16840,288.1032593,0.116382799,0.050481219,2.30546727,0.021140418,0.097304314,no
AT4G01700,126.7810479,0.319639042,0.138651002,2.305349679,0.021146997,0.097304314,no
AT5G11600,149.8858061,0.155547386,0.067473495,2.30531094,0.021149165,0.097304314,no
AT5G20960,227.0241024,0.289152198,0.125422358,2.305427848,0.021142623,0.097304314,no
AT1G34580,78.16552044,0.231994745,0.100649355,2.304979941,0.021167697,0.097345597,no
AT3G25870,60.40378845,0.204286043,0.08862558,2.305046045,0.021163995,0.097345597,no
AT1G48850,1699.404425,-0.099152187,0.043019329,-2.304828745,0.021176167,0.097362564,no
AT1G77400,57.47252123,-0.21779877,0.094524379,-2.30415447,0.021213974,0.097473688,no
AT5G01450,192.4719155,0.126700156,0.05498612,2.304220691,0.021210258,0.097473688,no
AT5G15190,31.98644643,0.406042476,0.176222878,2.304141664,0.021214693,0.097473688,no
AT3G13930,1571.874028,-0.089421602,0.038816807,-2.303682598,0.021240467,0.097570104,no
AT5G18040,191.178537,-0.121356463,0.052684255,-2.303467387,0.02125256,0.097581637,no
AT5G61530,452.2850899,0.121330231,0.052671706,2.303518142,0.021249708,0.097581637,no
AT4G00238,253.3305936,-0.103158064,0.044795179,-2.302883155,0.021285418,0.097710479,no
AT5G42020,3107.456358,-0.160173928,0.06956668,-2.302451812,0.021309706,0.09779993,no
AT1G21110,13.92430992,0.673854136,0.292724663,2.302006699,0.021334794,0.097893015,no
AT1G65710,45.51361528,-0.239033186,0.10385128,-2.301687434,0.021352805,0.097943173,no
AT3G54300,363.5503048,0.09122457,0.039634553,2.301642467,0.021355343,0.097943173,no
AT1G11660,588.0909205,-0.078183401,0.033974898,-2.301210739,0.021379722,0.098018802,no
AT1G59760,599.3405619,-0.073966487,0.032146402,-2.300925872,0.021395821,0.098018802,no
AT3G57580,45.84779728,0.23715763,0.10307058,2.300924568,0.021395895,0.098018802,no
AT3G62500,45.388392,-0.223872247,0.097295163,-2.300959682,0.02139391,0.098018802,no
AT4G34110,6407.596613,-0.05386072,0.023408133,-2.300940463,0.021394997,0.098018802,no
AT2G42510,59.20718272,-0.220132946,0.095681292,-2.300689521,0.021409187,0.098057638,no
AT4G09670,869.3520602,-0.089600164,0.038947187,-2.300555449,0.021416772,0.098070325,no
AT1G03780,99.49131161,-0.186898949,0.081247187,-2.300374391,0.021427018,0.098073149,no
AT4G30510,105.8848165,0.164009195,0.071295072,2.30042822,0.021423972,0.098073149,no
AT1G80230,500.6910679,-0.092805545,0.040351307,-2.299938995,0.021451676,0.098163951,no
AT3G17609,690.4058022,-0.157602963,0.068537389,-2.299518039,0.02147554,0.098191897,no
AT3G53850,150.5319165,-0.148939208,0.064770508,-2.29949112,0.021477067,0.098191897,no
AT5G22540,6.549465332,0.665376912,0.289341164,2.299627549,0.02146933,0.098191897,no
AT5G63770,485.5048123,0.097967189,0.042600127,2.299692422,0.021465652,0.098191897,no
AT3G16950,779.1872379,-0.077876435,0.033870759,-2.299223217,0.021492267,0.098222993,no
AT4G00330,679.2452719,0.145841261,0.063431272,2.299201263,0.021493513,0.098222993,no
AT3G51895,1038.406408,-0.235316541,0.1023549,-2.299025652,0.021503483,0.098246509,no
AT5G04620,184.5546173,-0.119709103,0.052086334,-2.298282352,0.021545724,0.098417428,no
AT5G11750,215.8603057,-0.111149865,0.048368502,-2.2979803,0.02156291,0.098473847,no
AT1G22450,1052.380208,-0.061405938,0.026726834,-2.297538816,0.021588051,0.098544471,no
AT1G64330,620.4935001,0.121844863,0.053031229,2.297605863,0.021584232,0.098544471,no
AT2G25180,328.683011,0.106223247,0.046239265,2.297252067,0.021604394,0.098561343,no
AT3G56210,394.0553015,-0.099908249,0.043489422,-2.297300015,0.021601661,0.098561343,no
AT3G57120,96.64398946,0.179417275,0.078101937,2.297219268,0.021606265,0.098561343,no
AT3G49601,867.0389163,0.066484367,0.028948521,2.296641245,0.021639244,0.098689681,no
AT5G20540,125.9287783,-0.139111536,0.060574829,-2.296523798,0.02164595,0.098698167,no
AT1G66080,130.1236021,-0.21600724,0.094068413,-2.296278127,0.021659984,0.098698412,no
AT4G16450,742.3593506,-0.086515363,0.037676503,-2.296268376,0.021660541,0.098698412,no
AT5G10745,221.2789942,0.155617555,0.067768183,2.296321798,0.021657489,0.098698412,no
AT3G58930,120.7061299,-0.147139958,0.064082571,-2.296099484,0.021670194,0.09872031,no
AT1G75860,246.3598875,0.181617923,0.079105683,2.295889703,0.021682189,0.098730789,no
AT5G67470,535.1247533,0.19597952,0.085358639,2.295954137,0.021678504,0.098730789,no
AT2G16500,4540.017092,-0.104408451,0.04548223,-2.295587763,0.021699463,0.098787363,no
AT2G40740,6.49815704,1.033688114,0.450380105,2.295146039,0.021724756,0.098880411,no
AT1G50740,127.9647378,0.202408425,0.088199319,2.294897813,0.021738981,0.098923049,no
AT3G13437,25.14017507,0.3739015,0.162942581,2.294682564,0.021751323,0.098957101,no
AT4G35740,138.715268,0.154144257,0.067181918,2.294430728,0.02176577,0.098982354,no
AT5G10290,373.8470949,0.188399654,0.082112234,2.294416387,0.021766593,0.098982354,no
AT3G20310,459.6810184,0.086123175,0.037537484,2.29432467,0.021771857,0.098984191,no
AT3G20930,400.0736831,-0.091671878,0.039968636,-2.293595385,0.021813751,0.099152527,no
AT1G51860,17.00447198,0.775022974,0.338044118,2.292668123,0.021867119,0.09933472,no
AT3G14340,46.22938762,0.341936173,0.149144855,2.292644773,0.021868464,0.09933472,no
AT5G04040,466.3404388,0.112321014,0.048990992,2.292687075,0.021866027,0.09933472,no
AT3G14410,166.4215613,0.13014014,0.056770103,2.292406281,0.02188221,0.099374995,no
AT1G03750,76.41079346,0.176018857,0.076789049,2.292239056,0.021891852,0.099396623,no
AT2G07015,299.3150908,-0.18969307,0.082766764,-2.291899074,0.021911468,0.099463511,no
AT5G08170,436.799577,-0.09447642,0.041224368,-2.291761493,0.02191941,0.099477393,no
AT1G79430,218.069567,-0.118563316,0.051748767,-2.291133163,0.021955713,0.099619952,no
AT4G35490,643.3361426,-0.134850007,0.05887008,-2.290637397,0.021984394,0.099727871,no
AT3G14440,141.8257552,0.500101602,0.218353826,2.290326716,0.022002384,0.09976504,no
AT5G37930,178.1729949,0.132671502,0.05792476,2.290410919,0.021997507,0.09976504,no
AT2G42530,847.59095,0.212721684,0.09289106,2.290012458,0.022020594,0.099825388,no
AT5G53330,320.5371812,0.095007846,0.041492113,2.289780842,0.022034024,0.099864042,no
AT3G13790,444.8262004,0.367773861,0.160660445,2.28913757,0.022071361,0.099988761,no
AT4G34310,335.2462801,0.097968009,0.042796102,2.289180672,0.022068857,0.099988761,no
AT5G17890,753.2372199,0.073424599,0.032082884,2.288591011,0.022103127,0.100110403,no
AT1G62290,83.02871379,0.230990136,0.100943836,2.288303542,0.02211985,0.100163876,no
AT4G00026,327.3722169,-0.105200526,0.045978653,-2.288029752,0.022135789,0.100213768,no
AT1G65220,987.5329055,0.081594679,0.035671718,2.287377306,0.02217381,0.100362513,no
AT5G15390,364.4127561,-0.090142144,0.039409901,-2.287296904,0.022178499,0.100362513,no
AT1G72300,434.0082629,-0.090956822,0.039773457,-2.286872406,0.022203272,0.100429988,no
AT5G40160,301.9410229,-0.103665235,0.045329914,-2.286905633,0.022201332,0.100429988,no
AT1G45249,526.70059,-0.121871299,0.053301799,-2.286438749,0.022228604,0.100522246,no
AT5G07810,70.4321676,-0.217380973,0.095083027,-2.286222671,0.022241235,0.100557043,no
AT3G53560,686.2302853,-0.08062509,0.035267001,-2.286134026,0.022246419,0.100558158,no
AT4G38540,66.77460517,0.447419064,0.195738802,2.285796473,0.022266168,0.100580464,no
AT5G48657,33.09470468,0.490939215,0.214776402,2.285815437,0.022265058,0.100580464,no
AT5G65630,976.4388959,-0.079202918,0.034648542,-2.285894647,0.022260423,0.100580464,no
AT1G05523,834.9766482,-0.159098892,0.069613863,-2.285448395,0.022286549,0.100650207,no
AT1G01190,55.92922505,-0.270880118,0.11856126,-2.284727052,0.022328837,0.100818834,no
AT4G35560,224.1130391,-0.158007253,0.069162452,-2.284581419,0.022337384,0.100835068,no
AT1G29900,2235.5248,-0.105357055,0.046126968,-2.284066344,0.022367632,0.100949243,no
AT3G56840,228.2496336,-0.104450622,0.045746386,-2.283254056,0.022415408,0.1011325,no
AT5G09380,104.2905424,-0.153173171,0.067086847,-2.283207178,0.022418167,0.1011325,no
AT1G73760,386.5928137,-0.101099579,0.044284682,-2.282946939,0.022433494,0.101179231,no
AT2G01670,960.5857479,0.118837095,0.052056357,2.282854606,0.022438934,0.101181362,no
AT1G05120,304.7559854,0.089724601,0.039309532,2.282515114,0.022458946,0.101181999,no
AT1G64630,255.830525,-0.104219683,0.04565694,-2.282669024,0.022449872,0.101181999,no
AT3G53810,192.7150156,0.142236053,0.062312001,2.282643,0.022451406,0.101181999,no
AT5G51820,1950.876376,-0.114837835,0.05031069,-2.282573247,0.022455518,0.101181999,no
AT1G51170,135.2140226,-0.150581784,0.065979693,-2.2822444,0.022474915,0.10123155,no
AT3G13100,158.9684568,0.190539701,0.083515469,2.281489921,0.022519472,0.101364998,no
AT3G18773,51.00342142,0.343884808,0.150720497,2.281606118,0.022512605,0.101364998,no
AT5G51450,328.4904196,0.10649342,0.04667572,2.281559228,0.022515376,0.101364998,no
AT2G35350,93.40471648,-0.168837222,0.074007096,-2.281365329,0.022526838,0.101375748,no
AT3G21295,153.5686294,0.13219684,0.057949645,2.281236401,0.022534462,0.101387656,no
AT2G44065,238.0944975,-0.107530905,0.047151025,-2.280563457,0.022574292,0.101544429,no
AT4G03585,932.0258693,0.141724889,0.062147236,2.280469715,0.022579845,0.101546982,no
AT1G01390,113.4941109,-0.166019309,0.072804065,-2.28035769,0.022586483,0.101554411,no
AT4G02230,1752.205238,-0.11891791,0.052167113,-2.279557055,0.022633972,0.101745476,no
AT5G60490,83.25028788,-0.224190461,0.098372947,-2.278984899,0.022667963,0.101875788,no
AT3G47390,360.3973271,-0.082220914,0.036095524,-2.277870072,0.02273432,0.102151473,no
AT2G15890,157.6497518,0.252715893,0.110957963,2.277582305,0.022751476,0.102206012,no
AT2G02740,294.9688462,-0.139727429,0.061356343,-2.27731026,0.022767705,0.102236615,no
AT2G18915,315.4232771,0.122252295,0.053683003,2.277299831,0.022768327,0.102236615,no
AT5G23480,77.59631636,-0.207011983,0.090926187,-2.276703662,0.022803928,0.102373903,no
AT4G13830,759.7188988,0.112510844,0.049420714,2.276592841,0.022810551,0.102381071,no
AT3G08580,13672.56185,-0.086472485,0.037993507,-2.275980575,0.022847172,0.102522848,no
AT3G60690,282.1680552,0.14597245,0.064144598,2.275678001,0.022865289,0.102581543,no
AT5G66820,281.3633533,-0.112686914,0.049525247,-2.275342816,0.022885373,0.102649036,no
AT1G23380,39.97093562,0.298397474,0.131169137,2.274906128,0.022911562,0.102743877,no
AT1G01210,245.2350433,-0.159842591,0.070267395,-2.274776115,0.022919364,0.102756241,no
AT4G30980,33.00606519,-0.264437944,0.116257647,-2.274585371,0.022930814,0.102784954,no
AT1G80080,157.0128543,-0.232008482,0.102008178,-2.274410604,0.02294131,0.102809375,no
AT4G17215,10.06210509,0.555489873,0.244280107,2.273987356,0.022966747,0.102900726,no
AT4G31910,9.596423155,-0.477986895,0.210220562,-2.273739979,0.022981625,0.102922106,no
AT5G11840,670.1765084,0.095673742,0.04207621,2.273820344,0.022976791,0.102922106,no
AT4G21192,144.8642806,0.137826493,0.060641825,2.272795922,0.023038481,0.103154051,no
AT3G18190,1395.733574,-0.08521999,0.037498857,-2.272602348,0.023050154,0.103183635,no
AT2G45560,1078.367057,-0.124047505,0.054590046,-2.272346575,0.023065586,0.103230027,no
AT1G13180,139.0774496,0.136257548,0.05997487,2.271910681,0.023091906,0.103315465,no
AT1G75770,89.08685133,-0.17684513,0.077844355,-2.271778477,0.023099893,0.103315465,no
AT5G46880,167.0371741,-0.14156879,0.062315267,-2.27181551,0.023097656,0.103315465,no
AT4G01730,75.42450529,-0.238254165,0.104885229,-2.271570229,0.023112481,0.103349069,no
AT1G54360,429.6060362,-0.087500045,0.038521399,-2.271465948,0.023118786,0.103354573,no
AT4G15545,4139.560581,-0.087519655,0.038540165,-2.270868725,0.023154926,0.103493424,no
AT4G29590,779.7710871,-0.094748722,0.041733528,-2.270326176,0.0231878,0.10361762,no
AT1G21690,245.4583209,-0.105352094,0.046418172,-2.269630381,0.023230019,0.10378351,no
AT5G63280,130.5666877,0.137792244,0.060721124,2.269263741,0.023252292,0.103860238,no
AT4G30520,230.1827118,-0.122625475,0.054061024,-2.26827881,0.023312219,0.10410508,no
AT1G53510,1320.258675,0.172221978,0.075937728,2.267936928,0.023333051,0.104175271,no
AT1G09350,123.5417504,0.24286741,0.107130034,2.267033809,0.02338816,0.104321854,no
AT1G60220,364.0806636,0.08619166,0.038022074,2.266884754,0.023397267,0.104321854,no
AT2G26830,225.4586657,0.107757781,0.04753678,2.266829647,0.023400634,0.104321854,no
AT3G19010,703.579763,0.252660666,0.111437437,2.26728713,0.023372691,0.104321854,no
AT3G51040,192.3812045,0.110810468,0.048883845,2.266811624,0.023401736,0.104321854,no
AT3G55280,1260.546966,-0.104166034,0.045951405,-2.266873746,0.023397939,0.104321854,no
AT5G58140,6924.533653,-0.103548944,0.045673407,-2.267160481,0.023380424,0.104321854,no
AT1G25390,365.4891853,0.103659722,0.045743607,2.266102925,0.023445082,0.104325329,no
AT1G26940,110.5786666,0.147049936,0.064891739,2.266081001,0.023446424,0.104325329,no
AT1G31350,166.5357574,-0.144505787,0.06375421,-2.266607764,0.023414197,0.104325329,no
AT2G29470,26.10879414,1.443723737,0.637068299,2.266199305,0.023439183,0.104325329,no
AT2G32150,589.9767176,0.276518478,0.12202268,2.266123626,0.023443815,0.104325329,no
AT2G46910,754.4518951,-0.077190059,0.034061993,-2.266163928,0.023441348,0.104325329,no
AT3G01470,886.5664869,-0.12760335,0.056302157,-2.266402494,0.023426751,0.104325329,no
AT4G23220,129.8251901,0.497407934,0.219504856,2.266045243,0.023448613,0.104325329,no
AT5G07270,393.7886824,0.080972701,0.035724876,2.266563512,0.023416903,0.104325329,no
AT1G65060,1228.030795,-0.178802186,0.078938249,-2.265089326,0.023507199,0.10456314,no
AT1G49510,551.8937017,-0.102568358,0.045288672,-2.264768478,0.023526891,0.104604283,no
AT3G14130,96.01987438,0.168395559,0.07435708,2.264687629,0.023531855,0.104604283,no
AT4G34950,4089.596101,0.361517408,0.159621711,2.264838577,0.023522587,0.104604283,no
AT1G54320,696.5734832,0.075336213,0.033276296,2.2639603,0.023576557,0.104780123,no
AT4G28450,398.9702867,-0.096320251,0.042547042,-2.263853084,0.023583152,0.104786572,no
AT4G11090,207.8190719,0.123409981,0.054520442,2.263554305,0.023601541,0.104845406,no
AT4G38890,720.9764915,-0.082601496,0.036493442,-2.263461349,0.023607265,0.104847965,no
AT1G62610,175.3153075,0.150643556,0.066562826,2.263178481,0.023624689,0.104883701,no
AT2G01540,98.02459046,0.159254339,0.070368021,2.263163542,0.02362561,0.104883701,no
AT2G20100,127.6863136,-0.143759928,0.063524741,-2.263054155,0.023632351,0.104890767,no
AT5G27470,1170.390085,-0.075644694,0.033427546,-2.262944863,0.023639088,0.104897811,no
AT1G61255,10.99388672,0.549057135,0.242651188,2.262742419,0.023651572,0.104922868,no
AT3G27570,983.0494691,-0.08341129,0.036863834,-2.262686237,0.023655038,0.104922868,no
AT1G11905,122.5017277,0.155885514,0.06891823,2.261890867,0.023704147,0.105086804,no
AT1G44920,1704.185067,-0.063454782,0.028053347,-2.261932705,0.023701561,0.105086804,no
AT2G37280,46.9013772,0.333475274,0.14743559,2.261837005,0.023707476,0.105086804,no
AT2G38000,211.1651286,0.120677941,0.053360952,2.261540244,0.023725824,0.105143848,no
AT3G59870,307.2405345,-0.093248572,0.041235279,-2.26137846,0.023735831,0.105143848,no
AT3G59880,50.67577422,0.293974208,0.129996271,2.261404922,0.023734194,0.105143848,no
AT1G02930,739.6484503,0.504946168,0.223347065,2.260813981,0.023770778,0.105252873,no
AT1G04630,385.6641123,-0.113640417,0.050263517,-2.260892642,0.023765906,0.105252873,no
AT4G33510,2003.475662,-0.100387446,0.044408259,-2.260558005,0.023786641,0.105300217,no
AT5G61480,469.7657347,-0.137751475,0.060952005,-2.259999064,0.023821309,0.105430774,no
AT5G22620,1022.094836,-0.068692776,0.030400272,-2.259610543,0.023845433,0.105514615,no
AT2G46070,175.0281991,-0.137999515,0.061080371,-2.259310364,0.023864086,0.105574217,no
AT1G18830,10.12897677,-0.485479386,0.214926922,-2.258811426,0.023895117,0.105606412,no
AT1G21670,339.0452371,0.183457287,0.081222734,2.258693811,0.023902438,0.105606412,no
AT1G67120,980.7862615,-0.169254209,0.074944915,-2.258381498,0.023921885,0.105606412,no
AT2G39390,1113.423253,-0.13111261,0.058046596,-2.258747627,0.023899088,0.105606412,no
AT3G10985,479.7470316,0.262130185,0.116065218,2.258473208,0.023916173,0.105606412,no
AT4G01920,40.70561223,0.275118172,0.121810258,2.258579659,0.023909544,0.105606412,no
AT4G13870,74.46633642,0.176901714,0.078331931,2.258360195,0.023923212,0.105606412,no
AT4G14010,30.44953564,-0.702204767,0.310905905,-2.258576486,0.023909742,0.105606412,no
AT5G10625,25.55989905,0.826127407,0.365693856,2.259068324,0.023879135,0.105606412,no
AT5G16520,212.4386717,0.108153009,0.047878896,2.258886871,0.023890423,0.105606412,no
AT2G03220,261.8068965,0.112688463,0.049902167,2.258187779,0.023933955,0.105630941,no
AT5G60300,324.2683246,0.232632783,0.103026362,2.257992792,0.023946109,0.105661687,no
AT1G08010,218.9481495,-0.108510859,0.04805848,-2.257892037,0.023952391,0.105666516,no
AT2G33250,549.5031524,-0.086043404,0.038110282,-2.257747757,0.02396139,0.105683324,no
AT1G66530,333.7999292,-0.091967209,0.04073562,-2.257660709,0.023966821,0.105684391,no
AT5G56320,15.07406036,-0.383586309,0.169910672,-2.257576316,0.023972087,0.105684732,no
AT4G32250,497.2809546,0.142553847,0.063159843,2.257032961,0.024006015,0.105788515,no
AT4G37770,10.44109766,0.720668757,0.319296442,2.25705226,0.024004809,0.105788515,no
AT3G51470,107.2251607,-0.157263441,0.069684917,-2.256778752,0.024021903,0.105835631,no
AT1G02230,20.62955406,-0.566640792,0.251113228,-2.256515108,0.02403839,0.105885366,no
AT2G34900,275.8357748,-0.101202074,0.044862865,-2.255809401,0.02408257,0.106057036,no
AT4G31870,520.6754251,-0.152941246,0.067829728,-2.254781945,0.024147019,0.106317874,no
AT5G58260,1358.634489,-0.087010239,0.038592924,-2.254564565,0.024160674,0.106355004,no
AT3G24840,225.3802796,0.125006237,0.055450222,2.254386586,0.024171858,0.106381247,no
AT3G55400,1225.866465,-0.074349187,0.032984127,-2.254089907,0.024190512,0.106440345,no
AT3G04240,1437.400027,0.090765549,0.040272323,2.253794695,0.024209087,0.106499067,no
AT1G56610,166.9304235,0.123306655,0.054714198,2.253650061,0.024218191,0.106516113,no
AT2G25520,1363.363199,0.092917249,0.041231427,2.25355403,0.024224238,0.106519707,no
AT1G26340,194.6037746,-0.109891149,0.048770197,-2.253243894,0.024243775,0.106582606,no
AT4G37310,833.9009507,-0.252991011,0.112293126,-2.252951892,0.024262182,0.106640512,no
AT1G21651,146.9106988,0.138200319,0.061351718,2.252590863,0.024284958,0.106717588,no
AT5G08150,6.773193582,0.612513894,0.271956284,2.2522513,0.024306396,0.106788755,no
AT4G28550,122.1754964,0.143921804,0.063908636,2.251993051,0.024322711,0.106834579,no
AT4G30860,58.99531752,-0.199996961,0.088811745,-2.251920185,0.024327316,0.106834579,no
AT3G07000,7.160580284,0.600312084,0.266600281,2.25173087,0.024339285,0.106864098,no
AT2G32070,419.3672359,0.130852252,0.058117252,2.251521666,0.024352516,0.106899149,no
AT1G24190,905.1202802,0.066992909,0.029756179,2.251394898,0.024360537,0.106910382,no
AT5G42960,383.4020341,-0.096312664,0.042780619,-2.251315319,0.024365573,0.106910382,no
AT1G20560,548.2794905,0.086739742,0.038541226,2.250570354,0.024412763,0.107081336,no
AT3G52250,998.1026565,-0.074020373,0.032890133,-2.25053429,0.024415049,0.107081336,no
AT1G02180,69.62940884,-0.187261312,0.083217996,-2.250250206,0.024433067,0.107137289,no
AT2G03590,24.71465832,0.385807283,0.171458553,2.250148952,0.024439492,0.107142394,no
AT4G14970,87.63018287,-0.174055429,0.077356808,-2.250033748,0.024446803,0.107151385,no
AT1G69260,101.4151796,0.570955413,0.253823208,2.249421624,0.024485684,0.107243856,no
AT2G28290,2429.884132,-0.091033503,0.040470665,-2.249370061,0.024488962,0.107243856,no
AT3G08960,649.3204454,-0.069893181,0.031070692,-2.249489058,0.024481398,0.107243856,no
AT3G52580,648.6567278,-0.125128439,0.055623593,-2.249556953,0.024477084,0.107243856,no
AT5G13320,141.9995038,0.304804883,0.135530775,2.248971744,0.024514294,0.107313701,no
AT5G43620,40.60031621,0.312647669,0.139019173,2.248953599,0.024515448,0.107313701,no
AT5G26240,665.1097776,0.073965228,0.032893132,2.248652618,0.024534606,0.107374485,no
AT2G41820,527.1946522,-0.120935465,0.053786116,-2.248451344,0.024547424,0.107407506,no
