"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT1G60960",1611.93099164997,1.19490508802871,0.116278427307107,10.2762405349085,9.01767451935799e-25,1.7614223638662e-20
"AT1G10970",513.279318747776,1.2876594116196,0.130766221862927,9.84703383851958,7.05966773639509e-23,6.89482449475026e-19
"AT1G05300",419.878308064729,1.42420544745756,0.155755660019121,9.14384393660379,6.02710334665896e-20,3.92424698900965e-16
"AT5G27920",222.480462869068,1.06197582364625,0.11836010898256,8.97241336439394,2.9008744342105e-19,1.41656950808584e-15
"AT5G50400",1741.45118778693,0.705967626197916,0.0800954236546481,8.81408192859902,1.20669791151069e-18,4.71408606110765e-15
"AT2G28190",10386.7011882053,-0.503891024872581,0.0616818503113058,-8.16919437937519,3.10455602887763e-16,1.01068821520111e-12
"AT1G20380",438.782625903219,0.932091120122667,0.119169594281119,7.82155151022736,5.21762127323722e-15,1.45593994757347e-11
"AT1G12520",2241.14031989081,-0.395077876263216,0.0531145384919645,-7.43822477762818,1.02047316318107e-13,2.49161278705198e-10
"AT1G53910",2379.01465448108,0.342949173461961,0.0472862653265345,7.25261703570226,4.08794737528949e-13,8.87220845350328e-10
"AT1G77920",449.01538491219,0.453328541557622,0.0636866871046751,7.11810524564629,1.09420808127967e-12,2.13731664516358e-09
"AT3G55240",538.84358396739,0.611470795542293,0.0874382703652241,6.99317121654189,2.6874120329624e-12,4.77211083998678e-09
"AT1G71030",1475.50334544412,0.605350502085496,0.0869921135076775,6.9586825480688,3.43469480330784e-12,5.59082446608434e-09
"AT2G29670",4582.92979103378,0.274905113229022,0.0406454892504292,6.76348392647579,1.34712325612224e-11,2.0241045047566e-08
"AT4G33020",24.916746309944,4.03185708756272,0.599139606312716,6.729411718207,1.7035040438854e-11,2.37675317780097e-08
"AT1G35350",772.449971848002,0.427220269638527,0.0640615945373412,6.66889846754442,2.57730469550639e-11,3.35616617448842e-08
"AT4G14340",810.683558416121,0.207769050995673,0.0312181289062039,6.65539730519801,2.8253577624001e-11,3.44923207331008e-08
"AT1G58180",566.272352425563,0.555725036034727,0.0852624029960281,6.51782047546344,7.1336295423802e-11,8.19654034419485e-08
"AT1G06670",2280.29246533751,-0.175563762217105,0.0271380204551019,-6.46929139535301,9.84635566993913e-11,1.05685888088914e-07
