"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043622","cortical microtubule organization","17/2306","52/17791",0.326923076923077,2.52224131029422,4.2421168707169,0.000190081946920777,0.00420583669826371,0.0036208223224124,"AT2G28620/AT5G15600/AT1G11160/AT5G65930/AT4G18570/AT1G20090/AT3G44200/AT3G23090/AT5G23290/AT5G66410/AT3G06030/AT4G16340/AT3G01015/AT5G23430/AT1G69230/AT1G80350/AT3G22480",17
"GO:0032544","plastid translation","10/2306","22/17791",0.454545454545455,3.50685957581014,4.54016749032486,0.000192047337820261,0.00420583669826371,0.0036208223224124,"AT1G09340/AT2G38140/AT3G63140/AT3G24506/AT3G56910/AT1G68590/AT2G33800/AT3G63190/AT5G54600/AT1G70200",10
"GO:0007052","mitotic spindle organization","12/2306","30/17791",0.4,3.08603642671292,4.41276529354265,0.0001968580704283,0.00426381600894702,0.00367073695234725,"AT2G28620/AT2G25880/AT1G03780/AT5G15510/AT4G32830/AT4G22860/AT5G60930/AT4G11990/AT4G09550/AT3G01015/AT2G36200/AT2G37420",12
"GO:0006399","tRNA metabolic process","40/2306","175/17791",0.228571428571429,1.7634493866931,3.91658579777513,0.000211823597115982,0.00451964917590007,0.00389098479080932,"AT4G04350/AT4G17300/AT1G11870/AT2G04842/AT5G57980/AT4G26300/AT5G20040/AT2G31170/AT3G56120/AT3G58140/AT3G48110/AT1G66520/AT2G25840/AT4G33760/AT1G76120/AT4G32915/AT5G49030/AT5G52520/AT3G13490/AT2G13440/AT1G08540/AT4G36390/AT1G60230/AT3G63510/AT2G32415/AT5G15390/AT5G64050/AT3G62120/AT2G40570/AT1G48520/AT1G66530/AT5G26710/AT5G26110/AT4G32720/AT4G38160/AT5G17660/AT5G15810/AT3G16260/AT3G06950/AT3G56330",40
"GO:0031122","cytoplasmic microtubule organization","19/2306","62/17791",0.306451612903226,2.36430210111071,4.15265922343704,0.000213255897188588,0.00451964917590007,0.00389098479080932,"AT2G28620/AT5G15600/AT1G11160/AT5G65930/AT4G18570/AT1G20090/AT3G44200/AT3G23090/AT5G23290/AT5G66410/AT3G06030/AT4G16340/AT3G01015/AT5G17410/AT5G23430/AT1G69230/AT3G43610/AT1G80350/AT3G22480",19
"GO:0030388","fructose 1,6-bisphosphate metabolic process","7/2306","12/17791",0.583333333333333,4.50046978895635,4.68085634120327,0.000265673511140844,0.00551202621535371,0.00474532631533562,"AT3G54050/AT3G55800/AT4G38970/AT4G26520/AT2G21330/AT1G43670/AT4G26530",7
"GO:0032506","cytokinetic process","7/2306","12/17791",0.583333333333333,4.50046978895635,4.68085634120327,0.000265673511140844,0.00551202621535371,0.00474532631533562,"AT3G05330/AT5G18700/AT1G72670/AT2G26180/AT3G23670/AT4G14150/AT1G17480",7
"GO:0006633","fatty acid biosynthetic process","36/2306","154/17791",0.233766233766234,1.80352778184521,3.86465669428224,0.000270122148061972,0.00554594535239737,0.0047745274416217,"AT2G22230/AT1G62640/AT1G24360/AT1G54580/AT1G74960/AT2G26640/AT5G35360/AT2G05990/AT4G25050/AT1G30120/AT5G10480/AT4G30950/AT5G04530/AT2G16280/AT5G46290/AT2G30200/AT1G52670/AT1G54630/AT5G10280/AT3G56130/AT1G06080/AT1G06360/AT1G25450/AT1G06090/AT3G23840/AT3G15850/AT4G34250/AT5G15530/AT1G06120/AT5G10160/AT4G13050/AT3G06650/AT5G16390/AT5G02890/AT2G32720/AT1G19440",36
"GO:0018198","peptidyl-cysteine modification","10/2306","23/17791",0.434782608695652,3.35438742034013,4.3599809783965,0.000300454377251552,0.00610510904703927,0.00525591379413459,"AT1G09340/AT4G21280/AT4G20360/AT3G26650/AT4G05180/AT3G52960/AT3G12780/AT1G32060/AT3G62410/AT1G02560",10
"GO:0140014","mitotic nuclear division","19/2306","64/17791",0.296875,2.290417660451,3.99084337193118,0.00033624599517011,0.00676266180081925,0.0058220036972526,"AT2G28620/AT2G33560/AT1G03780/AT3G19590/AT5G05510/AT5G15510/AT4G22860/AT4G11990/AT3G57060/AT4G09550/AT1G03180/AT3G01015/AT3G25980/AT2G32590/AT2G36200/AT2G20635/AT2G37420/AT5G37630/AT2G39090",19
"GO:0010374","stomatal complex development","22/2306","80/17791",0.275,2.12165004336513,3.88009938806781,0.000395192945381586,0.0078679322762334,0.00677353565077211,"AT1G12860/AT1G75640/AT1G80080/AT5G60880/AT5G67260/AT1G34245/AT3G26744/AT5G62230/AT5G53210/AT4G12970/AT3G14000/AT3G22760/AT5G55480/AT2G26330/AT1G33240/AT3G01500/AT1G04110/AT1G71866/AT1G15570/AT1G76950/AT3G50070/AT2G20875",22
"GO:0017148","negative regulation of translation","12/2306","32/17791",0.375,2.89315915004337,4.13632715409153,0.000400544303576544,0.00789472822349369,0.00679660439331989,"AT3G24830/AT1G78630/AT1G18080/AT3G07110/AT1G48630/AT3G12930/AT5G48760/AT1G20340/AT4G13170/AT2G32550/AT3G49100/AT3G18130",12
"GO:0010206","photosystem II repair","7/2306","13/17791",0.538461538461538,4.15427980519047,4.39028244755449,0.000511186643924224,0.00997573143737273,0.00858814872335434,"AT4G02530/AT1G05385/AT1G03600/AT1G55480/AT5G39830/AT2G47940/AT1G54780",7
"GO:0045037","protein import into chloroplast stroma","12/2306","33/17791",0.363636363636364,2.80548766064811,4.00605114345994,0.000555804868004596,0.0107401117140888,0.0092462068856905,"AT2G20890/AT1G06950/AT5G01590/AT4G23940/AT5G22640/AT2G24020/AT3G46740/AT2G15290/AT5G23040/AT5G64580/AT1G04940/AT1G79560",12
"GO:0051053","negative regulation of DNA metabolic process","11/2306","29/17791",0.379310344827586,2.92641385291743,4.00649568534711,0.000621721536719918,0.011897215037621,0.0102423619539347,"AT1G48620/AT1G14900/AT3G18035/AT2G30620/AT3G48160/AT1G06760/AT1G20330/AT1G33240/AT5G13060/AT1G14410/AT1G08390",11
"GO:0000911","cytokinesis by cell plate formation","19/2306","67/17791",0.283582089552239,2.18786164580394,3.75910460650165,0.000634895237795124,0.012032485708598,0.0103588170377099,"AT3G05330/AT4G00100/AT2G28620/AT5G50375/AT1G53140/AT1G18370/AT5G18700/AT1G02730/AT4G26760/AT5G51600/AT3G23670/AT4G14150/AT3G58650/AT1G50240/AT5G66410/AT2G35190/AT1G09630/AT3G17360/AT3G19050",19
"GO:0016125","sterol metabolic process","13/2306","38/17791",0.342105263157895,2.63937325968868,3.90387397532431,0.000650737994914608,0.0122152817902542,0.0105161869453869,"AT4G34640/AT1G11680/AT5G48230/AT1G20050/AT1G20330/AT5G50375/AT1G76090/AT3G52940/AT2G17370/AT1G07420/AT5G13710/AT4G22756/AT1G58440",13
"GO:0022618","protein-RNA complex assembly","28/2306","116/17791",0.241379310344828,1.86226336094745,3.59543330161613,0.000722934362407523,0.0134424870594833,0.0115726930705157,"AT1G04270/AT3G02080/AT2G43460/AT2G36160/AT5G64140/AT5G39740/AT5G61170/AT1G72370/AT2G37270/AT3G52580/AT5G47930/AT3G11510/AT3G61110/AT3G25520/AT1G54385/AT5G09510/AT3G11940/AT4G30330/AT1G09150/AT4G30220/AT3G04770/AT2G23930/AT4G02840/AT2G47640/AT5G66470/AT2G45710/AT1G52930/AT5G11900",28
"GO:0000470","maturation of LSU-rRNA","12/2306","34/17791",0.352941176470588,2.72297331768787,3.8805674255209,0.000758610592324517,0.0139740324997348,0.0120303027528492,"AT2G47610/AT3G09500/AT2G39390/AT2G01250/AT3G62870/AT2G44120/AT5G02610/AT5G06360/AT3G55170/AT5G14520/AT3G18600/AT1G22270",12
"GO:0000280","nuclear division","39/2306","180/17791",0.216666666666667,1.6716030644695,3.49477269452096,0.00077678538422732,0.0141763332621486,0.0122044643213883,"AT5G44040/AT1G01370/AT2G28620/AT2G33560/AT3G44960/AT3G27730/AT2G33400/AT1G03780/AT3G19590/AT5G05510/AT1G01690/AT1G04030/AT5G15510/AT2G30820/AT5G51600/AT3G23670/AT4G14150/AT2G33793/AT4G22860/AT1G64625/AT4G11990/AT1G50240/AT5G66410/AT3G57060/AT4G09550/AT1G03180/AT5G04320/AT1G14750/AT3G01015/AT3G25980/AT2G32590/AT2G36200/AT2G20635/AT2G37420/AT2G42260/AT3G23890/AT4G15802/AT5G37630/AT2G39090",39
"GO:0048825","cotyledon development","16/2306","53/17791",0.30188679245283,2.32908409563239,3.73938422239993,0.000790570155911428,0.0142955392412975,0.0123070892450915,"AT4G11140/AT1G73590/AT1G05470/AT3G14370/AT2G21050/AT1G53700/AT4G18570/AT4G24670/AT3G50870/AT2G26700/AT3G09070/AT4G23750/AT5G10250/AT4G31820/AT5G28640/AT2G46990",16
"GO:0007346","regulation of mitotic cell cycle","20/2306","74/17791",0.27027027027027,2.085159747779,3.609744504536,0.000905591031739707,0.0162265447596269,0.0139694999345876,"AT2G29680/AT3G14190/AT4G14700/AT2G33560/AT1G50490/AT3G19590/AT1G63100/AT5G05510/AT4G37650/AT1G22920/AT2G20000/AT5G54260/AT1G03180/AT3G25980/AT1G15570/AT1G07270/AT1G20930/AT2G20635/AT2G39090/AT5G12360",20
"GO:0071826","protein-RNA complex organization","28/2306","118/17791",0.23728813559322,1.83069957516868,3.4937503920217,0.000961725151438964,0.0170771195809567,0.0147017633392092,"AT1G04270/AT3G02080/AT2G43460/AT2G36160/AT5G64140/AT5G39740/AT5G61170/AT1G72370/AT2G37270/AT3G52580/AT5G47930/AT3G11510/AT3G61110/AT3G25520/AT1G54385/AT5G09510/AT3G11940/AT4G30330/AT1G09150/AT4G30220/AT3G04770/AT2G23930/AT4G02840/AT2G47640/AT5G66470/AT2G45710/AT1G52930/AT5G11900",28
"GO:0048598","embryonic morphogenesis","12/2306","35/17791",0.342857142857143,2.64517408003965,3.75954539557226,0.00101967967987456,0.0178195042050091,0.0153408853525993,"AT1G73590/AT1G05470/AT1G74500/AT2G21050/AT4G18570/AT4G24670/AT3G46740/AT3G09070/AT4G00020/AT2G01830/AT5G10250/AT2G46990",12
"GO:0048767","root hair elongation","21/2306","80/17791",0.2625,2.02521140503036,3.54649132216319,0.00103005122687745,0.0178195042050091,0.0153408853525993,"AT3G60630/AT4G15290/AT4G16120/AT2G26420/AT1G20090/AT4G17810/AT1G75840/AT5G05500/AT2G02470/AT1G70940/AT5G63220/AT2G45890/AT5G60660/AT5G41950/AT1G12560/AT2G34180/AT4G34580/AT5G56540/AT1G04160/AT5G49270/AT1G63450",21
"GO:0033045","regulation of sister chromatid segregation","9/2306","22/17791",0.409090909090909,3.15617361822913,3.90504097614497,0.00103065625538865,0.0178195042050091,0.0153408853525993,"AT2G33560/AT1G50490/AT3G19590/AT5G05510/AT2G20000/AT1G08390/AT3G25980/AT2G20635/AT2G39090",9
"GO:0097435","supramolecular fiber organization","38/2306","177/17791",0.214689265536723,1.65634723467643,3.38651744914265,0.00107797967765242,0.0184756343013297,0.0159057504839881,"AT2G28620/AT5G15600/AT1G70340/AT1G11160/AT2G19760/AT4G35950/AT2G40820/AT1G23790/AT5G48460/AT5G65930/AT4G34970/AT5G51600/AT4G00680/AT1G01750/AT2G45800/AT4G18570/AT1G20090/AT2G31900/AT3G44200/AT5G48360/AT1G75840/AT3G23090/AT5G23290/AT5G54280/AT5G66410/AT3G06030/AT4G09550/AT4G16340/AT3G01015/AT5G17410/AT5G23430/AT1G69230/AT1G04160/AT3G43610/AT1G80350/AT4G34490/AT3G22480/AT2G29890",38
"GO:0010051","xylem and phloem pattern formation","19/2306","70/17791",0.271428571428571,2.09409614669805,3.53934107629503,0.00113855768639674,0.0193456655162756,0.0166547639788706,"AT1G73590/AT1G05470/AT1G20330/AT5G60690/AT2G21050/AT5G51590/AT4G24670/AT3G54720/AT2G01950/AT3G63300/AT3G09070/AT5G10250/AT1G48410/AT1G04550/AT3G51060/AT4G14740/AT2G46990/AT2G32010/AT5G47440",19
"GO:0007135","meiosis II","6/2306","11/17791",0.545454545454545,4.20823149097217,4.10731661820495,0.00121458176934861,0.0201171484654294,0.0173189368614768,"AT5G44040/AT3G44960/AT2G33400/AT1G04030/AT2G30820/AT5G04320",6
"GO:0010275","NAD(P)H dehydrogenase complex assembly","6/2306","11/17791",0.545454545454545,4.20823149097217,4.10731661820495,0.00121458176934861,0.0201171484654294,0.0173189368614768,"AT5G13120/AT1G51100/AT2G47910/AT5G39210/AT4G21445/AT1G70760",6
"GO:0061983","meiosis II cell cycle process","6/2306","11/17791",0.545454545454545,4.20823149097217,4.10731661820495,0.00121458176934861,0.0201171484654294,0.0173189368614768,"AT5G44040/AT3G44960/AT2G33400/AT1G04030/AT2G30820/AT5G04320",6
"GO:1901990","regulation of mitotic cell cycle phase transition","15/2306","50/17791",0.3,2.31452732003469,3.59192774172251,0.00122569340702392,0.020132014210368,0.0173317348431804,"AT2G29680/AT4G14700/AT2G33560/AT1G50490/AT3G19590/AT5G05510/AT1G22920/AT5G54260/AT1G03180/AT3G25980/AT1G15570/AT1G07270/AT1G20930/AT2G20635/AT2G39090",15
"GO:0009089","lysine biosynthetic process via diaminopimelate","7/2306","15/17791",0.466666666666667,3.60037583116508,3.88800442292573,0.00151306436227607,0.023865099271636,0.0205455633132405,"AT3G53580/AT4G33680/AT4G19710/AT5G52100/AT2G44040/AT3G59890/AT1G14810",7
"GO:0042793","plastid transcription","7/2306","15/17791",0.466666666666667,3.60037583116508,3.88800442292573,0.00151306436227607,0.023865099271636,0.0205455633132405,"AT1G01790/AT5G24314/AT4G20130/AT1G21600/AT1G69200/AT3G54090/AT3G17170",7
"GO:0046451","diaminopimelate metabolic process","7/2306","15/17791",0.466666666666667,3.60037583116508,3.88800442292573,0.00151306436227607,0.023865099271636,0.0205455633132405,"AT3G53580/AT4G33680/AT4G19710/AT5G52100/AT2G44040/AT3G59890/AT1G14810",7
