ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0071456,cellular response to hypoxia,132/2771,237/16827,0.556962025,3.382172501,16.39842047,1.07E-43,2.16E-40,1.90E-40,AT2G46400/AT5G26920/AT3G25250/AT3G46080/AT5G42050/AT1G27730/AT5G25250/AT5G59820/AT5G42380/AT5G19240/AT3G56400/AT4G12720/AT1G59660/AT1G19250/AT1G26380/AT1G76680/AT1G17290/AT1G73500/AT2G40140/AT1G19020/AT1G23710/AT3G08720/AT5G19550/AT1G57630/AT2G32210/AT1G72900/AT2G13790/AT5G27420/AT1G72920/AT2G32200/AT5G54490/AT5G63790/AT3G55980/AT1G63090/AT2G22500/AT4G13395/AT5G58070/AT4G24160/AT5G57220/AT4G20860/AT3G46090/AT1G66090/AT4G29780/AT2G46500/AT5G06320/AT4G27280/AT4G24570/AT4G17230/AT1G05880/AT5G45340/AT5G04340/AT1G07135/AT4G23570/AT1G66880/AT2G36800/AT5G03380/AT2G26560/AT2G23270/AT5G64905/AT1G25560/AT1G14540/AT1G72910/AT5G47910/AT1G72940/AT4G34150/AT3G56880/AT1G66180/AT1G09070/AT4G01360/AT5G58120/AT3G52800/AT2G26190/AT2G41100/AT5G66650/AT5G13190/AT3G04640/AT1G76600/AT5G35735/AT2G41010/AT1G61340/AT5G57510/AT5G24590/AT1G68690/AT1G76650/AT5G12030/AT4G26270/AT4G19880/AT1G15010/AT3G15210/AT5G45630/AT2G36460/AT1G50740/AT4G22780/AT5G63130/AT1G01720/AT4G24110/AT2G47730/AT5G20230/AT1G59860/AT2G41090/AT2G36220/AT1G21550/AT4G19520/AT2G01180/AT1G69890/AT2G40000/AT5G24530/AT2G16060/AT2G25735/AT1G07870/AT4G34131/AT4G33070/AT1G30040/AT5G57560/AT5G64260/AT1G32928/AT1G02360/AT3G18290/AT1G18300/AT4G11660/AT5G05410/AT1G14550/AT3G24500/AT4G30280/AT4G30370/AT2G36580/AT1G68840/AT4G31970/AT2G14247/AT1G68620/AT1G26410/AT3G14100,132
GO:0036294,cellular response to decreased oxygen levels,132/2771,239/16827,0.552301255,3.353869802,16.27279695,3.82E-43,2.56E-40,2.25E-40,AT2G46400/AT5G26920/AT3G25250/AT3G46080/AT5G42050/AT1G27730/AT5G25250/AT5G59820/AT5G42380/AT5G19240/AT3G56400/AT4G12720/AT1G59660/AT1G19250/AT1G26380/AT1G76680/AT1G17290/AT1G73500/AT2G40140/AT1G19020/AT1G23710/AT3G08720/AT5G19550/AT1G57630/AT2G32210/AT1G72900/AT2G13790/AT5G27420/AT1G72920/AT2G32200/AT5G54490/AT5G63790/AT3G55980/AT1G63090/AT2G22500/AT4G13395/AT5G58070/AT4G24160/AT5G57220/AT4G20860/AT3G46090/AT1G66090/AT4G29780/AT2G46500/AT5G06320/AT4G27280/AT4G24570/AT4G17230/AT1G05880/AT5G45340/AT5G04340/AT1G07135/AT4G23570/AT1G66880/AT2G36800/AT5G03380/AT2G26560/AT2G23270/AT5G64905/AT1G25560/AT1G14540/AT1G72910/AT5G47910/AT1G72940/AT4G34150/AT3G56880/AT1G66180/AT1G09070/AT4G01360/AT5G58120/AT3G52800/AT2G26190/AT2G41100/AT5G66650/AT5G13190/AT3G04640/AT1G76600/AT5G35735/AT2G41010/AT1G61340/AT5G57510/AT5G24590/AT1G68690/AT1G76650/AT5G12030/AT4G26270/AT4G19880/AT1G15010/AT3G15210/AT5G45630/AT2G36460/AT1G50740/AT4G22780/AT5G63130/AT1G01720/AT4G24110/AT2G47730/AT5G20230/AT1G59860/AT2G41090/AT2G36220/AT1G21550/AT4G19520/AT2G01180/AT1G69890/AT2G40000/AT5G24530/AT2G16060/AT2G25735/AT1G07870/AT4G34131/AT4G33070/AT1G30040/AT5G57560/AT5G64260/AT1G32928/AT1G02360/AT3G18290/AT1G18300/AT4G11660/AT5G05410/AT1G14550/AT3G24500/AT4G30280/AT4G30370/AT2G36580/AT1G68840/AT4G31970/AT2G14247/AT1G68620/AT1G26410/AT3G14100,132
GO:0071453,cellular response to oxygen levels,132/2771,239/16827,0.552301255,3.353869802,16.27279695,3.82E-43,2.56E-40,2.25E-40,AT2G46400/AT5G26920/AT3G25250/AT3G46080/AT5G42050/AT1G27730/AT5G25250/AT5G59820/AT5G42380/AT5G19240/AT3G56400/AT4G12720/AT1G59660/AT1G19250/AT1G26380/AT1G76680/AT1G17290/AT1G73500/AT2G40140/AT1G19020/AT1G23710/AT3G08720/AT5G19550/AT1G57630/AT2G32210/AT1G72900/AT2G13790/AT5G27420/AT1G72920/AT2G32200/AT5G54490/AT5G63790/AT3G55980/AT1G63090/AT2G22500/AT4G13395/AT5G58070/AT4G24160/AT5G57220/AT4G20860/AT3G46090/AT1G66090/AT4G29780/AT2G46500/AT5G06320/AT4G27280/AT4G24570/AT4G17230/AT1G05880/AT5G45340/AT5G04340/AT1G07135/AT4G23570/AT1G66880/AT2G36800/AT5G03380/AT2G26560/AT2G23270/AT5G64905/AT1G25560/AT1G14540/AT1G72910/AT5G47910/AT1G72940/AT4G34150/AT3G56880/AT1G66180/AT1G09070/AT4G01360/AT5G58120/AT3G52800/AT2G26190/AT2G41100/AT5G66650/AT5G13190/AT3G04640/AT1G76600/AT5G35735/AT2G41010/AT1G61340/AT5G57510/AT5G24590/AT1G68690/AT1G76650/AT5G12030/AT4G26270/AT4G19880/AT1G15010/AT3G15210/AT5G45630/AT2G36460/AT1G50740/AT4G22780/AT5G63130/AT1G01720/AT4G24110/AT2G47730/AT5G20230/AT1G59860/AT2G41090/AT2G36220/AT1G21550/AT4G19520/AT2G01180/AT1G69890/AT2G40000/AT5G24530/AT2G16060/AT2G25735/AT1G07870/AT4G34131/AT4G33070/AT1G30040/AT5G57560/AT5G64260/AT1G32928/AT1G02360/AT3G18290/AT1G18300/AT4G11660/AT5G05410/AT1G14550/AT3G24500/AT4G30280/AT4G30370/AT2G36580/AT1G68840/AT4G31970/AT2G14247/AT1G68620/AT1G26410/AT3G14100,132
GO:0001666,response to hypoxia,140/2771,266/16827,0.526315789,3.1960721,16.02957343,1.93E-42,9.69E-40,8.51E-40,AT2G46400/AT5G26920/AT3G25250/AT3G46080/AT5G42050/AT1G27730/AT5G25250/AT5G59820/AT5G42380/AT5G19240/AT3G56400/AT4G12720/AT1G59660/AT1G19250/AT1G26380/AT1G76680/AT1G17290/AT1G73500/AT2G40140/AT1G19020/AT1G23710/AT3G08720/AT5G19550/AT1G57630/AT2G32210/AT1G72900/AT2G13790/AT5G27420/AT3G48090/AT1G72920/AT2G32200/AT5G54490/AT5G63790/AT3G55980/AT1G63090/AT2G22500/AT4G13395/AT5G58070/AT4G24160/AT5G57220/AT4G20860/AT3G46090/AT1G66090/AT4G29780/AT2G46500/AT1G72330/AT5G06320/AT4G27280/AT4G24570/AT4G17230/AT1G05880/AT5G45340/AT5G04340/AT1G07135/AT4G23570/AT1G66880/AT2G36800/AT5G03380/AT2G26560/AT2G23270/AT5G64905/AT1G25560/AT1G14540/AT1G72910/AT5G47910/AT1G72940/AT4G34150/AT3G56880/AT1G66180/AT3G52430/AT1G09070/AT4G01360/AT5G58120/AT3G52800/AT2G26190/AT2G41100/AT5G66650/AT5G13190/AT3G04640/AT1G76600/AT5G35735/AT2G41010/AT1G61340/AT5G57510/AT5G24590/AT1G68690/AT1G76650/AT5G12030/AT4G26270/AT4G19880/AT1G15010/AT3G15210/AT5G45630/AT2G36460/AT1G50740/AT4G22780/AT5G63130/AT1G01720/AT4G24110/AT2G47730/AT5G20230/AT1G59860/AT2G41090/AT2G36220/AT1G21550/AT4G19520/AT2G01180/AT1G69890/AT2G40000/AT5G24530/AT2G16060/AT2G25735/AT1G07870/AT4G34131/AT4G33070/AT1G30040/AT5G57560/AT1G64280/AT5G64260/AT1G32928/AT1G02360/AT3G18290/AT1G18300/AT4G11660/AT5G05410/AT1G14550/AT3G24500/AT4G30280/AT4G27780/AT4G30370/AT2G36580/AT1G68840/AT5G03730/AT4G31970/AT2G14247/AT3G16770/AT1G68620/AT1G26410/AT3G14100/AT3G20770,140
GO:0036293,response to decreased oxygen levels,140/2771,270/16827,0.518518519,3.148722884,15.80335506,1.85E-41,7.44E-39,6.54E-39,AT2G46400/AT5G26920/AT3G25250/AT3G46080/AT5G42050/AT1G27730/AT5G25250/AT5G59820/AT5G42380/AT5G19240/AT3G56400/AT4G12720/AT1G59660/AT1G19250/AT1G26380/AT1G76680/AT1G17290/AT1G73500/AT2G40140/AT1G19020/AT1G23710/AT3G08720/AT5G19550/AT1G57630/AT2G32210/AT1G72900/AT2G13790/AT5G27420/AT3G48090/AT1G72920/AT2G32200/AT5G54490/AT5G63790/AT3G55980/AT1G63090/AT2G22500/AT4G13395/AT5G58070/AT4G24160/AT5G57220/AT4G20860/AT3G46090/AT1G66090/AT4G29780/AT2G46500/AT1G72330/AT5G06320/AT4G27280/AT4G24570/AT4G17230/AT1G05880/AT5G45340/AT5G04340/AT1G07135/AT4G23570/AT1G66880/AT2G36800/AT5G03380/AT2G26560/AT2G23270/AT5G64905/AT1G25560/AT1G14540/AT1G72910/AT5G47910/AT1G72940/AT4G34150/AT3G56880/AT1G66180/AT3G52430/AT1G09070/AT4G01360/AT5G58120/AT3G52800/AT2G26190/AT2G41100/AT5G66650/AT5G13190/AT3G04640/AT1G76600/AT5G35735/AT2G41010/AT1G61340/AT5G57510/AT5G24590/AT1G68690/AT1G76650/AT5G12030/AT4G26270/AT4G19880/AT1G15010/AT3G15210/AT5G45630/AT2G36460/AT1G50740/AT4G22780/AT5G63130/AT1G01720/AT4G24110/AT2G47730/AT5G20230/AT1G59860/AT2G41090/AT2G36220/AT1G21550/AT4G19520/AT2G01180/AT1G69890/AT2G40000/AT5G24530/AT2G16060/AT2G25735/AT1G07870/AT4G34131/AT4G33070/AT1G30040/AT5G57560/AT1G64280/AT5G64260/AT1G32928/AT1G02360/AT3G18290/AT1G18300/AT4G11660/AT5G05410/AT1G14550/AT3G24500/AT4G30280/AT4G27780/AT4G30370/AT2G36580/AT1G68840/AT5G03730/AT4G31970/AT2G14247/AT3G16770/AT1G68620/AT1G26410/AT3G14100/AT3G20770,140
GO:0042742,defense response to bacterium,186/2771,424/16827,0.438679245,2.663895944,15.40725533,2.24E-41,7.52E-39,6.61E-39,AT2G46400/AT5G49520/AT5G26920/AT3G10930/AT5G39670/AT5G14930/AT4G23140/AT3G56400/AT1G31280/AT1G73805/AT4G23190/AT3G09830/AT2G38470/AT4G12720/AT3G56710/AT4G16890/AT1G19250/AT5G11410/AT1G80840/AT1G33560/AT4G02410/AT4G23810/AT5G04720/AT5G13320/AT3G44670/AT5G25440/AT5G44070/AT5G27420/AT3G48090/AT5G20010/AT4G26120/AT2G23150/AT3G59700/AT1G18570/AT2G39660/AT3G50950/AT5G48380/AT3G53810/AT5G46470/AT1G02450/AT5G64810/AT1G14370/AT1G33970/AT5G47220/AT5G57220/AT3G44260/AT3G49120/AT2G30750/AT5G24210/AT4G33300/AT2G40750/AT5G06320/AT5G44568/AT2G32680/AT3G57330/AT5G52640/AT5G45110/AT1G19180/AT3G28940/AT4G23180/AT4G23160/AT4G34390/AT4G23150/AT1G51890/AT5G66210/AT3G28930/AT5G22250/AT1G07000/AT4G23210/AT3G52430/AT5G48650/AT2G23810/AT5G22540/AT5G62570/AT4G28490/AT3G50260/AT1G66700/AT5G01540/AT4G28460/AT4G35580/AT4G11850/AT4G23230/AT5G05300/AT1G10170/AT3G20600/AT4G23130/AT2G22300/AT4G23310/AT4G14400/AT3G28450/AT3G45860/AT4G26070/AT4G11470/AT5G01550/AT3G15210/AT4G31800/AT5G22570/AT2G37710/AT2G05940/AT2G42010/AT3G05200/AT4G39030/AT4G22305/AT1G08450/AT3G49110/AT1G59870/AT1G12220/AT3G21630/AT4G23200/AT2G27080/AT4G28350/AT2G44490/AT2G40000/AT5G46330/AT5G65600/AT1G02120/AT1G22070/AT4G23280/AT5G24530/AT5G45250/AT1G74710/AT5G58430/AT2G39260/AT4G26750/AT5G13160/AT2G47130/AT3G14130/AT3G14460/AT4G31550/AT1G51800/AT1G64280/AT3G46510/AT2G34690/AT5G45060/AT2G25000/AT1G32230/AT2G39940/AT4G33430/AT5G59890/AT1G77920/AT1G32960/AT1G59820/AT5G45260/AT4G23260/AT3G10525/AT1G17750/AT3G45330/AT5G67330/AT1G08720/AT4G04960/AT3G08870/AT1G28520/AT3G23400/AT5G40440/AT1G70690/AT1G66340/AT3G12620/AT2G39770/AT1G55020/AT2G43120/AT5G46180/AT5G64440/AT3G54640/AT3G01420/AT1G33980/AT1G22890/AT1G79380/AT4G23100/AT5G02310/AT4G12480/AT5G45050/AT4G03960/AT5G46050/AT1G48490/AT4G20400/AT4G23270/AT4G29050/AT5G67300/AT5G44585/AT4G03550/AT1G60490/AT5G28040/AT2G19190/AT3G20770/AT2G28830/AT1G70130,186
GO:0070482,response to oxygen levels,140/2771,271/16827,0.516605166,3.13710398,15.74745662,3.22E-41,9.27E-39,8.14E-39,AT2G46400/AT5G26920/AT3G25250/AT3G46080/AT5G42050/AT1G27730/AT5G25250/AT5G59820/AT5G42380/AT5G19240/AT3G56400/AT4G12720/AT1G59660/AT1G19250/AT1G26380/AT1G76680/AT1G17290/AT1G73500/AT2G40140/AT1G19020/AT1G23710/AT3G08720/AT5G19550/AT1G57630/AT2G32210/AT1G72900/AT2G13790/AT5G27420/AT3G48090/AT1G72920/AT2G32200/AT5G54490/AT5G63790/AT3G55980/AT1G63090/AT2G22500/AT4G13395/AT5G58070/AT4G24160/AT5G57220/AT4G20860/AT3G46090/AT1G66090/AT4G29780/AT2G46500/AT1G72330/AT5G06320/AT4G27280/AT4G24570/AT4G17230/AT1G05880/AT5G45340/AT5G04340/AT1G07135/AT4G23570/AT1G66880/AT2G36800/AT5G03380/AT2G26560/AT2G23270/AT5G64905/AT1G25560/AT1G14540/AT1G72910/AT5G47910/AT1G72940/AT4G34150/AT3G56880/AT1G66180/AT3G52430/AT1G09070/AT4G01360/AT5G58120/AT3G52800/AT2G26190/AT2G41100/AT5G66650/AT5G13190/AT3G04640/AT1G76600/AT5G35735/AT2G41010/AT1G61340/AT5G57510/AT5G24590/AT1G68690/AT1G76650/AT5G12030/AT4G26270/AT4G19880/AT1G15010/AT3G15210/AT5G45630/AT2G36460/AT1G50740/AT4G22780/AT5G63130/AT1G01720/AT4G24110/AT2G47730/AT5G20230/AT1G59860/AT2G41090/AT2G36220/AT1G21550/AT4G19520/AT2G01180/AT1G69890/AT2G40000/AT5G24530/AT2G16060/AT2G25735/AT1G07870/AT4G34131/AT4G33070/AT1G30040/AT5G57560/AT1G64280/AT5G64260/AT1G32928/AT1G02360/AT3G18290/AT1G18300/AT4G11660/AT5G05410/AT1G14550/AT3G24500/AT4G30280/AT4G27780/AT4G30370/AT2G36580/AT1G68840/AT5G03730/AT4G31970/AT2G14247/AT3G16770/AT1G68620/AT1G26410/AT3G14100/AT3G20770,140
GO:0002376,immune system process,157/2771,342/16827,0.459064327,2.78768511,14.82987297,6.06E-38,1.52E-35,1.34E-35,AT3G50930/AT4G23140/AT4G11890/AT3G56400/AT4G23190/AT3G09830/AT4G12720/AT4G16890/AT1G19250/AT5G11410/AT5G61010/AT5G47070/AT4G37290/AT1G61460/AT5G13320/AT3G46530/AT3G44670/AT5G25440/AT1G44830/AT2G13790/AT3G48090/AT1G09970/AT1G18570/AT2G39660/AT3G50950/AT5G48380/AT5G47220/AT5G57220/AT3G49120/AT2G30750/AT1G61360/AT1G64300/AT2G33580/AT2G32680/AT1G56120/AT3G52400/AT5G54610/AT5G45110/AT4G23180/AT4G23160/AT4G04500/AT3G16030/AT3G11840/AT4G34390/AT2G26560/AT4G23150/AT2G23270/AT5G64905/AT3G11820/AT4G00970/AT5G61900/AT1G72940/AT1G11330/AT4G23210/AT3G52430/AT4G04540/AT1G65790/AT2G37150/AT1G67470/AT5G20480/AT2G02220/AT2G35930/AT1G28380/AT5G01540/AT5G13190/AT4G28460/AT4G11850/AT4G23230/AT5G05300/AT3G20600/AT4G21380/AT4G23130/AT4G23310/AT3G29400/AT3G28450/AT3G45860/AT4G11470/AT1G61380/AT5G03320/AT3G15210/AT1G29690/AT4G04490/AT3G07040/AT1G11960/AT4G39030/AT4G22305/AT1G08450/AT3G49110/AT1G59870/AT1G12220/AT3G21630/AT4G24290/AT4G21390/AT5G44870/AT4G23200/AT4G04510/AT4G29040/AT2G44490/AT5G50440/AT5G46330/AT5G65600/AT4G23280/AT1G67520/AT5G45250/AT5G58430/AT3G18690/AT5G01950/AT1G29340/AT4G31300/AT5G13160/AT4G31550/AT5G20320/AT1G64280/AT3G04210/AT1G17980/AT3G46510/AT5G45060/AT5G37770/AT5G43470/AT4G25230/AT4G33430/AT5G59890/AT4G17720/AT1G32960/AT1G17600/AT5G45260/AT4G23260/AT3G21220/AT3G54420/AT4G04570/AT3G52450/AT1G53440/AT3G23780/AT5G40440/AT1G61610/AT1G56140/AT3G53160/AT5G46180/AT3G28690/AT1G73080/AT4G12480/AT3G21650/AT5G45050/AT1G61420/AT5G49780/AT4G23270/AT1G11300/AT2G14610/AT1G61370/AT1G72840/AT4G37990/AT4G27300/AT1G80680/AT4G21410/AT4G03550/AT3G14840/AT2G28830,157
GO:0006955,immune response,154/2771,338/16827,0.455621302,2.766777209,14.56870033,9.46E-37,2.12E-34,1.86E-34,AT3G50930/AT4G23140/AT4G11890/AT3G56400/AT4G23190/AT3G09830/AT4G12720/AT4G16890/AT1G19250/AT5G11410/AT5G61010/AT5G47070/AT4G37290/AT1G61460/AT5G13320/AT3G46530/AT3G44670/AT5G25440/AT1G44830/AT2G13790/AT3G48090/AT1G09970/AT1G18570/AT2G39660/AT3G50950/AT5G48380/AT5G47220/AT5G57220/AT3G49120/AT2G30750/AT1G61360/AT1G64300/AT2G33580/AT2G32680/AT1G56120/AT3G52400/AT5G54610/AT5G45110/AT4G23180/AT4G23160/AT4G04500/AT3G16030/AT4G34390/AT2G26560/AT4G23150/AT2G23270/AT5G64905/AT3G11820/AT4G00970/AT5G61900/AT1G72940/AT1G11330/AT4G23210/AT3G52430/AT4G04540/AT1G65790/AT2G37150/AT1G67470/AT5G20480/AT2G02220/AT1G28380/AT5G01540/AT5G13190/AT4G28460/AT4G11850/AT4G23230/AT5G05300/AT3G20600/AT4G21380/AT4G23130/AT4G23310/AT3G29400/AT3G28450/AT3G45860/AT4G11470/AT1G61380/AT5G03320/AT3G15210/AT1G29690/AT4G04490/AT3G07040/AT1G11960/AT4G39030/AT4G22305/AT1G08450/AT3G49110/AT1G59870/AT1G12220/AT3G21630/AT4G24290/AT4G21390/AT5G44870/AT4G23200/AT4G04510/AT4G29040/AT2G44490/AT5G50440/AT5G46330/AT5G65600/AT4G23280/AT1G67520/AT5G45250/AT5G58430/AT3G18690/AT5G01950/AT1G29340/AT4G31300/AT5G13160/AT4G31550/AT5G20320/AT1G64280/AT3G04210/AT1G17980/AT3G46510/AT5G45060/AT5G37770/AT5G43470/AT4G25230/AT4G33430/AT5G59890/AT4G17720/AT1G32960/AT1G17600/AT5G45260/AT4G23260/AT3G21220/AT3G54420/AT4G04570/AT1G53440/AT3G23780/AT5G40440/AT1G61610/AT1G56140/AT3G53160/AT5G46180/AT3G28690/AT1G73080/AT4G12480/AT3G21650/AT5G45050/AT1G61420/AT5G49780/AT4G23270/AT1G11300/AT2G14610/AT1G61370/AT1G72840/AT4G37990/AT4G27300/AT1G80680/AT4G21410/AT4G03550/AT3G14840/AT2G28830,154
GO:0140546,defense response to symbiont,166/2771,409/16827,0.405867971,2.464648265,13.31412717,5.43E-32,1.09E-29,9.60E-30,AT5G26920/AT3G50930/AT5G14930/AT4G23140/AT2G18660/AT3G56400/AT1G31280/AT1G73805/AT4G23190/AT3G09830/AT2G38470/AT4G12720/AT4G16890/AT1G19250/AT1G80840/AT5G47070/AT4G37290/AT4G23170/AT1G61460/AT5G13320/AT3G46530/AT3G44670/AT1G44830/AT2G13790/AT3G48090/AT1G09970/AT4G26120/AT5G03350/AT5G10760/AT1G18570/AT2G39660/AT5G48380/AT1G02450/AT2G43570/AT5G47220/AT5G57220/AT3G26830/AT3G49120/AT2G30750/AT1G61360/AT3G57260/AT5G55450/AT1G64300/AT5G06320/AT2G33580/AT2G32680/AT1G56120/AT3G52400/AT5G54610/AT5G45110/AT4G23180/AT4G23160/AT3G16030/AT4G34390/AT2G26560/AT4G23150/AT2G23270/AT5G64905/AT3G11820/AT5G61900/AT1G72940/AT1G65390/AT4G23210/AT3G52430/AT5G20480/AT2G02220/AT1G28380/AT5G01540/AT2G35980/AT5G13190/AT3G25882/AT4G28460/AT4G11850/AT4G23230/AT5G05300/AT3G20600/AT5G24590/AT4G23130/AT1G31290/AT4G23310/AT3G28450/AT3G45860/AT4G11470/AT1G61380/AT5G03320/AT3G15210/AT4G31800/AT5G52810/AT1G29690/AT3G07040/AT1G11960/AT4G39030/AT4G22305/AT1G08450/AT3G49110/AT1G59870/AT4G01895/AT1G12220/AT3G21630/AT4G24290/AT5G44870/AT4G23200/AT4G29040/AT2G44490/AT5G50440/AT5G46330/AT5G65600/AT1G22070/AT4G23280/AT1G67520/AT5G45250/AT1G74710/AT3G18690/AT5G55460/AT5G01950/AT1G29340/AT4G31300/AT5G13160/AT4G31550/AT5G20320/AT1G64280/AT3G04210/AT1G17980/AT5G45060/AT5G37770/AT5G43470/AT4G25230/AT2G39940/AT4G01370/AT4G33430/AT5G59890/AT4G17720/AT1G32960/AT1G17600/AT5G45260/AT4G23260/AT3G21220/AT3G54420/AT1G05760/AT1G53440/AT5G40440/AT1G66340/AT1G56140/AT3G53160/AT5G46180/AT3G28690/AT3G01420/AT1G73080/AT5G60410/AT4G12480/AT3G21650/AT5G45050/AT1G61420/AT5G49780/AT4G20400/AT4G23270/AT2G14610/AT1G61370/AT1G72840/AT1G75040/AT4G37990/AT1G80680/AT4G03550/AT3G20250/AT2G21120/AT3G14840,166
