gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,deg_flag,regulation,tau_subtissue,tau_broad,specificity,predominant_broad_organ,predominant_subtissue
AT4G03960,69.59218481,0.364752226,0.131377282,2.776372155,0.005496925,0.022703532,yes,up,0.520249566,0.249295011,constitutive,Seed_Silique,seed_stage_7
AT4G04320,290.9596487,0.147040294,0.044587561,3.297787338,0.000974499,0.005605629,yes,up,0.592801812,0.388312274,constitutive,Flower,stamen
AT4G04350,919.260565,-0.216458881,0.037602371,-5.756522066,8.59E-09,2.93E-07,yes,down,0.55876496,0.424176933,constitutive,Flower,pedicel
AT4G04620,102.0250238,0.54600932,0.09172378,5.952756436,2.64E-09,1.03E-07,yes,up,0.554566759,0.45579642,constitutive,Leaf_Shoot,senescing_leaf
AT4G04640,17041.19172,-0.114680935,0.037660231,-3.045146858,0.002325667,0.011348158,yes,down,0.56877976,0.551000405,constitutive,Leaf_Shoot,cotyledon
AT4G04800,207.8166054,0.167783156,0.055549505,3.020425743,0.002524196,0.01209408,yes,up,0.556557053,0.449912281,constitutive,Flower,sepal
AT4G04960,172.1982759,0.362525066,0.11511874,3.149140322,0.001637515,0.008547642,yes,up,0.524218734,0.41747917,constitutive,Leaf_Shoot,senescing_leaf
AT4G04970,437.5687087,-0.247210985,0.060008528,-4.119597562,3.80E-05,0.000378779,yes,down,0.462417599,0.355531021,constitutive,Flower,inflorescence_apex
AT4G05040,169.6928831,-0.143474217,0.05131015,-2.796215113,0.005170497,0.02163588,yes,down,0.376015007,0.205130962,constitutive,Leaf_Shoot,shoot_apex_transition
AT4G05050,6497.49156,0.282392115,0.060707698,4.651668982,3.29E-06,4.81E-05,yes,up,0.580702147,0.338126054,constitutive,Seed_Silique,seed_stage_9
AT4G05090,269.2387975,-0.105297106,0.040835345,-2.578577577,0.009920802,0.036404959,yes,down,0.455414514,0.325616603,constitutive,Flower,pedicel
AT4G05180,12903.67906,-0.199685377,0.054262808,-3.679967652,0.000233264,0.001706088,yes,down,0.581556641,0.542448642,constitutive,Seedling,whole_plant_pre_bolting
AT4G05530,529.5356826,0.254112148,0.055036348,4.61716949,3.89E-06,5.54E-05,yes,up,0.476554608,0.222734079,constitutive,Leaf_Shoot,senescing_leaf
AT4G07390,422.6939257,0.078972568,0.029201575,2.704394156,0.006842907,0.027046921,yes,up,0.362032554,0.225761218,constitutive,Leaf_Shoot,senescing_leaf
