"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006281","DNA repair","5/6","342/16827",0.0146198830409357,41.0014619883041,14.1151209448966,1.98810905374878e-08,8.8233085329004e-07,2.18533957471217e-07,"AT4G02390/AT3G07800/AT3G27060/AT5G20850/AT5G48720",5
"GO:0006974","DNA damage response","5/6","382/16827",0.0130890052356021,36.7081151832461,13.3328143411666,3.46012099329427e-08,8.8233085329004e-07,2.18533957471217e-07,"AT4G02390/AT3G07800/AT3G27060/AT5G20850/AT5G48720",5
"GO:0006302","double-strand break repair","3/6","137/16827",0.0218978102189781,61.4124087591241,13.4090629478163,1.03723484686321e-05,0.000176329923966746,4.36730461837141e-05,"AT4G02390/AT3G07800/AT5G20850",3
"GO:0010212","response to ionizing radiation","2/6","27/16827",0.0740740740740741,207.740740740741,20.3045547879824,3.70441227110428e-05,0.000472312564565796,0.000116981440140135,"AT5G20850/AT5G48720",2
"GO:0140013","meiotic nuclear division","2/6","118/16827",0.0169491525423729,47.5338983050847,9.58021757997926,0.000718083430929982,0.00732445099548582,0.00181410550971785,"AT5G20850/AT5G48720",2
"GO:0006260","DNA replication","2/6","152/16827",0.0131578947368421,36.9013157894737,8.39729481077329,0.00118735173657408,0.00930022438421018,0.00230346114779199,"AT3G27060/AT5G20850",2
"GO:1903046","meiotic cell cycle process","2/6","164/16827",0.0121951219512195,34.2012195121951,8.0693680604399,0.00138026053540175,0.00930022438421018,0.00230346114779199,"AT5G20850/AT5G48720",2
"GO:0000280","nuclear division","2/6","177/16827",0.0112994350282486,31.6892655367232,7.75186447244448,0.00160515484975223,0.00930022438421018,0.00230346114779199,"AT5G20850/AT5G48720",2
"GO:0051321","meiotic cell cycle","2/6","179/16827",0.0111731843575419,31.3351955307263,7.70606100124891,0.0016412160678018,0.00930022438421018,0.00230346114779199,"AT5G20850/AT5G48720",2
"GO:0048285","organelle fission","2/6","215/16827",0.00930232558139535,26.0883720930233,6.9923138442276,0.00235643173856181,0.0120178018666652,0.00297654535397281,"AT5G20850/AT5G48720",2
"GO:0019953","sexual reproduction","2/6","263/16827",0.00760456273764259,21.3269961977186,6.27492632900155,0.00350216114457792,0.0136104537563665,0.00337101021829511,"AT5G20850/AT5G48720",2
"GO:0006213","pyrimidine nucleoside metabolic process","1/6","10/16827",0.1,280.45,16.6943692051865,0.00356093289815329,0.0136104537563665,0.00337101021829511,"AT3G07800",1
"GO:1902969","mitotic DNA replication","1/6","10/16827",0.1,280.45,16.6943692051865,0.00356093289815329,0.0136104537563665,0.00337101021829511,"AT5G20850",1
"GO:0006312","mitotic recombination","1/6","13/16827",0.0769230769230769,215.730769230769,14.627516496396,0.00462714985975854,0.0136104537563665,0.00337101021829511,"AT5G20850",1
"GO:0045005","DNA-templated DNA replication maintenance of fidelity","1/6","13/16827",0.0769230769230769,215.730769230769,14.627516496396,0.00462714985975854,0.0136104537563665,0.00337101021829511,"AT5G20850",1
"GO:0010332","response to gamma radiation","1/6","14/16827",0.0714285714285714,200.321428571429,14.0907972057874,0.00498234416812293,0.0136104537563665,0.00337101021829511,"AT5G20850",1
"GO:0033260","nuclear DNA replication","1/6","14/16827",0.0714285714285714,200.321428571429,14.0907972057874,0.00498234416812293,0.0136104537563665,0.00337101021829511,"AT5G20850",1
"GO:0006303","double-strand break repair via nonhomologous end joining","1/6","15/16827",0.0666666666666667,186.966666666667,13.6085297677369,0.00533743284563393,0.0136104537563665,0.00337101021829511,"AT4G02390",1
"GO:0007292","female gamete generation","1/6","15/16827",0.0666666666666667,186.966666666667,13.6085297677369,0.00533743284563393,0.0136104537563665,0.00337101021829511,"AT5G48720",1
